"trainer/global_step","vanillasinh_small - train_loss","vanillasinh_small - train_loss__MIN","vanillasinh_small - train_loss__MAX","vanillasinh_small - _step","vanillasinh_small - _step__MIN","vanillasinh_small - _step__MAX"
"61299","0.11932504922151566","0.11932504922151566","0.11932504922151566","612","612","612"
"61399","0.11516521126031876","0.11516521126031876","0.11516521126031876","613","613","613"
"61499","0.11970169842243195","0.11970169842243195","0.11970169842243195","614","614","614"
"61599","0.11462616175413132","0.11462616175413132","0.11462616175413132","615","615","615"
"61699","0.11421267688274384","0.11421267688274384","0.11421267688274384","616","616","616"
"61799","0.11645515263080597","0.11645515263080597","0.11645515263080597","617","617","617"
"61899","0.116726353764534","0.116726353764534","0.116726353764534","618","618","618"
"61999","0.11662030965089798","0.11662030965089798","0.11662030965089798","619","619","619"
"62099","0.11852943897247314","0.11852943897247314","0.11852943897247314","620","620","620"
"62199","0.10519466549158096","0.10519466549158096","0.10519466549158096","621","621","621"
"62299","0.10878036171197891","0.10878036171197891","0.10878036171197891","622","622","622"
"62399","0.11215116828680038","0.11215116828680038","0.11215116828680038","623","623","623"
"62499","0.11816942691802979","0.11816942691802979","0.11816942691802979","624","624","624"
"62599","0.11523735523223877","0.11523735523223877","0.11523735523223877","625","625","625"
"62699","0.11147090047597885","0.11147090047597885","0.11147090047597885","626","626","626"
"62799","0.11460364609956741","0.11460364609956741","0.11460364609956741","627","627","627"
"62899","0.11398325860500336","0.11398325860500336","0.11398325860500336","628","628","628"
"62999","0.11705251038074493","0.11705251038074493","0.11705251038074493","629","629","629"
"63099","0.11327780038118362","0.11327780038118362","0.11327780038118362","630","630","630"
"63199","0.11752788722515106","0.11752788722515106","0.11752788722515106","631","631","631"
"63299","0.11708413064479828","0.11708413064479828","0.11708413064479828","632","632","632"
"63399","0.1120462417602539","0.1120462417602539","0.1120462417602539","633","633","633"
"63499","0.11810518801212311","0.11810518801212311","0.11810518801212311","634","634","634"
"63599","0.11687115579843521","0.11687115579843521","0.11687115579843521","635","635","635"
"63699","0.12038341909646988","0.12038341909646988","0.12038341909646988","636","636","636"
"63799","0.11802662163972855","0.11802662163972855","0.11802662163972855","637","637","637"
"63899","0.10941912978887558","0.10941912978887558","0.10941912978887558","638","638","638"
"63999","0.11979866027832031","0.11979866027832031","0.11979866027832031","639","639","639"
"64099","0.118649423122406","0.118649423122406","0.118649423122406","640","640","640"
"64199","0.11647491902112961","0.11647491902112961","0.11647491902112961","641","641","641"
"64299","0.11698950827121735","0.11698950827121735","0.11698950827121735","642","642","642"
"64399","0.11643389612436295","0.11643389612436295","0.11643389612436295","643","643","643"
"64499","0.11263316869735718","0.11263316869735718","0.11263316869735718","644","644","644"
"64599","0.11843670159578323","0.11843670159578323","0.11843670159578323","645","645","645"
"64699","0.11422093957662582","0.11422093957662582","0.11422093957662582","646","646","646"
"64799","0.1098480075597763","0.1098480075597763","0.1098480075597763","647","647","647"
"64899","0.1147189661860466","0.1147189661860466","0.1147189661860466","648","648","648"
"64999","0.11809099465608597","0.11809099465608597","0.11809099465608597","649","649","649"
"65099","0.11933673918247223","0.11933673918247223","0.11933673918247223","650","650","650"
"65199","0.11017975956201553","0.11017975956201553","0.11017975956201553","651","651","651"
"65299","0.11459255963563919","0.11459255963563919","0.11459255963563919","652","652","652"
"65399","0.11719314754009247","0.11719314754009247","0.11719314754009247","653","653","653"
"65499","0.11072210222482681","0.11072210222482681","0.11072210222482681","654","654","654"
"65599","0.11279400438070297","0.11279400438070297","0.11279400438070297","655","655","655"
"65699","0.12071491032838821","0.12071491032838821","0.12071491032838821","656","656","656"
"65799","0.12000267207622528","0.12000267207622528","0.12000267207622528","657","657","657"
"65899","0.11104697734117508","0.11104697734117508","0.11104697734117508","658","658","658"
"65999","0.1164679080247879","0.1164679080247879","0.1164679080247879","659","659","659"
"66099","0.11227943748235703","0.11227943748235703","0.11227943748235703","660","660","660"
"66199","0.11178786307573318","0.11178786307573318","0.11178786307573318","661","661","661"
"66299","0.10802458226680756","0.10802458226680756","0.10802458226680756","662","662","662"
"66399","0.12394242733716965","0.12394242733716965","0.12394242733716965","663","663","663"
"66499","0.11785250157117844","0.11785250157117844","0.11785250157117844","664","664","664"
"66599","0.12132608890533447","0.12132608890533447","0.12132608890533447","665","665","665"
"66699","0.11224587261676788","0.11224587261676788","0.11224587261676788","666","666","666"
"66799","0.11377718299627304","0.11377718299627304","0.11377718299627304","667","667","667"
"66899","0.1194140687584877","0.1194140687584877","0.1194140687584877","668","668","668"
"66999","0.11280898004770279","0.11280898004770279","0.11280898004770279","669","669","669"
"67099","0.111480213701725","0.111480213701725","0.111480213701725","670","670","670"
"67199","0.11419491469860077","0.11419491469860077","0.11419491469860077","671","671","671"
"67299","0.11972041428089142","0.11972041428089142","0.11972041428089142","672","672","672"
"67399","0.12355659902095795","0.12355659902095795","0.12355659902095795","673","673","673"
"67499","0.11806884407997131","0.11806884407997131","0.11806884407997131","674","674","674"
"67599","0.11256176978349686","0.11256176978349686","0.11256176978349686","675","675","675"
"67699","0.11393427848815918","0.11393427848815918","0.11393427848815918","676","676","676"
"67799","0.11958595365285873","0.11958595365285873","0.11958595365285873","677","677","677"
"67899","0.10532129555940628","0.10532129555940628","0.10532129555940628","678","678","678"
"67999","0.11502914130687714","0.11502914130687714","0.11502914130687714","679","679","679"
"68099","0.12004438787698746","0.12004438787698746","0.12004438787698746","680","680","680"
"68199","0.11446966975927353","0.11446966975927353","0.11446966975927353","681","681","681"
"68299","0.11985675990581512","0.11985675990581512","0.11985675990581512","682","682","682"
"68399","0.11918891221284866","0.11918891221284866","0.11918891221284866","683","683","683"
"68499","0.11275757849216461","0.11275757849216461","0.11275757849216461","684","684","684"
"68599","0.11387461423873901","0.11387461423873901","0.11387461423873901","685","685","685"
"68699","0.11519315838813782","0.11519315838813782","0.11519315838813782","686","686","686"
"68799","0.12076380103826523","0.12076380103826523","0.12076380103826523","687","687","687"
"68899","0.11831588298082352","0.11831588298082352","0.11831588298082352","688","688","688"
"68999","0.1125994324684143","0.1125994324684143","0.1125994324684143","689","689","689"
"69099","0.11674995720386505","0.11674995720386505","0.11674995720386505","690","690","690"
"69199","0.11885672062635422","0.11885672062635422","0.11885672062635422","691","691","691"
"69299","0.11558891832828522","0.11558891832828522","0.11558891832828522","692","692","692"
"69399","0.11515012383460999","0.11515012383460999","0.11515012383460999","693","693","693"
"69499","0.11157498508691788","0.11157498508691788","0.11157498508691788","694","694","694"
"69599","0.12148912996053696","0.12148912996053696","0.12148912996053696","695","695","695"
"69699","0.1143328920006752","0.1143328920006752","0.1143328920006752","696","696","696"
"69799","0.11752573400735855","0.11752573400735855","0.11752573400735855","697","697","697"
"69899","0.11628299206495285","0.11628299206495285","0.11628299206495285","698","698","698"
"69999","0.11489243805408478","0.11489243805408478","0.11489243805408478","699","699","699"
"70099","0.11876655369997025","0.11876655369997025","0.11876655369997025","700","700","700"
"70199","0.11609775573015213","0.11609775573015213","0.11609775573015213","701","701","701"
"70299","0.1152418777346611","0.1152418777346611","0.1152418777346611","702","702","702"
"70399","0.11692424863576889","0.11692424863576889","0.11692424863576889","703","703","703"
"70499","0.10790488868951797","0.10790488868951797","0.10790488868951797","704","704","704"
"70599","0.10944570600986481","0.10944570600986481","0.10944570600986481","705","705","705"
"70699","0.10988438874483109","0.10988438874483109","0.10988438874483109","706","706","706"
"70799","0.1139192208647728","0.1139192208647728","0.1139192208647728","707","707","707"
"70899","0.11311022192239761","0.11311022192239761","0.11311022192239761","708","708","708"
"70999","0.12222915142774582","0.12222915142774582","0.12222915142774582","709","709","709"
"71099","0.12016694247722626","0.12016694247722626","0.12016694247722626","710","710","710"
"71199","0.11534182727336884","0.11534182727336884","0.11534182727336884","711","711","711"
"71299","0.10921036452054977","0.10921036452054977","0.10921036452054977","712","712","712"
"71399","0.1212308332324028","0.1212308332324028","0.1212308332324028","713","713","713"
"71499","0.11512139439582825","0.11512139439582825","0.11512139439582825","714","714","714"
"71599","0.11714839190244675","0.11714839190244675","0.11714839190244675","715","715","715"
"71699","0.12074203789234161","0.12074203789234161","0.12074203789234161","716","716","716"
"71799","0.11153257638216019","0.11153257638216019","0.11153257638216019","717","717","717"
"71899","0.11822084337472916","0.11822084337472916","0.11822084337472916","718","718","718"
"71999","0.11213485151529312","0.11213485151529312","0.11213485151529312","719","719","719"
"72099","0.11304908245801926","0.11304908245801926","0.11304908245801926","720","720","720"
"72199","0.11167474091053009","0.11167474091053009","0.11167474091053009","721","721","721"
"72299","0.1174464002251625","0.1174464002251625","0.1174464002251625","722","722","722"
"72399","0.11333886533975601","0.11333886533975601","0.11333886533975601","723","723","723"
"72499","0.11428701132535934","0.11428701132535934","0.11428701132535934","724","724","724"
"72599","0.11607062071561813","0.11607062071561813","0.11607062071561813","725","725","725"
"72699","0.11603619903326035","0.11603619903326035","0.11603619903326035","726","726","726"
"72799","0.11486536264419556","0.11486536264419556","0.11486536264419556","727","727","727"
"72899","0.12098739296197891","0.12098739296197891","0.12098739296197891","728","728","728"
"72999","0.11620556563138962","0.11620556563138962","0.11620556563138962","729","729","729"
"73099","0.11552528291940689","0.11552528291940689","0.11552528291940689","730","730","730"
"73199","0.11767787486314774","0.11767787486314774","0.11767787486314774","731","731","731"
"73299","0.10800742357969284","0.10800742357969284","0.10800742357969284","732","732","732"
"73399","0.11461583524942398","0.11461583524942398","0.11461583524942398","733","733","733"
"73499","0.12305908650159836","0.12305908650159836","0.12305908650159836","734","734","734"
"73599","0.11339621245861053","0.11339621245861053","0.11339621245861053","735","735","735"
"73699","0.11791621893644333","0.11791621893644333","0.11791621893644333","736","736","736"
"73799","0.11045558750629425","0.11045558750629425","0.11045558750629425","737","737","737"
"73899","0.11429063975811005","0.11429063975811005","0.11429063975811005","738","738","738"
"73999","0.11094140261411667","0.11094140261411667","0.11094140261411667","739","739","739"
"74099","0.11849036067724228","0.11849036067724228","0.11849036067724228","740","740","740"
"74199","0.11379050463438034","0.11379050463438034","0.11379050463438034","741","741","741"
"74299","0.11742976307868958","0.11742976307868958","0.11742976307868958","742","742","742"
"74399","0.11686331778764725","0.11686331778764725","0.11686331778764725","743","743","743"
"74499","0.11543067544698715","0.11543067544698715","0.11543067544698715","744","744","744"
"74599","0.11773763597011566","0.11773763597011566","0.11773763597011566","745","745","745"
"74699","0.11281707882881165","0.11281707882881165","0.11281707882881165","746","746","746"
"74799","0.1109289824962616","0.1109289824962616","0.1109289824962616","747","747","747"
"74899","0.11372057348489761","0.11372057348489761","0.11372057348489761","748","748","748"
"74999","0.11674461513757706","0.11674461513757706","0.11674461513757706","749","749","749"
"75099","0.11117233335971832","0.11117233335971832","0.11117233335971832","750","750","750"
"75199","0.11733738332986832","0.11733738332986832","0.11733738332986832","751","751","751"
"75299","0.11308839917182922","0.11308839917182922","0.11308839917182922","752","752","752"
"75399","0.11398816853761673","0.11398816853761673","0.11398816853761673","753","753","753"
"75499","0.11746557056903839","0.11746557056903839","0.11746557056903839","754","754","754"
"75599","0.11254116892814636","0.11254116892814636","0.11254116892814636","755","755","755"
"75699","0.11826404929161072","0.11826404929161072","0.11826404929161072","756","756","756"
"75799","0.11807791888713837","0.11807791888713837","0.11807791888713837","757","757","757"
"75899","0.11810147762298584","0.11810147762298584","0.11810147762298584","758","758","758"
"75999","0.11785363405942917","0.11785363405942917","0.11785363405942917","759","759","759"
"76099","0.12042612582445145","0.12042612582445145","0.12042612582445145","760","760","760"
"76199","0.11488983780145645","0.11488983780145645","0.11488983780145645","761","761","761"
"76299","0.11338380724191666","0.11338380724191666","0.11338380724191666","762","762","762"
"76399","0.12113320082426071","0.12113320082426071","0.12113320082426071","763","763","763"
"76499","0.11550979316234589","0.11550979316234589","0.11550979316234589","764","764","764"
"76599","0.11423112452030182","0.11423112452030182","0.11423112452030182","765","765","765"
"76699","0.11571414768695831","0.11571414768695831","0.11571414768695831","766","766","766"
"76799","0.11668416112661362","0.11668416112661362","0.11668416112661362","767","767","767"
"76899","0.11220532655715942","0.11220532655715942","0.11220532655715942","768","768","768"
"76999","0.10717655718326569","0.10717655718326569","0.10717655718326569","769","769","769"
"77099","0.1197684109210968","0.1197684109210968","0.1197684109210968","770","770","770"
"77199","0.11509598046541214","0.11509598046541214","0.11509598046541214","771","771","771"
"77299","0.11304157227277756","0.11304157227277756","0.11304157227277756","772","772","772"
"77399","0.11310279369354248","0.11310279369354248","0.11310279369354248","773","773","773"
"77499","0.11752266436815262","0.11752266436815262","0.11752266436815262","774","774","774"
"77599","0.11622488498687744","0.11622488498687744","0.11622488498687744","775","775","775"
"77699","0.11251375079154968","0.11251375079154968","0.11251375079154968","776","776","776"
"77799","0.11297794431447983","0.11297794431447983","0.11297794431447983","777","777","777"
"77899","0.11129145324230194","0.11129145324230194","0.11129145324230194","778","778","778"
"77999","0.11742129176855087","0.11742129176855087","0.11742129176855087","779","779","779"
"78099","0.11955663561820984","0.11955663561820984","0.11955663561820984","780","780","780"
"78199","0.11646481603384018","0.11646481603384018","0.11646481603384018","781","781","781"
"78299","0.11943939328193665","0.11943939328193665","0.11943939328193665","782","782","782"
"78399","0.11634624749422073","0.11634624749422073","0.11634624749422073","783","783","783"
"78499","0.11235601454973221","0.11235601454973221","0.11235601454973221","784","784","784"
"78599","0.11688181012868881","0.11688181012868881","0.11688181012868881","785","785","785"
"78699","0.11730596423149109","0.11730596423149109","0.11730596423149109","786","786","786"
"78799","0.10317345708608627","0.10317345708608627","0.10317345708608627","787","787","787"
"78899","0.11592438071966171","0.11592438071966171","0.11592438071966171","788","788","788"
"78999","0.11922743916511536","0.11922743916511536","0.11922743916511536","789","789","789"
"79099","0.11768695712089539","0.11768695712089539","0.11768695712089539","790","790","790"
"79199","0.11408203840255737","0.11408203840255737","0.11408203840255737","791","791","791"
"79299","0.11896760761737823","0.11896760761737823","0.11896760761737823","792","792","792"
"79399","0.12441153824329376","0.12441153824329376","0.12441153824329376","793","793","793"
"79499","0.11451274156570435","0.11451274156570435","0.11451274156570435","794","794","794"
"79599","0.1254679560661316","0.1254679560661316","0.1254679560661316","795","795","795"
"79699","0.11650034040212631","0.11650034040212631","0.11650034040212631","796","796","796"
"79799","0.11578714847564697","0.11578714847564697","0.11578714847564697","797","797","797"
"79899","0.11747800558805466","0.11747800558805466","0.11747800558805466","798","798","798"
"79999","0.11366701871156693","0.11366701871156693","0.11366701871156693","799","799","799"
"80099","0.11353354156017303","0.11353354156017303","0.11353354156017303","800","800","800"
"80199","0.12378370761871338","0.12378370761871338","0.12378370761871338","801","801","801"
"80299","0.11691165715456009","0.11691165715456009","0.11691165715456009","802","802","802"
"80399","0.1210874617099762","0.1210874617099762","0.1210874617099762","803","803","803"
"80499","0.11734369397163391","0.11734369397163391","0.11734369397163391","804","804","804"
"80599","0.11121891438961029","0.11121891438961029","0.11121891438961029","805","805","805"
"80699","0.11288310587406158","0.11288310587406158","0.11288310587406158","806","806","806"
"80799","0.11897320300340652","0.11897320300340652","0.11897320300340652","807","807","807"
"80899","0.1171201542019844","0.1171201542019844","0.1171201542019844","808","808","808"
"80999","0.12032655626535416","0.12032655626535416","0.12032655626535416","809","809","809"
"81099","0.12088456004858017","0.12088456004858017","0.12088456004858017","810","810","810"
"81199","0.11516713351011276","0.11516713351011276","0.11516713351011276","811","811","811"
"81299","0.12071499228477478","0.12071499228477478","0.12071499228477478","812","812","812"
"81399","0.12059841305017471","0.12059841305017471","0.12059841305017471","813","813","813"
"81499","0.11533418297767639","0.11533418297767639","0.11533418297767639","814","814","814"
"81599","0.12155953049659729","0.12155953049659729","0.12155953049659729","815","815","815"
"81699","0.11407817155122757","0.11407817155122757","0.11407817155122757","816","816","816"
"81799","0.11120688915252686","0.11120688915252686","0.11120688915252686","817","817","817"
"81899","0.1163942962884903","0.1163942962884903","0.1163942962884903","818","818","818"
"81999","0.11715859174728394","0.11715859174728394","0.11715859174728394","819","819","819"
"82099","0.11880772560834885","0.11880772560834885","0.11880772560834885","820","820","820"
"82199","0.12156811356544495","0.12156811356544495","0.12156811356544495","821","821","821"
"82299","0.11472444981336594","0.11472444981336594","0.11472444981336594","822","822","822"
"82399","0.1106291338801384","0.1106291338801384","0.1106291338801384","823","823","823"
"82499","0.10974937677383423","0.10974937677383423","0.10974937677383423","824","824","824"
"82599","0.11419733613729477","0.11419733613729477","0.11419733613729477","825","825","825"
"82699","0.11952418833971024","0.11952418833971024","0.11952418833971024","826","826","826"
"82799","0.11940088123083115","0.11940088123083115","0.11940088123083115","827","827","827"
"82899","0.11839451640844345","0.11839451640844345","0.11839451640844345","828","828","828"
"82999","0.11769039183855057","0.11769039183855057","0.11769039183855057","829","829","829"
"83099","0.11529616266489029","0.11529616266489029","0.11529616266489029","830","830","830"
"83199","0.10962162166833878","0.10962162166833878","0.10962162166833878","831","831","831"
"83299","0.11497443169355392","0.11497443169355392","0.11497443169355392","832","832","832"
"83399","0.11782623827457428","0.11782623827457428","0.11782623827457428","833","833","833"
"83499","0.10830917209386826","0.10830917209386826","0.10830917209386826","834","834","834"
"83599","0.11447320878505707","0.11447320878505707","0.11447320878505707","835","835","835"
"83699","0.12096083164215088","0.12096083164215088","0.12096083164215088","836","836","836"
"83799","0.11847803741693497","0.11847803741693497","0.11847803741693497","837","837","837"
"83899","0.10802289843559265","0.10802289843559265","0.10802289843559265","838","838","838"
"83999","0.10997352749109268","0.10997352749109268","0.10997352749109268","839","839","839"
"84099","0.11178012937307358","0.11178012937307358","0.11178012937307358","840","840","840"
"84199","0.11186479777097702","0.11186479777097702","0.11186479777097702","841","841","841"
"84299","0.12050914764404297","0.12050914764404297","0.12050914764404297","842","842","842"
"84399","0.11434796452522278","0.11434796452522278","0.11434796452522278","843","843","843"
"84499","0.11450470983982086","0.11450470983982086","0.11450470983982086","844","844","844"
"84599","0.1208537369966507","0.1208537369966507","0.1208537369966507","845","845","845"
"84699","0.11713957786560059","0.11713957786560059","0.11713957786560059","846","846","846"
"84799","0.11627455055713654","0.11627455055713654","0.11627455055713654","847","847","847"
"84899","0.1124393567442894","0.1124393567442894","0.1124393567442894","848","848","848"
"84999","0.11280296742916107","0.11280296742916107","0.11280296742916107","849","849","849"
"85099","0.11712987720966339","0.11712987720966339","0.11712987720966339","850","850","850"
"85199","0.11657261103391647","0.11657261103391647","0.11657261103391647","851","851","851"
"85299","0.11957395076751709","0.11957395076751709","0.11957395076751709","852","852","852"
"85399","0.10655950754880905","0.10655950754880905","0.10655950754880905","853","853","853"
"85499","0.11165012419223785","0.11165012419223785","0.11165012419223785","854","854","854"
"85599","0.11266932636499405","0.11266932636499405","0.11266932636499405","855","855","855"
"85699","0.11265052109956741","0.11265052109956741","0.11265052109956741","856","856","856"
"85799","0.11282271146774292","0.11282271146774292","0.11282271146774292","857","857","857"
"85899","0.11862257868051529","0.11862257868051529","0.11862257868051529","858","858","858"
"85999","0.11039473861455917","0.11039473861455917","0.11039473861455917","859","859","859"
"86099","0.12172237038612366","0.12172237038612366","0.12172237038612366","860","860","860"
"86199","0.11664219200611115","0.11664219200611115","0.11664219200611115","861","861","861"
"86299","0.11005466431379318","0.11005466431379318","0.11005466431379318","862","862","862"
"86399","0.111681267619133","0.111681267619133","0.111681267619133","863","863","863"
"86499","0.11818064004182816","0.11818064004182816","0.11818064004182816","864","864","864"
"86599","0.11222334951162338","0.11222334951162338","0.11222334951162338","865","865","865"
"86699","0.11718842387199402","0.11718842387199402","0.11718842387199402","866","866","866"
"86799","0.10506393760442734","0.10506393760442734","0.10506393760442734","867","867","867"
"86899","0.10847695171833038","0.10847695171833038","0.10847695171833038","868","868","868"
"86999","0.11106798052787781","0.11106798052787781","0.11106798052787781","869","869","869"
"87099","0.11627363413572311","0.11627363413572311","0.11627363413572311","870","870","870"
"87199","0.11377709358930588","0.11377709358930588","0.11377709358930588","871","871","871"
"87299","0.1132083535194397","0.1132083535194397","0.1132083535194397","872","872","872"
"87399","0.12061293423175812","0.12061293423175812","0.12061293423175812","873","873","873"
"87499","0.12280081957578659","0.12280081957578659","0.12280081957578659","874","874","874"
"87599","0.11782984435558319","0.11782984435558319","0.11782984435558319","875","875","875"
"87699","0.11257494240999222","0.11257494240999222","0.11257494240999222","876","876","876"
"87799","0.12179885059595108","0.12179885059595108","0.12179885059595108","877","877","877"
"87899","0.11183818429708481","0.11183818429708481","0.11183818429708481","878","878","878"
"87999","0.11485214531421661","0.11485214531421661","0.11485214531421661","879","879","879"
"88099","0.11593937128782272","0.11593937128782272","0.11593937128782272","880","880","880"
"88199","0.11419704556465149","0.11419704556465149","0.11419704556465149","881","881","881"
"88299","0.11236963421106339","0.11236963421106339","0.11236963421106339","882","882","882"
"88399","0.11367938667535782","0.11367938667535782","0.11367938667535782","883","883","883"
"88499","0.11179854720830917","0.11179854720830917","0.11179854720830917","884","884","884"
"88599","0.11401490867137909","0.11401490867137909","0.11401490867137909","885","885","885"
"88699","0.11391234397888184","0.11391234397888184","0.11391234397888184","886","886","886"
"88799","0.11819064617156982","0.11819064617156982","0.11819064617156982","887","887","887"
"88899","0.11842469871044159","0.11842469871044159","0.11842469871044159","888","888","888"
"88999","0.10505072772502899","0.10505072772502899","0.10505072772502899","889","889","889"
"89099","0.11939600855112076","0.11939600855112076","0.11939600855112076","890","890","890"
"89199","0.11465036869049072","0.11465036869049072","0.11465036869049072","891","891","891"
"89299","0.11521217972040176","0.11521217972040176","0.11521217972040176","892","892","892"
"89399","0.11914339661598206","0.11914339661598206","0.11914339661598206","893","893","893"
"89499","0.11117106676101685","0.11117106676101685","0.11117106676101685","894","894","894"
"89599","0.11703264713287354","0.11703264713287354","0.11703264713287354","895","895","895"
"89699","0.12019789218902588","0.12019789218902588","0.12019789218902588","896","896","896"
"89799","0.10828898847103119","0.10828898847103119","0.10828898847103119","897","897","897"
"89899","0.1155090406537056","0.1155090406537056","0.1155090406537056","898","898","898"
"89999","0.1167006716132164","0.1167006716132164","0.1167006716132164","899","899","899"
"90099","0.11327831447124481","0.11327831447124481","0.11327831447124481","900","900","900"
"90199","0.1232152059674263","0.1232152059674263","0.1232152059674263","901","901","901"
"90299","0.120912566781044","0.120912566781044","0.120912566781044","902","902","902"
"90399","0.11635418236255646","0.11635418236255646","0.11635418236255646","903","903","903"
"90499","0.11408977210521698","0.11408977210521698","0.11408977210521698","904","904","904"
"90599","0.10860402882099152","0.10860402882099152","0.10860402882099152","905","905","905"
"90699","0.11320503056049347","0.11320503056049347","0.11320503056049347","906","906","906"
"90799","0.12022259831428528","0.12022259831428528","0.12022259831428528","907","907","907"
"90899","0.1174376904964447","0.1174376904964447","0.1174376904964447","908","908","908"
"90999","0.11637178063392639","0.11637178063392639","0.11637178063392639","909","909","909"
"91099","0.11369162052869797","0.11369162052869797","0.11369162052869797","910","910","910"
"91199","0.10834918916225433","0.10834918916225433","0.10834918916225433","911","911","911"
"91299","0.11864106357097626","0.11864106357097626","0.11864106357097626","912","912","912"
"91399","0.11695196479558945","0.11695196479558945","0.11695196479558945","913","913","913"
"91499","0.11166779696941376","0.11166779696941376","0.11166779696941376","914","914","914"
"91599","0.12319701164960861","0.12319701164960861","0.12319701164960861","915","915","915"
"91699","0.11578305810689926","0.11578305810689926","0.11578305810689926","916","916","916"
"91799","0.11714450269937515","0.11714450269937515","0.11714450269937515","917","917","917"
"91899","0.11389763653278351","0.11389763653278351","0.11389763653278351","918","918","918"
"91999","0.11145935952663422","0.11145935952663422","0.11145935952663422","919","919","919"
"92099","0.11651980876922607","0.11651980876922607","0.11651980876922607","920","920","920"
"92199","0.11254722625017166","0.11254722625017166","0.11254722625017166","921","921","921"
"92299","0.10688566416501999","0.10688566416501999","0.10688566416501999","922","922","922"
"92399","0.11661980301141739","0.11661980301141739","0.11661980301141739","923","923","923"
"92499","0.11735154688358307","0.11735154688358307","0.11735154688358307","924","924","924"
"92599","0.12287143617868423","0.12287143617868423","0.12287143617868423","925","925","925"
"92699","0.11486372351646423","0.11486372351646423","0.11486372351646423","926","926","926"
"92799","0.1162465363740921","0.1162465363740921","0.1162465363740921","927","927","927"
"92899","0.1142897829413414","0.1142897829413414","0.1142897829413414","928","928","928"
"92999","0.10596664994955063","0.10596664994955063","0.10596664994955063","929","929","929"
"93099","0.11249655485153198","0.11249655485153198","0.11249655485153198","930","930","930"
"93199","0.11733978986740112","0.11733978986740112","0.11733978986740112","931","931","931"
"93299","0.11456134170293808","0.11456134170293808","0.11456134170293808","932","932","932"
"93399","0.11268739402294159","0.11268739402294159","0.11268739402294159","933","933","933"
"93499","0.11396238952875137","0.11396238952875137","0.11396238952875137","934","934","934"
"93599","0.11833725869655609","0.11833725869655609","0.11833725869655609","935","935","935"
"93699","0.1123642772436142","0.1123642772436142","0.1123642772436142","936","936","936"
"93799","0.11510264128446579","0.11510264128446579","0.11510264128446579","937","937","937"
"93899","0.11768653988838196","0.11768653988838196","0.11768653988838196","938","938","938"
"93999","0.11484526097774506","0.11484526097774506","0.11484526097774506","939","939","939"
"94099","0.12106931209564209","0.12106931209564209","0.12106931209564209","940","940","940"
"94199","0.11994295567274094","0.11994295567274094","0.11994295567274094","941","941","941"
"94299","0.11797915399074554","0.11797915399074554","0.11797915399074554","942","942","942"
"94399","0.12078092992305756","0.12078092992305756","0.12078092992305756","943","943","943"
"94499","0.11693280935287476","0.11693280935287476","0.11693280935287476","944","944","944"
"94599","0.11000685393810272","0.11000685393810272","0.11000685393810272","945","945","945"
"94699","0.1107994094491005","0.1107994094491005","0.1107994094491005","946","946","946"
"94799","0.11009276658296585","0.11009276658296585","0.11009276658296585","947","947","947"
"94899","0.11330379545688629","0.11330379545688629","0.11330379545688629","948","948","948"
"94999","0.11327182501554489","0.11327182501554489","0.11327182501554489","949","949","949"
"95099","0.11582580208778381","0.11582580208778381","0.11582580208778381","950","950","950"
"95199","0.11030770093202591","0.11030770093202591","0.11030770093202591","951","951","951"
"95299","0.11526013910770416","0.11526013910770416","0.11526013910770416","952","952","952"
"95399","0.11311183869838715","0.11311183869838715","0.11311183869838715","953","953","953"
"95499","0.11364910006523132","0.11364910006523132","0.11364910006523132","954","954","954"
"95599","0.11089857667684555","0.11089857667684555","0.11089857667684555","955","955","955"
"95699","0.11898593604564667","0.11898593604564667","0.11898593604564667","956","956","956"
"95799","0.114908367395401","0.114908367395401","0.114908367395401","957","957","957"
"95899","0.11387771368026733","0.11387771368026733","0.11387771368026733","958","958","958"
"95999","0.1149572879076004","0.1149572879076004","0.1149572879076004","959","959","959"
"96099","0.11016658693552017","0.11016658693552017","0.11016658693552017","960","960","960"
"96199","0.10724546015262604","0.10724546015262604","0.10724546015262604","961","961","961"
"96299","0.11418464034795761","0.11418464034795761","0.11418464034795761","962","962","962"
"96399","0.11494690179824829","0.11494690179824829","0.11494690179824829","963","963","963"
"96499","0.11680266261100769","0.11680266261100769","0.11680266261100769","964","964","964"
"96599","0.11101743578910828","0.11101743578910828","0.11101743578910828","965","965","965"
"96699","0.10887958109378815","0.10887958109378815","0.10887958109378815","966","966","966"
"96799","0.11894917488098145","0.11894917488098145","0.11894917488098145","967","967","967"
"96899","0.12324190139770508","0.12324190139770508","0.12324190139770508","968","968","968"
"96999","0.1172226145863533","0.1172226145863533","0.1172226145863533","969","969","969"
"97099","0.11505653709173203","0.11505653709173203","0.11505653709173203","970","970","970"
"97199","0.10629093647003174","0.10629093647003174","0.10629093647003174","971","971","971"
"97299","0.11808493733406067","0.11808493733406067","0.11808493733406067","972","972","972"
"97399","0.11037671566009521","0.11037671566009521","0.11037671566009521","973","973","973"
"97499","0.1166316419839859","0.1166316419839859","0.1166316419839859","974","974","974"
"97599","0.11508781462907791","0.11508781462907791","0.11508781462907791","975","975","975"
"97699","0.11253101378679276","0.11253101378679276","0.11253101378679276","976","976","976"
"97799","0.1125241369009018","0.1125241369009018","0.1125241369009018","977","977","977"
