"trainer/global_step","causal_small - train_loss","causal_small - train_loss__MIN","causal_small - train_loss__MAX","causal_small - _step","causal_small - _step__MIN","causal_small - _step__MAX"
"89699","0.14014293253421783","0.14014293253421783","0.14014293253421783","896","896","896"
"89799","0.12954358756542206","0.12954358756542206","0.12954358756542206","897","897","897"
"89899","0.13607938587665558","0.13607938587665558","0.13607938587665558","898","898","898"
"89999","0.13656726479530334","0.13656726479530334","0.13656726479530334","899","899","899"
"90099","0.13115397095680237","0.13115397095680237","0.13115397095680237","900","900","900"
"90199","0.14145706593990326","0.14145706593990326","0.14145706593990326","901","901","901"
"90299","0.1408570557832718","0.1408570557832718","0.1408570557832718","902","902","902"
"90399","0.13433244824409485","0.13433244824409485","0.13433244824409485","903","903","903"
"90499","0.13306176662445068","0.13306176662445068","0.13306176662445068","904","904","904"
"90599","0.1293826550245285","0.1293826550245285","0.1293826550245285","905","905","905"
"90699","0.13237762451171875","0.13237762451171875","0.13237762451171875","906","906","906"
"90799","0.13906779885292053","0.13906779885292053","0.13906779885292053","907","907","907"
"90899","0.13491934537887573","0.13491934537887573","0.13491934537887573","908","908","908"
"90999","0.1355559080839157","0.1355559080839157","0.1355559080839157","909","909","909"
"91099","0.13296863436698914","0.13296863436698914","0.13296863436698914","910","910","910"
"91199","0.1296178102493286","0.1296178102493286","0.1296178102493286","911","911","911"
"91299","0.13693749904632568","0.13693749904632568","0.13693749904632568","912","912","912"
"91399","0.13605064153671265","0.13605064153671265","0.13605064153671265","913","913","913"
"91499","0.13201428949832916","0.13201428949832916","0.13201428949832916","914","914","914"
"91599","0.14323680102825165","0.14323680102825165","0.14323680102825165","915","915","915"
"91699","0.1343526989221573","0.1343526989221573","0.1343526989221573","916","916","916"
"91799","0.13555634021759033","0.13555634021759033","0.13555634021759033","917","917","917"
"91899","0.13448533415794373","0.13448533415794373","0.13448533415794373","918","918","918"
"91999","0.13183699548244476","0.13183699548244476","0.13183699548244476","919","919","919"
"92099","0.13579398393630981","0.13579398393630981","0.13579398393630981","920","920","920"
"92199","0.13136278092861176","0.13136278092861176","0.13136278092861176","921","921","921"
"92299","0.1259416788816452","0.1259416788816452","0.1259416788816452","922","922","922"
"92399","0.1359124779701233","0.1359124779701233","0.1359124779701233","923","923","923"
"92499","0.13531087338924408","0.13531087338924408","0.13531087338924408","924","924","924"
"92599","0.141814723610878","0.141814723610878","0.141814723610878","925","925","925"
"92699","0.13474075496196747","0.13474075496196747","0.13474075496196747","926","926","926"
"92799","0.13697129487991333","0.13697129487991333","0.13697129487991333","927","927","927"
"92899","0.13207313418388367","0.13207313418388367","0.13207313418388367","928","928","928"
"92999","0.1257246732711792","0.1257246732711792","0.1257246732711792","929","929","929"
"93099","0.1347893327474594","0.1347893327474594","0.1347893327474594","930","930","930"
"93199","0.13523845374584198","0.13523845374584198","0.13523845374584198","931","931","931"
"93299","0.13435637950897217","0.13435637950897217","0.13435637950897217","932","932","932"
"93399","0.13207805156707764","0.13207805156707764","0.13207805156707764","933","933","933"
"93499","0.13258126378059387","0.13258126378059387","0.13258126378059387","934","934","934"
"93599","0.13566277921199799","0.13566277921199799","0.13566277921199799","935","935","935"
"93699","0.1314060240983963","0.1314060240983963","0.1314060240983963","936","936","936"
"93799","0.1322057843208313","0.1322057843208313","0.1322057843208313","937","937","937"
"93899","0.13923437893390656","0.13923437893390656","0.13923437893390656","938","938","938"
"93999","0.13524192571640015","0.13524192571640015","0.13524192571640015","939","939","939"
"94099","0.1385161131620407","0.1385161131620407","0.1385161131620407","940","940","940"
"94199","0.13953177630901337","0.13953177630901337","0.13953177630901337","941","941","941"
"94299","0.13888998329639435","0.13888998329639435","0.13888998329639435","942","942","942"
"94399","0.13910119235515594","0.13910119235515594","0.13910119235515594","943","943","943"
"94499","0.1361139416694641","0.1361139416694641","0.1361139416694641","944","944","944"
"94599","0.13069961965084076","0.13069961965084076","0.13069961965084076","945","945","945"
"94699","0.1307278722524643","0.1307278722524643","0.1307278722524643","946","946","946"
"94799","0.1311526745557785","0.1311526745557785","0.1311526745557785","947","947","947"
"94899","0.1344713419675827","0.1344713419675827","0.1344713419675827","948","948","948"
"94999","0.1330571472644806","0.1330571472644806","0.1330571472644806","949","949","949"
"95099","0.1363152712583542","0.1363152712583542","0.1363152712583542","950","950","950"
"95199","0.13059990108013153","0.13059990108013153","0.13059990108013153","951","951","951"
"95299","0.13477186858654022","0.13477186858654022","0.13477186858654022","952","952","952"
"95399","0.1328597068786621","0.1328597068786621","0.1328597068786621","953","953","953"
"95499","0.13099555671215057","0.13099555671215057","0.13099555671215057","954","954","954"
"95599","0.13055823743343353","0.13055823743343353","0.13055823743343353","955","955","955"
"95699","0.1391158252954483","0.1391158252954483","0.1391158252954483","956","956","956"
"95799","0.1331055909395218","0.1331055909395218","0.1331055909395218","957","957","957"
"95899","0.1330113559961319","0.1330113559961319","0.1330113559961319","958","958","958"
"95999","0.1362064778804779","0.1362064778804779","0.1362064778804779","959","959","959"
"96099","0.1292893886566162","0.1292893886566162","0.1292893886566162","960","960","960"
"96199","0.12829864025115967","0.12829864025115967","0.12829864025115967","961","961","961"
"96299","0.13206279277801514","0.13206279277801514","0.13206279277801514","962","962","962"
"96399","0.13545681536197662","0.13545681536197662","0.13545681536197662","963","963","963"
"96499","0.13611415028572083","0.13611415028572083","0.13611415028572083","964","964","964"
"96599","0.13305513560771942","0.13305513560771942","0.13305513560771942","965","965","965"
"96699","0.12842310965061188","0.12842310965061188","0.12842310965061188","966","966","966"
"96799","0.13903065025806427","0.13903065025806427","0.13903065025806427","967","967","967"
"96899","0.14029017090797424","0.14029017090797424","0.14029017090797424","968","968","968"
"96999","0.13618025183677673","0.13618025183677673","0.13618025183677673","969","969","969"
"97099","0.1362001597881317","0.1362001597881317","0.1362001597881317","970","970","970"
"97199","0.12644582986831665","0.12644582986831665","0.12644582986831665","971","971","971"
"97299","0.13831371068954468","0.13831371068954468","0.13831371068954468","972","972","972"
"97399","0.12917771935462952","0.12917771935462952","0.12917771935462952","973","973","973"
"97499","0.13402801752090454","0.13402801752090454","0.13402801752090454","974","974","974"
"97599","0.1365816593170166","0.1365816593170166","0.1365816593170166","975","975","975"
"97699","0.13323962688446045","0.13323962688446045","0.13323962688446045","976","976","976"
"97799","0.1320100575685501","0.1320100575685501","0.1320100575685501","977","977","977"
"97899","0.13029682636260986","0.13029682636260986","0.13029682636260986","978","978","978"
"97999","0.13500873744487762","0.13500873744487762","0.13500873744487762","979","979","979"
"98099","0.129601389169693","0.129601389169693","0.129601389169693","980","980","980"
"98199","0.1304434835910797","0.1304434835910797","0.1304434835910797","981","981","981"
"98299","0.1352795660495758","0.1352795660495758","0.1352795660495758","982","982","982"
"98399","0.13332782685756683","0.13332782685756683","0.13332782685756683","983","983","983"
"98499","0.1330478936433792","0.1330478936433792","0.1330478936433792","984","984","984"
"98599","0.1276218146085739","0.1276218146085739","0.1276218146085739","985","985","985"
"98699","0.1305260956287384","0.1305260956287384","0.1305260956287384","986","986","986"
"98799","0.12942154705524445","0.12942154705524445","0.12942154705524445","987","987","987"
"98899","0.13284333050251007","0.13284333050251007","0.13284333050251007","988","988","988"
"98999","0.12756365537643433","0.12756365537643433","0.12756365537643433","989","989","989"
"99099","0.13869436085224152","0.13869436085224152","0.13869436085224152","990","990","990"
"99199","0.1363467276096344","0.1363467276096344","0.1363467276096344","991","991","991"
"99299","0.13364970684051514","0.13364970684051514","0.13364970684051514","992","992","992"
"99399","0.13545826077461243","0.13545826077461243","0.13545826077461243","993","993","993"
"99499","0.13092127442359924","0.13092127442359924","0.13092127442359924","994","994","994"
"99599","0.13274610042572021","0.13274610042572021","0.13274610042572021","995","995","995"
"99699","0.1320054531097412","0.1320054531097412","0.1320054531097412","996","996","996"
"99799","0.13562926650047302","0.13562926650047302","0.13562926650047302","997","997","997"
"99899","0.1358095407485962","0.1358095407485962","0.1358095407485962","998","998","998"
"99999","0.13213476538658142","0.13213476538658142","0.13213476538658142","999","999","999"
"100099","0.13683809340000153","0.13683809340000153","0.13683809340000153","1000","1000","1000"
"100199","0.13405701518058777","0.13405701518058777","0.13405701518058777","1001","1001","1001"
"100299","0.13214123249053955","0.13214123249053955","0.13214123249053955","1002","1002","1002"
"100399","0.13453133404254913","0.13453133404254913","0.13453133404254913","1003","1003","1003"
"100499","0.13251811265945435","0.13251811265945435","0.13251811265945435","1004","1004","1004"
"100599","0.1368420422077179","0.1368420422077179","0.1368420422077179","1005","1005","1005"
"100699","0.13418909907341003","0.13418909907341003","0.13418909907341003","1006","1006","1006"
"100799","0.13484545052051544","0.13484545052051544","0.13484545052051544","1007","1007","1007"
"100899","0.13427568972110748","0.13427568972110748","0.13427568972110748","1008","1008","1008"
"100999","0.13676998019218445","0.13676998019218445","0.13676998019218445","1009","1009","1009"
"101099","0.13647307455539703","0.13647307455539703","0.13647307455539703","1010","1010","1010"
"101199","0.12567947804927826","0.12567947804927826","0.12567947804927826","1011","1011","1011"
"101299","0.13349168002605438","0.13349168002605438","0.13349168002605438","1012","1012","1012"
"101399","0.13406844437122345","0.13406844437122345","0.13406844437122345","1013","1013","1013"
"101499","0.13258612155914307","0.13258612155914307","0.13258612155914307","1014","1014","1014"
"101599","0.12765417993068695","0.12765417993068695","0.12765417993068695","1015","1015","1015"
"101699","0.13353602588176727","0.13353602588176727","0.13353602588176727","1016","1016","1016"
"101799","0.13623200356960297","0.13623200356960297","0.13623200356960297","1017","1017","1017"
"101899","0.1321406215429306","0.1321406215429306","0.1321406215429306","1018","1018","1018"
"101999","0.13604041934013367","0.13604041934013367","0.13604041934013367","1019","1019","1019"
"102099","0.13655443489551544","0.13655443489551544","0.13655443489551544","1020","1020","1020"
"102199","0.13661563396453857","0.13661563396453857","0.13661563396453857","1021","1021","1021"
"102299","0.14088402688503265","0.14088402688503265","0.14088402688503265","1022","1022","1022"
"102399","0.13324013352394104","0.13324013352394104","0.13324013352394104","1023","1023","1023"
"102499","0.1343056708574295","0.1343056708574295","0.1343056708574295","1024","1024","1024"
"102599","0.138097882270813","0.138097882270813","0.138097882270813","1025","1025","1025"
"102699","0.14049366116523743","0.14049366116523743","0.14049366116523743","1026","1026","1026"
"102799","0.13896667957305908","0.13896667957305908","0.13896667957305908","1027","1027","1027"
"102899","0.13149847090244293","0.13149847090244293","0.13149847090244293","1028","1028","1028"
"102999","0.1354459524154663","0.1354459524154663","0.1354459524154663","1029","1029","1029"
"103099","0.13468341529369354","0.13468341529369354","0.13468341529369354","1030","1030","1030"
"103199","0.13563476502895355","0.13563476502895355","0.13563476502895355","1031","1031","1031"
"103299","0.13187089562416077","0.13187089562416077","0.13187089562416077","1032","1032","1032"
"103399","0.1365761011838913","0.1365761011838913","0.1365761011838913","1033","1033","1033"
"103499","0.1332179754972458","0.1332179754972458","0.1332179754972458","1034","1034","1034"
"103599","0.13033844530582428","0.13033844530582428","0.13033844530582428","1035","1035","1035"
"103699","0.1375284641981125","0.1375284641981125","0.1375284641981125","1036","1036","1036"
"103799","0.134140282869339","0.134140282869339","0.134140282869339","1037","1037","1037"
"103899","0.13877148926258087","0.13877148926258087","0.13877148926258087","1038","1038","1038"
"103999","0.1320832222700119","0.1320832222700119","0.1320832222700119","1039","1039","1039"
"104099","0.12971873581409454","0.12971873581409454","0.12971873581409454","1040","1040","1040"
"104199","0.13505332171916962","0.13505332171916962","0.13505332171916962","1041","1041","1041"
"104299","0.13062609732151031","0.13062609732151031","0.13062609732151031","1042","1042","1042"
"104399","0.1340249925851822","0.1340249925851822","0.1340249925851822","1043","1043","1043"
"104499","0.13389845192432404","0.13389845192432404","0.13389845192432404","1044","1044","1044"
"104599","0.13705267012119293","0.13705267012119293","0.13705267012119293","1045","1045","1045"
"104699","0.13071192800998688","0.13071192800998688","0.13071192800998688","1046","1046","1046"
"104799","0.1292354017496109","0.1292354017496109","0.1292354017496109","1047","1047","1047"
"104899","0.13444726169109344","0.13444726169109344","0.13444726169109344","1048","1048","1048"
"104999","0.12769415974617004","0.12769415974617004","0.12769415974617004","1049","1049","1049"
"105099","0.1349150389432907","0.1349150389432907","0.1349150389432907","1050","1050","1050"
"105199","0.1388547569513321","0.1388547569513321","0.1388547569513321","1051","1051","1051"
"105299","0.13586166501045227","0.13586166501045227","0.13586166501045227","1052","1052","1052"
"105399","0.1318320333957672","0.1318320333957672","0.1318320333957672","1053","1053","1053"
"105499","0.12984949350357056","0.12984949350357056","0.12984949350357056","1054","1054","1054"
"105599","0.13343700766563416","0.13343700766563416","0.13343700766563416","1055","1055","1055"
"105699","0.1342317759990692","0.1342317759990692","0.1342317759990692","1056","1056","1056"
"105799","0.12981091439723969","0.12981091439723969","0.12981091439723969","1057","1057","1057"
"105899","0.13692058622837067","0.13692058622837067","0.13692058622837067","1058","1058","1058"
"105999","0.13357236981391907","0.13357236981391907","0.13357236981391907","1059","1059","1059"
"106099","0.13280442357063293","0.13280442357063293","0.13280442357063293","1060","1060","1060"
"106199","0.13382411003112793","0.13382411003112793","0.13382411003112793","1061","1061","1061"
"106299","0.13509264588356018","0.13509264588356018","0.13509264588356018","1062","1062","1062"
"106399","0.1297411024570465","0.1297411024570465","0.1297411024570465","1063","1063","1063"
"106499","0.13482068479061127","0.13482068479061127","0.13482068479061127","1064","1064","1064"
"106599","0.13893312215805054","0.13893312215805054","0.13893312215805054","1065","1065","1065"
"106699","0.13480781018733978","0.13480781018733978","0.13480781018733978","1066","1066","1066"
"106799","0.12940597534179688","0.12940597534179688","0.12940597534179688","1067","1067","1067"
"106899","0.13131201267242432","0.13131201267242432","0.13131201267242432","1068","1068","1068"
"106999","0.13366378843784332","0.13366378843784332","0.13366378843784332","1069","1069","1069"
"107099","0.13024628162384033","0.13024628162384033","0.13024628162384033","1070","1070","1070"
"107199","0.13345687091350555","0.13345687091350555","0.13345687091350555","1071","1071","1071"
"107299","0.1337985247373581","0.1337985247373581","0.1337985247373581","1072","1072","1072"
"107399","0.129865825176239","0.129865825176239","0.129865825176239","1073","1073","1073"
"107499","0.12951746582984924","0.12951746582984924","0.12951746582984924","1074","1074","1074"
"107599","0.1324494630098343","0.1324494630098343","0.1324494630098343","1075","1075","1075"
"107699","0.12946102023124695","0.12946102023124695","0.12946102023124695","1076","1076","1076"
"107799","0.13346175849437714","0.13346175849437714","0.13346175849437714","1077","1077","1077"
"107899","0.13047152757644653","0.13047152757644653","0.13047152757644653","1078","1078","1078"
"107999","0.13987043499946594","0.13987043499946594","0.13987043499946594","1079","1079","1079"
"108099","0.13497178256511688","0.13497178256511688","0.13497178256511688","1080","1080","1080"
"108199","0.1327773481607437","0.1327773481607437","0.1327773481607437","1081","1081","1081"
"108299","0.12968267500400543","0.12968267500400543","0.12968267500400543","1082","1082","1082"
"108399","0.13235770165920258","0.13235770165920258","0.13235770165920258","1083","1083","1083"
"108499","0.13191798329353333","0.13191798329353333","0.13191798329353333","1084","1084","1084"
"108599","0.13042281568050385","0.13042281568050385","0.13042281568050385","1085","1085","1085"
"108699","0.13459371030330658","0.13459371030330658","0.13459371030330658","1086","1086","1086"
"108799","0.13265548646450043","0.13265548646450043","0.13265548646450043","1087","1087","1087"
"108899","0.13051533699035645","0.13051533699035645","0.13051533699035645","1088","1088","1088"
"108999","0.13942745327949524","0.13942745327949524","0.13942745327949524","1089","1089","1089"
"109099","0.13262982666492462","0.13262982666492462","0.13262982666492462","1090","1090","1090"
"109199","0.13586102426052094","0.13586102426052094","0.13586102426052094","1091","1091","1091"
"109299","0.13443440198898315","0.13443440198898315","0.13443440198898315","1092","1092","1092"
"109399","0.12666107714176178","0.12666107714176178","0.12666107714176178","1093","1093","1093"
"109499","0.13330863416194916","0.13330863416194916","0.13330863416194916","1094","1094","1094"
"109599","0.136616513133049","0.136616513133049","0.136616513133049","1095","1095","1095"
"109699","0.13600413501262665","0.13600413501262665","0.13600413501262665","1096","1096","1096"
"109799","0.13128498196601868","0.13128498196601868","0.13128498196601868","1097","1097","1097"
"109899","0.13240328431129456","0.13240328431129456","0.13240328431129456","1098","1098","1098"
"109999","0.1298697590827942","0.1298697590827942","0.1298697590827942","1099","1099","1099"
"110099","0.13295787572860718","0.13295787572860718","0.13295787572860718","1100","1100","1100"
"110199","0.13828037679195404","0.13828037679195404","0.13828037679195404","1101","1101","1101"
"110299","0.12804365158081055","0.12804365158081055","0.12804365158081055","1102","1102","1102"
"110399","0.13168670237064362","0.13168670237064362","0.13168670237064362","1103","1103","1103"
"110499","0.13216152787208557","0.13216152787208557","0.13216152787208557","1104","1104","1104"
"110599","0.13176646828651428","0.13176646828651428","0.13176646828651428","1105","1105","1105"
"110699","0.13527904450893402","0.13527904450893402","0.13527904450893402","1106","1106","1106"
"110799","0.13229848444461823","0.13229848444461823","0.13229848444461823","1107","1107","1107"
"110899","0.13481834530830383","0.13481834530830383","0.13481834530830383","1108","1108","1108"
"110999","0.13224925100803375","0.13224925100803375","0.13224925100803375","1109","1109","1109"
"111099","0.13216327130794525","0.13216327130794525","0.13216327130794525","1110","1110","1110"
"111199","0.1380542516708374","0.1380542516708374","0.1380542516708374","1111","1111","1111"
"111299","0.1295030564069748","0.1295030564069748","0.1295030564069748","1112","1112","1112"
"111399","0.13718292117118835","0.13718292117118835","0.13718292117118835","1113","1113","1113"
"111499","0.1319843977689743","0.1319843977689743","0.1319843977689743","1114","1114","1114"
"111599","0.1350129395723343","0.1350129395723343","0.1350129395723343","1115","1115","1115"
"111699","0.13322722911834717","0.13322722911834717","0.13322722911834717","1116","1116","1116"
"111799","0.1256144642829895","0.1256144642829895","0.1256144642829895","1117","1117","1117"
"111899","0.13763247430324554","0.13763247430324554","0.13763247430324554","1118","1118","1118"
"111999","0.1333436220884323","0.1333436220884323","0.1333436220884323","1119","1119","1119"
"112099","0.1333640217781067","0.1333640217781067","0.1333640217781067","1120","1120","1120"
"112199","0.13674068450927734","0.13674068450927734","0.13674068450927734","1121","1121","1121"
"112299","0.13151554763317108","0.13151554763317108","0.13151554763317108","1122","1122","1122"
"112399","0.13544295728206635","0.13544295728206635","0.13544295728206635","1123","1123","1123"
"112499","0.1345539391040802","0.1345539391040802","0.1345539391040802","1124","1124","1124"
"112599","0.13404420018196106","0.13404420018196106","0.13404420018196106","1125","1125","1125"
"112699","0.12871624529361725","0.12871624529361725","0.12871624529361725","1126","1126","1126"
"112799","0.13665644824504852","0.13665644824504852","0.13665644824504852","1127","1127","1127"
"112899","0.13457879424095154","0.13457879424095154","0.13457879424095154","1128","1128","1128"
"112999","0.13903912901878357","0.13903912901878357","0.13903912901878357","1129","1129","1129"
"113099","0.13072305917739868","0.13072305917739868","0.13072305917739868","1130","1130","1130"
"113199","0.13147619366645813","0.13147619366645813","0.13147619366645813","1131","1131","1131"
"113299","0.12613430619239807","0.12613430619239807","0.12613430619239807","1132","1132","1132"
"113399","0.1350780427455902","0.1350780427455902","0.1350780427455902","1133","1133","1133"
"113499","0.13943219184875488","0.13943219184875488","0.13943219184875488","1134","1134","1134"
"113599","0.13446971774101257","0.13446971774101257","0.13446971774101257","1135","1135","1135"
"113699","0.13344034552574158","0.13344034552574158","0.13344034552574158","1136","1136","1136"
"113799","0.1324053555727005","0.1324053555727005","0.1324053555727005","1137","1137","1137"
"113899","0.12836892902851105","0.12836892902851105","0.12836892902851105","1138","1138","1138"
"113999","0.13247601687908173","0.13247601687908173","0.13247601687908173","1139","1139","1139"
"114099","0.13570381700992584","0.13570381700992584","0.13570381700992584","1140","1140","1140"
"114199","0.13485470414161682","0.13485470414161682","0.13485470414161682","1141","1141","1141"
"114299","0.13672617077827454","0.13672617077827454","0.13672617077827454","1142","1142","1142"
"114399","0.1324293613433838","0.1324293613433838","0.1324293613433838","1143","1143","1143"
"114499","0.13844645023345947","0.13844645023345947","0.13844645023345947","1144","1144","1144"
"114599","0.13393117487430573","0.13393117487430573","0.13393117487430573","1145","1145","1145"
"114699","0.13526178896427155","0.13526178896427155","0.13526178896427155","1146","1146","1146"
"114799","0.13822872936725616","0.13822872936725616","0.13822872936725616","1147","1147","1147"
"114899","0.12954172492027283","0.12954172492027283","0.12954172492027283","1148","1148","1148"
"114999","0.13295072317123413","0.13295072317123413","0.13295072317123413","1149","1149","1149"
"115099","0.13308973610401154","0.13308973610401154","0.13308973610401154","1150","1150","1150"
"115199","0.1298549920320511","0.1298549920320511","0.1298549920320511","1151","1151","1151"
"115299","0.1289648562669754","0.1289648562669754","0.1289648562669754","1152","1152","1152"
"115399","0.1295202523469925","0.1295202523469925","0.1295202523469925","1153","1153","1153"
"115499","0.13092021644115448","0.13092021644115448","0.13092021644115448","1154","1154","1154"
"115599","0.13242298364639282","0.13242298364639282","0.13242298364639282","1155","1155","1155"
"115699","0.13484574854373932","0.13484574854373932","0.13484574854373932","1156","1156","1156"
"115799","0.13297824561595917","0.13297824561595917","0.13297824561595917","1157","1157","1157"
"115899","0.12834668159484863","0.12834668159484863","0.12834668159484863","1158","1158","1158"
"115999","0.13536562025547028","0.13536562025547028","0.13536562025547028","1159","1159","1159"
"116099","0.1381564885377884","0.1381564885377884","0.1381564885377884","1160","1160","1160"
"116199","0.14241647720336914","0.14241647720336914","0.14241647720336914","1161","1161","1161"
"116299","0.133365660905838","0.133365660905838","0.133365660905838","1162","1162","1162"
"116399","0.13421250879764557","0.13421250879764557","0.13421250879764557","1163","1163","1163"
"116499","0.1362304538488388","0.1362304538488388","0.1362304538488388","1164","1164","1164"
"116599","0.13763734698295593","0.13763734698295593","0.13763734698295593","1165","1165","1165"
"116699","0.12980210781097412","0.12980210781097412","0.12980210781097412","1166","1166","1166"
"116799","0.1346823275089264","0.1346823275089264","0.1346823275089264","1167","1167","1167"
"116899","0.13081790506839752","0.13081790506839752","0.13081790506839752","1168","1168","1168"
"116999","0.13566572964191437","0.13566572964191437","0.13566572964191437","1169","1169","1169"
"117099","0.13286328315734863","0.13286328315734863","0.13286328315734863","1170","1170","1170"
"117199","0.13219571113586426","0.13219571113586426","0.13219571113586426","1171","1171","1171"
"117299","0.13161469995975494","0.13161469995975494","0.13161469995975494","1172","1172","1172"
"117399","0.12842625379562378","0.12842625379562378","0.12842625379562378","1173","1173","1173"
"117499","0.13673236966133118","0.13673236966133118","0.13673236966133118","1174","1174","1174"
"117599","0.12997400760650635","0.12997400760650635","0.12997400760650635","1175","1175","1175"
"117699","0.1412387639284134","0.1412387639284134","0.1412387639284134","1176","1176","1176"
"117799","0.13911645114421844","0.13911645114421844","0.13911645114421844","1177","1177","1177"
"117899","0.13258470594882965","0.13258470594882965","0.13258470594882965","1178","1178","1178"
"117999","0.13679423928260803","0.13679423928260803","0.13679423928260803","1179","1179","1179"
"118099","0.13886423408985138","0.13886423408985138","0.13886423408985138","1180","1180","1180"
"118199","0.127582386136055","0.127582386136055","0.127582386136055","1181","1181","1181"
"118299","0.13865308463573456","0.13865308463573456","0.13865308463573456","1182","1182","1182"
"118399","0.1355201154947281","0.1355201154947281","0.1355201154947281","1183","1183","1183"
"118499","0.13635201752185822","0.13635201752185822","0.13635201752185822","1184","1184","1184"
"118599","0.13080281019210815","0.13080281019210815","0.13080281019210815","1185","1185","1185"
"118699","0.13195474445819855","0.13195474445819855","0.13195474445819855","1186","1186","1186"
"118799","0.1294109970331192","0.1294109970331192","0.1294109970331192","1187","1187","1187"
"118899","0.13305652141571045","0.13305652141571045","0.13305652141571045","1188","1188","1188"
"118999","0.13091635704040527","0.13091635704040527","0.13091635704040527","1189","1189","1189"
"119099","0.1268596053123474","0.1268596053123474","0.1268596053123474","1190","1190","1190"
"119199","0.13034631311893463","0.13034631311893463","0.13034631311893463","1191","1191","1191"
"119299","0.13891348242759705","0.13891348242759705","0.13891348242759705","1192","1192","1192"
"119399","0.1377374827861786","0.1377374827861786","0.1377374827861786","1193","1193","1193"
"119499","0.13097824156284332","0.13097824156284332","0.13097824156284332","1194","1194","1194"
"119599","0.1358121931552887","0.1358121931552887","0.1358121931552887","1195","1195","1195"
"119699","0.13494279980659485","0.13494279980659485","0.13494279980659485","1196","1196","1196"
"119799","0.1301146298646927","0.1301146298646927","0.1301146298646927","1197","1197","1197"
"119899","0.13368378579616547","0.13368378579616547","0.13368378579616547","1198","1198","1198"
"119999","0.13780182600021362","0.13780182600021362","0.13780182600021362","1199","1199","1199"
"120099","0.13384582102298737","0.13384582102298737","0.13384582102298737","1200","1200","1200"
"120199","0.131560817360878","0.131560817360878","0.131560817360878","1201","1201","1201"
"120299","0.1303870975971222","0.1303870975971222","0.1303870975971222","1202","1202","1202"
"120399","0.1314801573753357","0.1314801573753357","0.1314801573753357","1203","1203","1203"
"120499","0.13430754840373993","0.13430754840373993","0.13430754840373993","1204","1204","1204"
"120599","0.1357201486825943","0.1357201486825943","0.1357201486825943","1205","1205","1205"
"120699","0.13523977994918823","0.13523977994918823","0.13523977994918823","1206","1206","1206"
"120799","0.12787219882011414","0.12787219882011414","0.12787219882011414","1207","1207","1207"
"120899","0.13249026238918304","0.13249026238918304","0.13249026238918304","1208","1208","1208"
"120999","0.13284491002559662","0.13284491002559662","0.13284491002559662","1209","1209","1209"
"121099","0.13224337995052338","0.13224337995052338","0.13224337995052338","1210","1210","1210"
"121199","0.13297195732593536","0.13297195732593536","0.13297195732593536","1211","1211","1211"
"121299","0.13355425000190735","0.13355425000190735","0.13355425000190735","1212","1212","1212"
"121399","0.13110356032848358","0.13110356032848358","0.13110356032848358","1213","1213","1213"
"121499","0.13890279829502106","0.13890279829502106","0.13890279829502106","1214","1214","1214"
"121599","0.13266631960868835","0.13266631960868835","0.13266631960868835","1215","1215","1215"
"121699","0.12837542593479156","0.12837542593479156","0.12837542593479156","1216","1216","1216"
"121799","0.1326163411140442","0.1326163411140442","0.1326163411140442","1217","1217","1217"
"121899","0.13538016378879547","0.13538016378879547","0.13538016378879547","1218","1218","1218"
"121999","0.12879426777362823","0.12879426777362823","0.12879426777362823","1219","1219","1219"
"122099","0.13697439432144165","0.13697439432144165","0.13697439432144165","1220","1220","1220"
"122199","0.12925660610198975","0.12925660610198975","0.12925660610198975","1221","1221","1221"
"122299","0.1316080540418625","0.1316080540418625","0.1316080540418625","1222","1222","1222"
"122399","0.1278962343931198","0.1278962343931198","0.1278962343931198","1223","1223","1223"
"122499","0.13321428000926971","0.13321428000926971","0.13321428000926971","1224","1224","1224"
"122599","0.13130342960357666","0.13130342960357666","0.13130342960357666","1225","1225","1225"
"122699","0.13590894639492035","0.13590894639492035","0.13590894639492035","1226","1226","1226"
"122799","0.13312920928001404","0.13312920928001404","0.13312920928001404","1227","1227","1227"
"122899","0.13580885529518127","0.13580885529518127","0.13580885529518127","1228","1228","1228"
"122999","0.12956759333610535","0.12956759333610535","0.12956759333610535","1229","1229","1229"
"123099","0.12975406646728516","0.12975406646728516","0.12975406646728516","1230","1230","1230"
"123199","0.13016121089458466","0.13016121089458466","0.13016121089458466","1231","1231","1231"
"123299","0.13694900274276733","0.13694900274276733","0.13694900274276733","1232","1232","1232"
"123399","0.1348579227924347","0.1348579227924347","0.1348579227924347","1233","1233","1233"
"123499","0.1360904425382614","0.1360904425382614","0.1360904425382614","1234","1234","1234"
"123599","0.13864301145076752","0.13864301145076752","0.13864301145076752","1235","1235","1235"
"123699","0.13094334304332733","0.13094334304332733","0.13094334304332733","1236","1236","1236"
"123799","0.1303659975528717","0.1303659975528717","0.1303659975528717","1237","1237","1237"
"123899","0.1226300373673439","0.1226300373673439","0.1226300373673439","1238","1238","1238"
"123999","0.1367899775505066","0.1367899775505066","0.1367899775505066","1239","1239","1239"
"124099","0.13276803493499756","0.13276803493499756","0.13276803493499756","1240","1240","1240"
"124199","0.131840318441391","0.131840318441391","0.131840318441391","1241","1241","1241"
"124299","0.1358531415462494","0.1358531415462494","0.1358531415462494","1242","1242","1242"
