"trainer/global_step","vanilla - train_loss","vanilla - train_loss__MIN","vanilla - train_loss__MAX","vanilla - _step","vanilla - _step__MIN","vanilla - _step__MAX"
"78099","0.11808410286903381","0.11808410286903381","0.11808410286903381","780","780","780"
"78199","0.11816041171550751","0.11816041171550751","0.11816041171550751","781","781","781"
"78299","0.12129802256822586","0.12129802256822586","0.12129802256822586","782","782","782"
"78399","0.11353148519992828","0.11353148519992828","0.11353148519992828","783","783","783"
"78499","0.12119610607624054","0.12119610607624054","0.12119610607624054","784","784","784"
"78599","0.11289388686418533","0.11289388686418533","0.11289388686418533","785","785","785"
"78699","0.11706408858299255","0.11706408858299255","0.11706408858299255","786","786","786"
"78799","0.11216825991868973","0.11216825991868973","0.11216825991868973","787","787","787"
"78899","0.11557517945766449","0.11557517945766449","0.11557517945766449","788","788","788"
"78999","0.11257019639015198","0.11257019639015198","0.11257019639015198","789","789","789"
"79099","0.11623156815767288","0.11623156815767288","0.11623156815767288","790","790","790"
"79199","0.11393031477928162","0.11393031477928162","0.11393031477928162","791","791","791"
"79299","0.11935514956712723","0.11935514956712723","0.11935514956712723","792","792","792"
"79399","0.11877930909395218","0.11877930909395218","0.11877930909395218","793","793","793"
"79499","0.11111509054899216","0.11111509054899216","0.11111509054899216","794","794","794"
"79599","0.1162584125995636","0.1162584125995636","0.1162584125995636","795","795","795"
"79699","0.10937709361314774","0.10937709361314774","0.10937709361314774","796","796","796"
"79799","0.11756043881177902","0.11756043881177902","0.11756043881177902","797","797","797"
"79899","0.11744942516088486","0.11744942516088486","0.11744942516088486","798","798","798"
"79999","0.11453210562467575","0.11453210562467575","0.11453210562467575","799","799","799"
"80099","0.10924112796783447","0.10924112796783447","0.10924112796783447","800","800","800"
"80199","0.11302802711725235","0.11302802711725235","0.11302802711725235","801","801","801"
"80299","0.11962853372097015","0.11962853372097015","0.11962853372097015","802","802","802"
"80399","0.11402013897895813","0.11402013897895813","0.11402013897895813","803","803","803"
"80499","0.11813231557607651","0.11813231557607651","0.11813231557607651","804","804","804"
"80599","0.11407555639743805","0.11407555639743805","0.11407555639743805","805","805","805"
"80699","0.11330714821815491","0.11330714821815491","0.11330714821815491","806","806","806"
"80799","0.11221478879451752","0.11221478879451752","0.11221478879451752","807","807","807"
"80899","0.11223006248474121","0.11223006248474121","0.11223006248474121","808","808","808"
"80999","0.11909902095794678","0.11909902095794678","0.11909902095794678","809","809","809"
"81099","0.11734021455049515","0.11734021455049515","0.11734021455049515","810","810","810"
"81199","0.11438195407390594","0.11438195407390594","0.11438195407390594","811","811","811"
"81299","0.11843377351760864","0.11843377351760864","0.11843377351760864","812","812","812"
"81399","0.11142244935035706","0.11142244935035706","0.11142244935035706","813","813","813"
"81499","0.11748820543289185","0.11748820543289185","0.11748820543289185","814","814","814"
"81599","0.10966475307941437","0.10966475307941437","0.10966475307941437","815","815","815"
"81699","0.11881764978170395","0.11881764978170395","0.11881764978170395","816","816","816"
"81799","0.10951348394155502","0.10951348394155502","0.10951348394155502","817","817","817"
"81899","0.11221051961183548","0.11221051961183548","0.11221051961183548","818","818","818"
"81999","0.1141490489244461","0.1141490489244461","0.1141490489244461","819","819","819"
"82099","0.10515366494655609","0.10515366494655609","0.10515366494655609","820","820","820"
"82199","0.11733564734458923","0.11733564734458923","0.11733564734458923","821","821","821"
"82299","0.11478738486766815","0.11478738486766815","0.11478738486766815","822","822","822"
"82399","0.12006799131631851","0.12006799131631851","0.12006799131631851","823","823","823"
"82499","0.1108166053891182","0.1108166053891182","0.1108166053891182","824","824","824"
"82599","0.11822280287742615","0.11822280287742615","0.11822280287742615","825","825","825"
"82699","0.11557640880346298","0.11557640880346298","0.11557640880346298","826","826","826"
"82799","0.1139637902379036","0.1139637902379036","0.1139637902379036","827","827","827"
"82899","0.11849291622638702","0.11849291622638702","0.11849291622638702","828","828","828"
"82999","0.12111469358205795","0.12111469358205795","0.12111469358205795","829","829","829"
"83099","0.11343252658843994","0.11343252658843994","0.11343252658843994","830","830","830"
"83199","0.11858660727739334","0.11858660727739334","0.11858660727739334","831","831","831"
"83299","0.10987608879804611","0.10987608879804611","0.10987608879804611","832","832","832"
"83399","0.11390334367752075","0.11390334367752075","0.11390334367752075","833","833","833"
"83499","0.1212591901421547","0.1212591901421547","0.1212591901421547","834","834","834"
"83599","0.11404361575841904","0.11404361575841904","0.11404361575841904","835","835","835"
"83699","0.11934524774551392","0.11934524774551392","0.11934524774551392","836","836","836"
"83799","0.11698079854249954","0.11698079854249954","0.11698079854249954","837","837","837"
"83899","0.12238655984401703","0.12238655984401703","0.12238655984401703","838","838","838"
"83999","0.11465515941381454","0.11465515941381454","0.11465515941381454","839","839","839"
"84099","0.11696925759315491","0.11696925759315491","0.11696925759315491","840","840","840"
"84199","0.11631591618061066","0.11631591618061066","0.11631591618061066","841","841","841"
"84299","0.11531045287847519","0.11531045287847519","0.11531045287847519","842","842","842"
"84399","0.11205527931451797","0.11205527931451797","0.11205527931451797","843","843","843"
"84499","0.1189996600151062","0.1189996600151062","0.1189996600151062","844","844","844"
"84599","0.11814048886299133","0.11814048886299133","0.11814048886299133","845","845","845"
"84699","0.11434891819953918","0.11434891819953918","0.11434891819953918","846","846","846"
"84799","0.118433877825737","0.118433877825737","0.118433877825737","847","847","847"
"84899","0.1176161989569664","0.1176161989569664","0.1176161989569664","848","848","848"
"84999","0.11696906387805939","0.11696906387805939","0.11696906387805939","849","849","849"
"85099","0.11668311059474945","0.11668311059474945","0.11668311059474945","850","850","850"
"85199","0.11704625934362411","0.11704625934362411","0.11704625934362411","851","851","851"
"85299","0.11394214630126953","0.11394214630126953","0.11394214630126953","852","852","852"
"85399","0.11939804255962372","0.11939804255962372","0.11939804255962372","853","853","853"
"85499","0.11695987731218338","0.11695987731218338","0.11695987731218338","854","854","854"
"85599","0.11630865931510925","0.11630865931510925","0.11630865931510925","855","855","855"
"85699","0.1073671504855156","0.1073671504855156","0.1073671504855156","856","856","856"
"85799","0.11530633270740509","0.11530633270740509","0.11530633270740509","857","857","857"
"85899","0.11583288758993149","0.11583288758993149","0.11583288758993149","858","858","858"
"85999","0.11682087928056717","0.11682087928056717","0.11682087928056717","859","859","859"
"86099","0.11219750344753265","0.11219750344753265","0.11219750344753265","860","860","860"
"86199","0.11388029903173447","0.11388029903173447","0.11388029903173447","861","861","861"
"86299","0.11402522027492523","0.11402522027492523","0.11402522027492523","862","862","862"
"86399","0.11357830464839935","0.11357830464839935","0.11357830464839935","863","863","863"
"86499","0.1188596785068512","0.1188596785068512","0.1188596785068512","864","864","864"
"86599","0.12166847288608551","0.12166847288608551","0.12166847288608551","865","865","865"
"86699","0.11491615325212479","0.11491615325212479","0.11491615325212479","866","866","866"
"86799","0.10995028167963028","0.10995028167963028","0.10995028167963028","867","867","867"
"86899","0.11704373359680176","0.11704373359680176","0.11704373359680176","868","868","868"
"86999","0.11606001853942871","0.11606001853942871","0.11606001853942871","869","869","869"
"87099","0.11627223342657089","0.11627223342657089","0.11627223342657089","870","870","870"
"87199","0.11849866062402725","0.11849866062402725","0.11849866062402725","871","871","871"
"87299","0.1178857833147049","0.1178857833147049","0.1178857833147049","872","872","872"
"87399","0.12014991790056229","0.12014991790056229","0.12014991790056229","873","873","873"
"87499","0.11875751614570618","0.11875751614570618","0.11875751614570618","874","874","874"
"87599","0.12012235820293427","0.12012235820293427","0.12012235820293427","875","875","875"
"87699","0.11821503192186356","0.11821503192186356","0.11821503192186356","876","876","876"
"87799","0.11828768998384476","0.11828768998384476","0.11828768998384476","877","877","877"
"87899","0.11494102329015732","0.11494102329015732","0.11494102329015732","878","878","878"
"87999","0.12067760527133942","0.12067760527133942","0.12067760527133942","879","879","879"
"88099","0.11613517999649048","0.11613517999649048","0.11613517999649048","880","880","880"
"88199","0.11598428338766098","0.11598428338766098","0.11598428338766098","881","881","881"
"88299","0.11098503321409225","0.11098503321409225","0.11098503321409225","882","882","882"
"88399","0.11023686081171036","0.11023686081171036","0.11023686081171036","883","883","883"
"88499","0.11720246076583862","0.11720246076583862","0.11720246076583862","884","884","884"
"88599","0.11515480279922485","0.11515480279922485","0.11515480279922485","885","885","885"
"88699","0.1228390485048294","0.1228390485048294","0.1228390485048294","886","886","886"
"88799","0.11557325720787048","0.11557325720787048","0.11557325720787048","887","887","887"
"88899","0.11260892450809479","0.11260892450809479","0.11260892450809479","888","888","888"
"88999","0.12238726019859314","0.12238726019859314","0.12238726019859314","889","889","889"
"89099","0.11754002422094345","0.11754002422094345","0.11754002422094345","890","890","890"
"89199","0.12035646289587021","0.12035646289587021","0.12035646289587021","891","891","891"
"89299","0.11763640493154526","0.11763640493154526","0.11763640493154526","892","892","892"
"89399","0.11250907927751541","0.11250907927751541","0.11250907927751541","893","893","893"
"89499","0.11230757087469101","0.11230757087469101","0.11230757087469101","894","894","894"
"89599","0.11524573713541031","0.11524573713541031","0.11524573713541031","895","895","895"
"89699","0.11760423332452774","0.11760423332452774","0.11760423332452774","896","896","896"
"89799","0.11885613948106766","0.11885613948106766","0.11885613948106766","897","897","897"
"89899","0.11903535574674606","0.11903535574674606","0.11903535574674606","898","898","898"
"89999","0.11517336964607239","0.11517336964607239","0.11517336964607239","899","899","899"
"90099","0.11505966633558273","0.11505966633558273","0.11505966633558273","900","900","900"
"90199","0.11540792137384415","0.11540792137384415","0.11540792137384415","901","901","901"
"90299","0.11579998582601547","0.11579998582601547","0.11579998582601547","902","902","902"
"90399","0.11654073745012283","0.11654073745012283","0.11654073745012283","903","903","903"
"90499","0.10877792537212372","0.10877792537212372","0.10877792537212372","904","904","904"
"90599","0.10934844613075256","0.10934844613075256","0.10934844613075256","905","905","905"
"90699","0.10804900527000427","0.10804900527000427","0.10804900527000427","906","906","906"
"90799","0.11330797523260117","0.11330797523260117","0.11330797523260117","907","907","907"
"90899","0.11808741092681885","0.11808741092681885","0.11808741092681885","908","908","908"
"90999","0.11177083849906921","0.11177083849906921","0.11177083849906921","909","909","909"
"91099","0.11295977234840393","0.11295977234840393","0.11295977234840393","910","910","910"
"91199","0.1157454326748848","0.1157454326748848","0.1157454326748848","911","911","911"
"91299","0.11770150065422058","0.11770150065422058","0.11770150065422058","912","912","912"
"91399","0.11910656839609146","0.11910656839609146","0.11910656839609146","913","913","913"
"91499","0.11411967128515244","0.11411967128515244","0.11411967128515244","914","914","914"
"91599","0.1195758804678917","0.1195758804678917","0.1195758804678917","915","915","915"
"91699","0.11924820393323898","0.11924820393323898","0.11924820393323898","916","916","916"
"91799","0.11911217123270035","0.11911217123270035","0.11911217123270035","917","917","917"
"91899","0.11949153244495392","0.11949153244495392","0.11949153244495392","918","918","918"
"91999","0.11067350208759308","0.11067350208759308","0.11067350208759308","919","919","919"
"92099","0.1179681047797203","0.1179681047797203","0.1179681047797203","920","920","920"
"92199","0.11612439900636673","0.11612439900636673","0.11612439900636673","921","921","921"
"92299","0.12130067497491837","0.12130067497491837","0.12130067497491837","922","922","922"
"92399","0.11304527521133423","0.11304527521133423","0.11304527521133423","923","923","923"
"92499","0.11482129245996475","0.11482129245996475","0.11482129245996475","924","924","924"
"92599","0.12112801522016525","0.12112801522016525","0.12112801522016525","925","925","925"
"92699","0.12275993824005127","0.12275993824005127","0.12275993824005127","926","926","926"
"92799","0.11578364670276642","0.11578364670276642","0.11578364670276642","927","927","927"
"92899","0.11705244332551956","0.11705244332551956","0.11705244332551956","928","928","928"
"92999","0.11732861399650574","0.11732861399650574","0.11732861399650574","929","929","929"
"93099","0.11418174207210541","0.11418174207210541","0.11418174207210541","930","930","930"
"93199","0.11853022128343582","0.11853022128343582","0.11853022128343582","931","931","931"
"93299","0.11814821511507034","0.11814821511507034","0.11814821511507034","932","932","932"
"93399","0.11629684269428253","0.11629684269428253","0.11629684269428253","933","933","933"
"93499","0.11383821815252304","0.11383821815252304","0.11383821815252304","934","934","934"
"93599","0.1109304428100586","0.1109304428100586","0.1109304428100586","935","935","935"
"93699","0.10988334566354752","0.10988334566354752","0.10988334566354752","936","936","936"
"93799","0.11304370313882828","0.11304370313882828","0.11304370313882828","937","937","937"
"93899","0.11817128211259842","0.11817128211259842","0.11817128211259842","938","938","938"
"93999","0.12041257321834564","0.12041257321834564","0.12041257321834564","939","939","939"
"94099","0.11320561170578003","0.11320561170578003","0.11320561170578003","940","940","940"
"94199","0.10885176062583923","0.10885176062583923","0.10885176062583923","941","941","941"
"94299","0.11671554297208786","0.11671554297208786","0.11671554297208786","942","942","942"
"94399","0.11291781812906265","0.11291781812906265","0.11291781812906265","943","943","943"
"94499","0.11759734153747559","0.11759734153747559","0.11759734153747559","944","944","944"
"94599","0.11293907463550568","0.11293907463550568","0.11293907463550568","945","945","945"
"94699","0.11630162596702576","0.11630162596702576","0.11630162596702576","946","946","946"
"94799","0.11699370294809341","0.11699370294809341","0.11699370294809341","947","947","947"
"94899","0.10996761918067932","0.10996761918067932","0.10996761918067932","948","948","948"
"94999","0.1215539500117302","0.1215539500117302","0.1215539500117302","949","949","949"
"95099","0.11625764518976212","0.11625764518976212","0.11625764518976212","950","950","950"
"95199","0.10986091941595078","0.10986091941595078","0.10986091941595078","951","951","951"
"95299","0.10845091193914413","0.10845091193914413","0.10845091193914413","952","952","952"
"95399","0.1142377108335495","0.1142377108335495","0.1142377108335495","953","953","953"
"95499","0.11122210323810577","0.11122210323810577","0.11122210323810577","954","954","954"
"95599","0.11688344180583954","0.11688344180583954","0.11688344180583954","955","955","955"
"95699","0.11827713251113892","0.11827713251113892","0.11827713251113892","956","956","956"
"95799","0.11720431596040726","0.11720431596040726","0.11720431596040726","957","957","957"
"95899","0.11510100960731506","0.11510100960731506","0.11510100960731506","958","958","958"
"95999","0.11861742287874222","0.11861742287874222","0.11861742287874222","959","959","959"
"96099","0.11418821662664413","0.11418821662664413","0.11418821662664413","960","960","960"
"96199","0.11114233732223511","0.11114233732223511","0.11114233732223511","961","961","961"
"96299","0.11173995584249496","0.11173995584249496","0.11173995584249496","962","962","962"
"96399","0.1114988625049591","0.1114988625049591","0.1114988625049591","963","963","963"
"96499","0.10950644314289093","0.10950644314289093","0.10950644314289093","964","964","964"
"96599","0.1136198565363884","0.1136198565363884","0.1136198565363884","965","965","965"
"96699","0.11300769448280334","0.11300769448280334","0.11300769448280334","966","966","966"
"96799","0.11943833529949188","0.11943833529949188","0.11943833529949188","967","967","967"
"96899","0.11490286886692047","0.11490286886692047","0.11490286886692047","968","968","968"
"96999","0.11187098920345306","0.11187098920345306","0.11187098920345306","969","969","969"
"97099","0.11263202130794525","0.11263202130794525","0.11263202130794525","970","970","970"
"97199","0.11494658887386322","0.11494658887386322","0.11494658887386322","971","971","971"
"97299","0.11886580288410187","0.11886580288410187","0.11886580288410187","972","972","972"
"97399","0.11915615946054459","0.11915615946054459","0.11915615946054459","973","973","973"
"97499","0.11592479050159454","0.11592479050159454","0.11592479050159454","974","974","974"
"97599","0.1162092387676239","0.1162092387676239","0.1162092387676239","975","975","975"
"97699","0.11539372056722641","0.11539372056722641","0.11539372056722641","976","976","976"
"97799","0.1172919049859047","0.1172919049859047","0.1172919049859047","977","977","977"
"97899","0.12087519466876984","0.12087519466876984","0.12087519466876984","978","978","978"
"97999","0.10994064807891846","0.10994064807891846","0.10994064807891846","979","979","979"
"98099","0.11412076652050018","0.11412076652050018","0.11412076652050018","980","980","980"
"98199","0.11594407260417938","0.11594407260417938","0.11594407260417938","981","981","981"
"98299","0.10886389762163162","0.10886389762163162","0.10886389762163162","982","982","982"
"98399","0.11498738825321198","0.11498738825321198","0.11498738825321198","983","983","983"
"98499","0.11539773643016815","0.11539773643016815","0.11539773643016815","984","984","984"
"98599","0.11951947212219238","0.11951947212219238","0.11951947212219238","985","985","985"
"98699","0.11906301975250244","0.11906301975250244","0.11906301975250244","986","986","986"
"98799","0.11127320677042007","0.11127320677042007","0.11127320677042007","987","987","987"
"98899","0.11228348314762115","0.11228348314762115","0.11228348314762115","988","988","988"
"98999","0.11531747877597809","0.11531747877597809","0.11531747877597809","989","989","989"
"99099","0.11505479365587234","0.11505479365587234","0.11505479365587234","990","990","990"
"99199","0.1101163774728775","0.1101163774728775","0.1101163774728775","991","991","991"
"99299","0.11679700762033463","0.11679700762033463","0.11679700762033463","992","992","992"
"99399","0.11666431277990341","0.11666431277990341","0.11666431277990341","993","993","993"
"99499","0.11031252145767212","0.11031252145767212","0.11031252145767212","994","994","994"
"99599","0.11156276613473892","0.11156276613473892","0.11156276613473892","995","995","995"
"99699","0.1173378974199295","0.1173378974199295","0.1173378974199295","996","996","996"
"99799","0.11471079289913177","0.11471079289913177","0.11471079289913177","997","997","997"
"99899","0.1184505745768547","0.1184505745768547","0.1184505745768547","998","998","998"
"99999","0.11434997618198395","0.11434997618198395","0.11434997618198395","999","999","999"
"100099","0.11498520523309708","0.11498520523309708","0.11498520523309708","1000","1000","1000"
"100199","0.11538488417863846","0.11538488417863846","0.11538488417863846","1001","1001","1001"
"100299","0.11337201297283173","0.11337201297283173","0.11337201297283173","1002","1002","1002"
"100399","0.11105514317750931","0.11105514317750931","0.11105514317750931","1003","1003","1003"
"100499","0.11071747541427612","0.11071747541427612","0.11071747541427612","1004","1004","1004"
"100599","0.11523555219173431","0.11523555219173431","0.11523555219173431","1005","1005","1005"
"100699","0.1124102920293808","0.1124102920293808","0.1124102920293808","1006","1006","1006"
"100799","0.11680468916893005","0.11680468916893005","0.11680468916893005","1007","1007","1007"
"100899","0.11637938767671585","0.11637938767671585","0.11637938767671585","1008","1008","1008"
"100999","0.11803428083658218","0.11803428083658218","0.11803428083658218","1009","1009","1009"
"101099","0.11270502209663391","0.11270502209663391","0.11270502209663391","1010","1010","1010"
"101199","0.11589375883340836","0.11589375883340836","0.11589375883340836","1011","1011","1011"
"101299","0.12366056442260742","0.12366056442260742","0.12366056442260742","1012","1012","1012"
"101399","0.11027146130800247","0.11027146130800247","0.11027146130800247","1013","1013","1013"
"101499","0.11187279969453812","0.11187279969453812","0.11187279969453812","1014","1014","1014"
"101599","0.11667652428150177","0.11667652428150177","0.11667652428150177","1015","1015","1015"
"101699","0.11283791810274124","0.11283791810274124","0.11283791810274124","1016","1016","1016"
"101799","0.1271452158689499","0.1271452158689499","0.1271452158689499","1017","1017","1017"
"101899","0.11114092916250229","0.11114092916250229","0.11114092916250229","1018","1018","1018"
"101999","0.11284766346216202","0.11284766346216202","0.11284766346216202","1019","1019","1019"
"102099","0.11407449096441269","0.11407449096441269","0.11407449096441269","1020","1020","1020"
"102199","0.11673862487077713","0.11673862487077713","0.11673862487077713","1021","1021","1021"
"102299","0.11577360332012177","0.11577360332012177","0.11577360332012177","1022","1022","1022"
"102399","0.1188017725944519","0.1188017725944519","0.1188017725944519","1023","1023","1023"
"102499","0.11225578933954239","0.11225578933954239","0.11225578933954239","1024","1024","1024"
"102599","0.11505132168531418","0.11505132168531418","0.11505132168531418","1025","1025","1025"
"102699","0.11419007927179337","0.11419007927179337","0.11419007927179337","1026","1026","1026"
"102799","0.11192914843559265","0.11192914843559265","0.11192914843559265","1027","1027","1027"
"102899","0.1116311252117157","0.1116311252117157","0.1116311252117157","1028","1028","1028"
"102999","0.10530456155538559","0.10530456155538559","0.10530456155538559","1029","1029","1029"
"103099","0.12081354111433029","0.12081354111433029","0.12081354111433029","1030","1030","1030"
"103199","0.11392536759376526","0.11392536759376526","0.11392536759376526","1031","1031","1031"
"103299","0.12073459476232529","0.12073459476232529","0.12073459476232529","1032","1032","1032"
"103399","0.12087002396583557","0.12087002396583557","0.12087002396583557","1033","1033","1033"
"103499","0.11422108858823776","0.11422108858823776","0.11422108858823776","1034","1034","1034"
"103599","0.1160518154501915","0.1160518154501915","0.1160518154501915","1035","1035","1035"
"103699","0.1091388389468193","0.1091388389468193","0.1091388389468193","1036","1036","1036"
"103799","0.11662580817937851","0.11662580817937851","0.11662580817937851","1037","1037","1037"
"103899","0.11301551759243011","0.11301551759243011","0.11301551759243011","1038","1038","1038"
"103999","0.11954326182603836","0.11954326182603836","0.11954326182603836","1039","1039","1039"
"104099","0.11720940470695496","0.11720940470695496","0.11720940470695496","1040","1040","1040"
"104199","0.11130395531654358","0.11130395531654358","0.11130395531654358","1041","1041","1041"
"104299","0.1187952533364296","0.1187952533364296","0.1187952533364296","1042","1042","1042"
"104399","0.11424170434474945","0.11424170434474945","0.11424170434474945","1043","1043","1043"
"104499","0.10724043101072311","0.10724043101072311","0.10724043101072311","1044","1044","1044"
"104599","0.11720538139343262","0.11720538139343262","0.11720538139343262","1045","1045","1045"
"104699","0.11216168105602264","0.11216168105602264","0.11216168105602264","1046","1046","1046"
"104799","0.11897176504135132","0.11897176504135132","0.11897176504135132","1047","1047","1047"
"104899","0.11133018881082535","0.11133018881082535","0.11133018881082535","1048","1048","1048"
"104999","0.1102377250790596","0.1102377250790596","0.1102377250790596","1049","1049","1049"
"105099","0.11473391205072403","0.11473391205072403","0.11473391205072403","1050","1050","1050"
"105199","0.11914830654859543","0.11914830654859543","0.11914830654859543","1051","1051","1051"
"105299","0.10917674005031586","0.10917674005031586","0.10917674005031586","1052","1052","1052"
"105399","0.11897329986095428","0.11897329986095428","0.11897329986095428","1053","1053","1053"
"105499","0.1153261736035347","0.1153261736035347","0.1153261736035347","1054","1054","1054"
"105599","0.11824379861354828","0.11824379861354828","0.11824379861354828","1055","1055","1055"
"105699","0.11025994271039963","0.11025994271039963","0.11025994271039963","1056","1056","1056"
"105799","0.10825498402118683","0.10825498402118683","0.10825498402118683","1057","1057","1057"
"105899","0.10786827653646469","0.10786827653646469","0.10786827653646469","1058","1058","1058"
"105999","0.12749770283699036","0.12749770283699036","0.12749770283699036","1059","1059","1059"
"106099","0.11001551896333694","0.11001551896333694","0.11001551896333694","1060","1060","1060"
"106199","0.11160998791456223","0.11160998791456223","0.11160998791456223","1061","1061","1061"
"106299","0.11634273082017899","0.11634273082017899","0.11634273082017899","1062","1062","1062"
"106399","0.1090308427810669","0.1090308427810669","0.1090308427810669","1063","1063","1063"
"106499","0.1204337626695633","0.1204337626695633","0.1204337626695633","1064","1064","1064"
"106599","0.11068813502788544","0.11068813502788544","0.11068813502788544","1065","1065","1065"
"106699","0.11916422098875046","0.11916422098875046","0.11916422098875046","1066","1066","1066"
"106799","0.11307598650455475","0.11307598650455475","0.11307598650455475","1067","1067","1067"
"106899","0.11066759377717972","0.11066759377717972","0.11066759377717972","1068","1068","1068"
"106999","0.1144544929265976","0.1144544929265976","0.1144544929265976","1069","1069","1069"
"107099","0.11740477383136749","0.11740477383136749","0.11740477383136749","1070","1070","1070"
"107199","0.11879909038543701","0.11879909038543701","0.11879909038543701","1071","1071","1071"
"107299","0.11980903148651123","0.11980903148651123","0.11980903148651123","1072","1072","1072"
"107399","0.11235315352678299","0.11235315352678299","0.11235315352678299","1073","1073","1073"
"107499","0.11256009340286255","0.11256009340286255","0.11256009340286255","1074","1074","1074"
"107599","0.11402057856321335","0.11402057856321335","0.11402057856321335","1075","1075","1075"
"107699","0.11272940039634705","0.11272940039634705","0.11272940039634705","1076","1076","1076"
"107799","0.11081346124410629","0.11081346124410629","0.11081346124410629","1077","1077","1077"
"107899","0.11646128445863724","0.11646128445863724","0.11646128445863724","1078","1078","1078"
"107999","0.11564084142446518","0.11564084142446518","0.11564084142446518","1079","1079","1079"
"108099","0.11235452443361282","0.11235452443361282","0.11235452443361282","1080","1080","1080"
"108199","0.11544323712587357","0.11544323712587357","0.11544323712587357","1081","1081","1081"
"108299","0.11216897517442703","0.11216897517442703","0.11216897517442703","1082","1082","1082"
"108399","0.11429404467344284","0.11429404467344284","0.11429404467344284","1083","1083","1083"
"108499","0.11022677272558212","0.11022677272558212","0.11022677272558212","1084","1084","1084"
"108599","0.11527840048074722","0.11527840048074722","0.11527840048074722","1085","1085","1085"
"108699","0.11148598045110703","0.11148598045110703","0.11148598045110703","1086","1086","1086"
"108799","0.11726857721805573","0.11726857721805573","0.11726857721805573","1087","1087","1087"
"108899","0.11512071639299393","0.11512071639299393","0.11512071639299393","1088","1088","1088"
"108999","0.11314618587493896","0.11314618587493896","0.11314618587493896","1089","1089","1089"
"109099","0.11323897540569305","0.11323897540569305","0.11323897540569305","1090","1090","1090"
"109199","0.11784365773200989","0.11784365773200989","0.11784365773200989","1091","1091","1091"
"109299","0.11619410663843155","0.11619410663843155","0.11619410663843155","1092","1092","1092"
"109399","0.11471947282552719","0.11471947282552719","0.11471947282552719","1093","1093","1093"
"109499","0.1165439784526825","0.1165439784526825","0.1165439784526825","1094","1094","1094"
"109599","0.11960189044475555","0.11960189044475555","0.11960189044475555","1095","1095","1095"
"109699","0.11206305772066116","0.11206305772066116","0.11206305772066116","1096","1096","1096"
"109799","0.10983632504940033","0.10983632504940033","0.10983632504940033","1097","1097","1097"
"109899","0.10788964480161667","0.10788964480161667","0.10788964480161667","1098","1098","1098"
"109999","0.1183246597647667","0.1183246597647667","0.1183246597647667","1099","1099","1099"
"110099","0.10708677023649216","0.10708677023649216","0.10708677023649216","1100","1100","1100"
"110199","0.1128304973244667","0.1128304973244667","0.1128304973244667","1101","1101","1101"
"110299","0.11498194932937622","0.11498194932937622","0.11498194932937622","1102","1102","1102"
"110399","0.11597059667110443","0.11597059667110443","0.11597059667110443","1103","1103","1103"
"110499","0.1137324795126915","0.1137324795126915","0.1137324795126915","1104","1104","1104"
"110599","0.11658044159412384","0.11658044159412384","0.11658044159412384","1105","1105","1105"
"110699","0.11968915164470673","0.11968915164470673","0.11968915164470673","1106","1106","1106"
"110799","0.11431832611560822","0.11431832611560822","0.11431832611560822","1107","1107","1107"
"110899","0.11146225780248642","0.11146225780248642","0.11146225780248642","1108","1108","1108"
"110999","0.114840067923069","0.114840067923069","0.114840067923069","1109","1109","1109"
"111099","0.1110033318400383","0.1110033318400383","0.1110033318400383","1110","1110","1110"
"111199","0.10777464509010315","0.10777464509010315","0.10777464509010315","1111","1111","1111"
"111299","0.11569886654615402","0.11569886654615402","0.11569886654615402","1112","1112","1112"
"111399","0.11420299857854843","0.11420299857854843","0.11420299857854843","1113","1113","1113"
"111499","0.12095476686954498","0.12095476686954498","0.12095476686954498","1114","1114","1114"
"111599","0.11501955986022949","0.11501955986022949","0.11501955986022949","1115","1115","1115"
"111699","0.11398285627365112","0.11398285627365112","0.11398285627365112","1116","1116","1116"
"111799","0.11770762503147125","0.11770762503147125","0.11770762503147125","1117","1117","1117"
"111899","0.1125933900475502","0.1125933900475502","0.1125933900475502","1118","1118","1118"
"111999","0.11101214587688446","0.11101214587688446","0.11101214587688446","1119","1119","1119"
"112099","0.12050311267375946","0.12050311267375946","0.12050311267375946","1120","1120","1120"
"112199","0.1074027568101883","0.1074027568101883","0.1074027568101883","1121","1121","1121"
"112299","0.11540186405181885","0.11540186405181885","0.11540186405181885","1122","1122","1122"
"112399","0.11190155893564224","0.11190155893564224","0.11190155893564224","1123","1123","1123"
"112499","0.1152438372373581","0.1152438372373581","0.1152438372373581","1124","1124","1124"
"112599","0.11515739560127258","0.11515739560127258","0.11515739560127258","1125","1125","1125"
"112699","0.11743789911270142","0.11743789911270142","0.11743789911270142","1126","1126","1126"
"112799","0.11017471551895142","0.11017471551895142","0.11017471551895142","1127","1127","1127"
"112899","0.11214230209589005","0.11214230209589005","0.11214230209589005","1128","1128","1128"
"112999","0.11211483925580978","0.11211483925580978","0.11211483925580978","1129","1129","1129"
"113099","0.1158456802368164","0.1158456802368164","0.1158456802368164","1130","1130","1130"
"113199","0.11381514370441437","0.11381514370441437","0.11381514370441437","1131","1131","1131"
"113299","0.11778252571821213","0.11778252571821213","0.11778252571821213","1132","1132","1132"
"113399","0.11733853071928024","0.11733853071928024","0.11733853071928024","1133","1133","1133"
"113499","0.10900821536779404","0.10900821536779404","0.10900821536779404","1134","1134","1134"
