"trainer/global_step","causal - train_loss","causal - train_loss__MIN","causal - train_loss__MAX","causal - _step","causal - _step__MIN","causal - _step__MAX"
"50099","0.12313564866781235","0.12313564866781235","0.12313564866781235","500","500","500"
"50199","0.12854132056236267","0.12854132056236267","0.12854132056236267","501","501","501"
"50299","0.12409646064043045","0.12409646064043045","0.12409646064043045","502","502","502"
"50399","0.1292530745267868","0.1292530745267868","0.1292530745267868","503","503","503"
"50499","0.1295851618051529","0.1295851618051529","0.1295851618051529","504","504","504"
"50599","0.1269289255142212","0.1269289255142212","0.1269289255142212","505","505","505"
"50699","0.13107655942440033","0.13107655942440033","0.13107655942440033","506","506","506"
"50799","0.13033592700958252","0.13033592700958252","0.13033592700958252","507","507","507"
"50899","0.13307151198387146","0.13307151198387146","0.13307151198387146","508","508","508"
"50999","0.12884308397769928","0.12884308397769928","0.12884308397769928","509","509","509"
"51099","0.12296593189239502","0.12296593189239502","0.12296593189239502","510","510","510"
"51199","0.12708576023578644","0.12708576023578644","0.12708576023578644","511","511","511"
"51299","0.13188433647155762","0.13188433647155762","0.13188433647155762","512","512","512"
"51399","0.1277296096086502","0.1277296096086502","0.1277296096086502","513","513","513"
"51499","0.12188797444105148","0.12188797444105148","0.12188797444105148","514","514","514"
"51599","0.13633085787296295","0.13633085787296295","0.13633085787296295","515","515","515"
"51699","0.12303433567285538","0.12303433567285538","0.12303433567285538","516","516","516"
"51799","0.11978725343942642","0.11978725343942642","0.11978725343942642","517","517","517"
"51899","0.1266421526670456","0.1266421526670456","0.1266421526670456","518","518","518"
"51999","0.12211214751005173","0.12211214751005173","0.12211214751005173","519","519","519"
"52099","0.12760421633720398","0.12760421633720398","0.12760421633720398","520","520","520"
"52199","0.13006964325904846","0.13006964325904846","0.13006964325904846","521","521","521"
"52299","0.12686146795749664","0.12686146795749664","0.12686146795749664","522","522","522"
"52399","0.12937138974666595","0.12937138974666595","0.12937138974666595","523","523","523"
"52499","0.12733358144760132","0.12733358144760132","0.12733358144760132","524","524","524"
"52599","0.12630042433738708","0.12630042433738708","0.12630042433738708","525","525","525"
"52699","0.12039490789175034","0.12039490789175034","0.12039490789175034","526","526","526"
"52799","0.1283930093050003","0.1283930093050003","0.1283930093050003","527","527","527"
"52899","0.12506084144115448","0.12506084144115448","0.12506084144115448","528","528","528"
"52999","0.1261330097913742","0.1261330097913742","0.1261330097913742","529","529","529"
"53099","0.12322177737951279","0.12322177737951279","0.12322177737951279","530","530","530"
"53199","0.12625674903392792","0.12625674903392792","0.12625674903392792","531","531","531"
"53299","0.12825340032577515","0.12825340032577515","0.12825340032577515","532","532","532"
"53399","0.1311427354812622","0.1311427354812622","0.1311427354812622","533","533","533"
"53499","0.12479567527770996","0.12479567527770996","0.12479567527770996","534","534","534"
"53599","0.12002632021903992","0.12002632021903992","0.12002632021903992","535","535","535"
"53699","0.12167158722877502","0.12167158722877502","0.12167158722877502","536","536","536"
"53799","0.12668825685977936","0.12668825685977936","0.12668825685977936","537","537","537"
"53899","0.12866723537445068","0.12866723537445068","0.12866723537445068","538","538","538"
"53999","0.13074849545955658","0.13074849545955658","0.13074849545955658","539","539","539"
"54099","0.12734898924827576","0.12734898924827576","0.12734898924827576","540","540","540"
"54199","0.12686696648597717","0.12686696648597717","0.12686696648597717","541","541","541"
"54299","0.12290386855602264","0.12290386855602264","0.12290386855602264","542","542","542"
"54399","0.12936997413635254","0.12936997413635254","0.12936997413635254","543","543","543"
"54499","0.1248069703578949","0.1248069703578949","0.1248069703578949","544","544","544"
"54599","0.13025255501270294","0.13025255501270294","0.13025255501270294","545","545","545"
"54699","0.12110385298728943","0.12110385298728943","0.12110385298728943","546","546","546"
"54799","0.1307830512523651","0.1307830512523651","0.1307830512523651","547","547","547"
"54899","0.1264100968837738","0.1264100968837738","0.1264100968837738","548","548","548"
"54999","0.12501166760921478","0.12501166760921478","0.12501166760921478","549","549","549"
"55099","0.12416626513004303","0.12416626513004303","0.12416626513004303","550","550","550"
"55199","0.12384761869907379","0.12384761869907379","0.12384761869907379","551","551","551"
"55299","0.12565498054027557","0.12565498054027557","0.12565498054027557","552","552","552"
"55399","0.12252447009086609","0.12252447009086609","0.12252447009086609","553","553","553"
"55499","0.12825365364551544","0.12825365364551544","0.12825365364551544","554","554","554"
"55599","0.13220950961112976","0.13220950961112976","0.13220950961112976","555","555","555"
"55699","0.12831340730190277","0.12831340730190277","0.12831340730190277","556","556","556"
"55799","0.13382236659526825","0.13382236659526825","0.13382236659526825","557","557","557"
"55899","0.1263159215450287","0.1263159215450287","0.1263159215450287","558","558","558"
"55999","0.12207340449094772","0.12207340449094772","0.12207340449094772","559","559","559"
"56099","0.12924958765506744","0.12924958765506744","0.12924958765506744","560","560","560"
"56199","0.12520919740200043","0.12520919740200043","0.12520919740200043","561","561","561"
"56299","0.1295756846666336","0.1295756846666336","0.1295756846666336","562","562","562"
"56399","0.12140588462352753","0.12140588462352753","0.12140588462352753","563","563","563"
"56499","0.12371954321861267","0.12371954321861267","0.12371954321861267","564","564","564"
"56599","0.12701040506362915","0.12701040506362915","0.12701040506362915","565","565","565"
"56699","0.12365850806236267","0.12365850806236267","0.12365850806236267","566","566","566"
"56799","0.12741927802562714","0.12741927802562714","0.12741927802562714","567","567","567"
"56899","0.12486730515956879","0.12486730515956879","0.12486730515956879","568","568","568"
"56999","0.13439080119132996","0.13439080119132996","0.13439080119132996","569","569","569"
"57099","0.12691564857959747","0.12691564857959747","0.12691564857959747","570","570","570"
"57199","0.12291955202817917","0.12291955202817917","0.12291955202817917","571","571","571"
"57299","0.12492429465055466","0.12492429465055466","0.12492429465055466","572","572","572"
"57399","0.12577325105667114","0.12577325105667114","0.12577325105667114","573","573","573"
"57499","0.12843430042266846","0.12843430042266846","0.12843430042266846","574","574","574"
"57599","0.12785211205482483","0.12785211205482483","0.12785211205482483","575","575","575"
"57699","0.12392726540565491","0.12392726540565491","0.12392726540565491","576","576","576"
"57799","0.13134722411632538","0.13134722411632538","0.13134722411632538","577","577","577"
"57899","0.12200525403022766","0.12200525403022766","0.12200525403022766","578","578","578"
"57999","0.12629997730255127","0.12629997730255127","0.12629997730255127","579","579","579"
"58099","0.11998292058706284","0.11998292058706284","0.11998292058706284","580","580","580"
"58199","0.1288307011127472","0.1288307011127472","0.1288307011127472","581","581","581"
"58299","0.1290394514799118","0.1290394514799118","0.1290394514799118","582","582","582"
"58399","0.12137407064437866","0.12137407064437866","0.12137407064437866","583","583","583"
"58499","0.12885671854019165","0.12885671854019165","0.12885671854019165","584","584","584"
"58599","0.1252928227186203","0.1252928227186203","0.1252928227186203","585","585","585"
"58699","0.13199807703495026","0.13199807703495026","0.13199807703495026","586","586","586"
"58799","0.12295469641685486","0.12295469641685486","0.12295469641685486","587","587","587"
"58899","0.1262708306312561","0.1262708306312561","0.1262708306312561","588","588","588"
"58999","0.1262519359588623","0.1262519359588623","0.1262519359588623","589","589","589"
"59099","0.12594349682331085","0.12594349682331085","0.12594349682331085","590","590","590"
"59199","0.13001781702041626","0.13001781702041626","0.13001781702041626","591","591","591"
"59299","0.11983860284090042","0.11983860284090042","0.11983860284090042","592","592","592"
"59399","0.12852346897125244","0.12852346897125244","0.12852346897125244","593","593","593"
"59499","0.12413021922111511","0.12413021922111511","0.12413021922111511","594","594","594"
"59599","0.1273273527622223","0.1273273527622223","0.1273273527622223","595","595","595"
"59699","0.12131935358047485","0.12131935358047485","0.12131935358047485","596","596","596"
"59799","0.12498370558023453","0.12498370558023453","0.12498370558023453","597","597","597"
"59899","0.1208900511264801","0.1208900511264801","0.1208900511264801","598","598","598"
"59999","0.12353920191526413","0.12353920191526413","0.12353920191526413","599","599","599"
"60099","0.12086521089076996","0.12086521089076996","0.12086521089076996","600","600","600"
"60199","0.12598028779029846","0.12598028779029846","0.12598028779029846","601","601","601"
"60299","0.12786731123924255","0.12786731123924255","0.12786731123924255","602","602","602"
"60399","0.12091776728630066","0.12091776728630066","0.12091776728630066","603","603","603"
"60499","0.1267462819814682","0.1267462819814682","0.1267462819814682","604","604","604"
"60599","0.11849305778741837","0.11849305778741837","0.11849305778741837","605","605","605"
"60699","0.1206570714712143","0.1206570714712143","0.1206570714712143","606","606","606"
"60799","0.12147415429353714","0.12147415429353714","0.12147415429353714","607","607","607"
"60899","0.1242389902472496","0.1242389902472496","0.1242389902472496","608","608","608"
"60999","0.1223076730966568","0.1223076730966568","0.1223076730966568","609","609","609"
"61099","0.1263681948184967","0.1263681948184967","0.1263681948184967","610","610","610"
"61199","0.12176959216594696","0.12176959216594696","0.12176959216594696","611","611","611"
"61299","0.12982401251792908","0.12982401251792908","0.12982401251792908","612","612","612"
"61399","0.12277726083993912","0.12277726083993912","0.12277726083993912","613","613","613"
"61499","0.12417124211788177","0.12417124211788177","0.12417124211788177","614","614","614"
"61599","0.12649700045585632","0.12649700045585632","0.12649700045585632","615","615","615"
"61699","0.12968842685222626","0.12968842685222626","0.12968842685222626","616","616","616"
"61799","0.13269370794296265","0.13269370794296265","0.13269370794296265","617","617","617"
"61899","0.1264859139919281","0.1264859139919281","0.1264859139919281","618","618","618"
"61999","0.1290159970521927","0.1290159970521927","0.1290159970521927","619","619","619"
"62099","0.12635590136051178","0.12635590136051178","0.12635590136051178","620","620","620"
"62199","0.12484446167945862","0.12484446167945862","0.12484446167945862","621","621","621"
"62299","0.12169723957777023","0.12169723957777023","0.12169723957777023","622","622","622"
"62399","0.1231774240732193","0.1231774240732193","0.1231774240732193","623","623","623"
"62499","0.1271522492170334","0.1271522492170334","0.1271522492170334","624","624","624"
"62599","0.12002776563167572","0.12002776563167572","0.12002776563167572","625","625","625"
"62699","0.126566082239151","0.126566082239151","0.126566082239151","626","626","626"
"62799","0.12172139436006546","0.12172139436006546","0.12172139436006546","627","627","627"
"62899","0.1200999990105629","0.1200999990105629","0.1200999990105629","628","628","628"
"62999","0.12341658771038055","0.12341658771038055","0.12341658771038055","629","629","629"
"63099","0.12774482369422913","0.12774482369422913","0.12774482369422913","630","630","630"
"63199","0.13342759013175964","0.13342759013175964","0.13342759013175964","631","631","631"
"63299","0.1275571882724762","0.1275571882724762","0.1275571882724762","632","632","632"
"63399","0.12492812424898148","0.12492812424898148","0.12492812424898148","633","633","633"
"63499","0.12340976297855377","0.12340976297855377","0.12340976297855377","634","634","634"
"63599","0.12093733251094818","0.12093733251094818","0.12093733251094818","635","635","635"
"63699","0.13270188868045807","0.13270188868045807","0.13270188868045807","636","636","636"
"63799","0.1299446076154709","0.1299446076154709","0.1299446076154709","637","637","637"
"63899","0.11933910101652145","0.11933910101652145","0.11933910101652145","638","638","638"
"63999","0.12361054867506027","0.12361054867506027","0.12361054867506027","639","639","639"
"64099","0.1249067410826683","0.1249067410826683","0.1249067410826683","640","640","640"
"64199","0.12212242186069489","0.12212242186069489","0.12212242186069489","641","641","641"
"64299","0.13103985786437988","0.13103985786437988","0.13103985786437988","642","642","642"
"64399","0.12554475665092468","0.12554475665092468","0.12554475665092468","643","643","643"
"64499","0.12111963331699371","0.12111963331699371","0.12111963331699371","644","644","644"
"64599","0.1276453733444214","0.1276453733444214","0.1276453733444214","645","645","645"
"64699","0.1304289549589157","0.1304289549589157","0.1304289549589157","646","646","646"
"64799","0.12011010199785233","0.12011010199785233","0.12011010199785233","647","647","647"
"64899","0.13353222608566284","0.13353222608566284","0.13353222608566284","648","648","648"
"64999","0.1214466467499733","0.1214466467499733","0.1214466467499733","649","649","649"
"65099","0.12730948626995087","0.12730948626995087","0.12730948626995087","650","650","650"
"65199","0.12599976360797882","0.12599976360797882","0.12599976360797882","651","651","651"
"65299","0.12695816159248352","0.12695816159248352","0.12695816159248352","652","652","652"
"65399","0.13209708034992218","0.13209708034992218","0.13209708034992218","653","653","653"
"65499","0.12599368393421173","0.12599368393421173","0.12599368393421173","654","654","654"
"65599","0.12945112586021423","0.12945112586021423","0.12945112586021423","655","655","655"
"65699","0.12258163094520569","0.12258163094520569","0.12258163094520569","656","656","656"
"65799","0.12294331938028336","0.12294331938028336","0.12294331938028336","657","657","657"
"65899","0.13019607961177826","0.13019607961177826","0.13019607961177826","658","658","658"
"65999","0.12532760202884674","0.12532760202884674","0.12532760202884674","659","659","659"
"66099","0.1261395514011383","0.1261395514011383","0.1261395514011383","660","660","660"
"66199","0.1253194808959961","0.1253194808959961","0.1253194808959961","661","661","661"
"66299","0.12029747664928436","0.12029747664928436","0.12029747664928436","662","662","662"
"66399","0.124223992228508","0.124223992228508","0.124223992228508","663","663","663"
"66499","0.12452902644872665","0.12452902644872665","0.12452902644872665","664","664","664"
"66599","0.1254778355360031","0.1254778355360031","0.1254778355360031","665","665","665"
"66699","0.13302598893642426","0.13302598893642426","0.13302598893642426","666","666","666"
"66799","0.12219767272472382","0.12219767272472382","0.12219767272472382","667","667","667"
"66899","0.12689201533794403","0.12689201533794403","0.12689201533794403","668","668","668"
"66999","0.12359315901994705","0.12359315901994705","0.12359315901994705","669","669","669"
"67099","0.12963023781776428","0.12963023781776428","0.12963023781776428","670","670","670"
"67199","0.12798075377941132","0.12798075377941132","0.12798075377941132","671","671","671"
"67299","0.12689058482646942","0.12689058482646942","0.12689058482646942","672","672","672"
"67399","0.12072791159152985","0.12072791159152985","0.12072791159152985","673","673","673"
"67499","0.12692706286907196","0.12692706286907196","0.12692706286907196","674","674","674"
"67599","0.1235719621181488","0.1235719621181488","0.1235719621181488","675","675","675"
"67699","0.12359291315078735","0.12359291315078735","0.12359291315078735","676","676","676"
"67799","0.13301679491996765","0.13301679491996765","0.13301679491996765","677","677","677"
"67899","0.12845292687416077","0.12845292687416077","0.12845292687416077","678","678","678"
"67999","0.12201928347349167","0.12201928347349167","0.12201928347349167","679","679","679"
"68099","0.12788577377796173","0.12788577377796173","0.12788577377796173","680","680","680"
"68199","0.12321983277797699","0.12321983277797699","0.12321983277797699","681","681","681"
"68299","0.11912387609481812","0.11912387609481812","0.11912387609481812","682","682","682"
"68399","0.1320735216140747","0.1320735216140747","0.1320735216140747","683","683","683"
"68499","0.12374571710824966","0.12374571710824966","0.12374571710824966","684","684","684"
"68599","0.12653931975364685","0.12653931975364685","0.12653931975364685","685","685","685"
"68699","0.12064588814973831","0.12064588814973831","0.12064588814973831","686","686","686"
"68799","0.12302226573228836","0.12302226573228836","0.12302226573228836","687","687","687"
"68899","0.1286633461713791","0.1286633461713791","0.1286633461713791","688","688","688"
"68999","0.1243116483092308","0.1243116483092308","0.1243116483092308","689","689","689"
"69099","0.1185082495212555","0.1185082495212555","0.1185082495212555","690","690","690"
"69199","0.12411253154277802","0.12411253154277802","0.12411253154277802","691","691","691"
"69299","0.1240980327129364","0.1240980327129364","0.1240980327129364","692","692","692"
"69399","0.12040705233812332","0.12040705233812332","0.12040705233812332","693","693","693"
"69499","0.1177544966340065","0.1177544966340065","0.1177544966340065","694","694","694"
"69599","0.12735655903816223","0.12735655903816223","0.12735655903816223","695","695","695"
"69699","0.11867494136095047","0.11867494136095047","0.11867494136095047","696","696","696"
"69799","0.13010400533676147","0.13010400533676147","0.13010400533676147","697","697","697"
"69899","0.12721197307109833","0.12721197307109833","0.12721197307109833","698","698","698"
"69999","0.12155375629663467","0.12155375629663467","0.12155375629663467","699","699","699"
"70099","0.12425912916660309","0.12425912916660309","0.12425912916660309","700","700","700"
"70199","0.1238669827580452","0.1238669827580452","0.1238669827580452","701","701","701"
"70299","0.11964951455593109","0.11964951455593109","0.11964951455593109","702","702","702"
"70399","0.1274251937866211","0.1274251937866211","0.1274251937866211","703","703","703"
"70499","0.12264776974916458","0.12264776974916458","0.12264776974916458","704","704","704"
"70599","0.11973948776721954","0.11973948776721954","0.11973948776721954","705","705","705"
"70699","0.12454904615879059","0.12454904615879059","0.12454904615879059","706","706","706"
"70799","0.12181530147790909","0.12181530147790909","0.12181530147790909","707","707","707"
"70899","0.12678027153015137","0.12678027153015137","0.12678027153015137","708","708","708"
"70999","0.1209101527929306","0.1209101527929306","0.1209101527929306","709","709","709"
"71099","0.12564563751220703","0.12564563751220703","0.12564563751220703","710","710","710"
"71199","0.12332654744386673","0.12332654744386673","0.12332654744386673","711","711","711"
"71299","0.12649817764759064","0.12649817764759064","0.12649817764759064","712","712","712"
"71399","0.12456345558166504","0.12456345558166504","0.12456345558166504","713","713","713"
"71499","0.12204580008983612","0.12204580008983612","0.12204580008983612","714","714","714"
"71599","0.12790720164775848","0.12790720164775848","0.12790720164775848","715","715","715"
"71699","0.12973804771900177","0.12973804771900177","0.12973804771900177","716","716","716"
"71799","0.12141675502061844","0.12141675502061844","0.12141675502061844","717","717","717"
"71899","0.12825922667980194","0.12825922667980194","0.12825922667980194","718","718","718"
"71999","0.11895707994699478","0.11895707994699478","0.11895707994699478","719","719","719"
"72099","0.1247636005282402","0.1247636005282402","0.1247636005282402","720","720","720"
"72199","0.13090024888515472","0.13090024888515472","0.13090024888515472","721","721","721"
"72299","0.12984193861484528","0.12984193861484528","0.12984193861484528","722","722","722"
"72399","0.13268089294433594","0.13268089294433594","0.13268089294433594","723","723","723"
"72499","0.12346794456243515","0.12346794456243515","0.12346794456243515","724","724","724"
"72599","0.12247570604085922","0.12247570604085922","0.12247570604085922","725","725","725"
"72699","0.12880948185920715","0.12880948185920715","0.12880948185920715","726","726","726"
"72799","0.1204552873969078","0.1204552873969078","0.1204552873969078","727","727","727"
"72899","0.12369491159915924","0.12369491159915924","0.12369491159915924","728","728","728"
"72999","0.1292133927345276","0.1292133927345276","0.1292133927345276","729","729","729"
"73099","0.12500302493572235","0.12500302493572235","0.12500302493572235","730","730","730"
"73199","0.1257636845111847","0.1257636845111847","0.1257636845111847","731","731","731"
"73299","0.13049635291099548","0.13049635291099548","0.13049635291099548","732","732","732"
"73399","0.12400437891483307","0.12400437891483307","0.12400437891483307","733","733","733"
"73499","0.1270572990179062","0.1270572990179062","0.1270572990179062","734","734","734"
"73599","0.12110745161771774","0.12110745161771774","0.12110745161771774","735","735","735"
"73699","0.12088991701602936","0.12088991701602936","0.12088991701602936","736","736","736"
"73799","0.11772072315216064","0.11772072315216064","0.11772072315216064","737","737","737"
"73899","0.12227761745452881","0.12227761745452881","0.12227761745452881","738","738","738"
"73999","0.12479250133037567","0.12479250133037567","0.12479250133037567","739","739","739"
"74099","0.12729018926620483","0.12729018926620483","0.12729018926620483","740","740","740"
"74199","0.12144995480775833","0.12144995480775833","0.12144995480775833","741","741","741"
"74299","0.129066601395607","0.129066601395607","0.129066601395607","742","742","742"
"74399","0.1267871856689453","0.1267871856689453","0.1267871856689453","743","743","743"
"74499","0.12271419167518616","0.12271419167518616","0.12271419167518616","744","744","744"
"74599","0.12270009517669678","0.12270009517669678","0.12270009517669678","745","745","745"
"74699","0.12230760604143143","0.12230760604143143","0.12230760604143143","746","746","746"
"74799","0.11970780044794083","0.11970780044794083","0.11970780044794083","747","747","747"
"74899","0.12154128402471542","0.12154128402471542","0.12154128402471542","748","748","748"
"74999","0.12556684017181396","0.12556684017181396","0.12556684017181396","749","749","749"
"75099","0.12104830145835876","0.12104830145835876","0.12104830145835876","750","750","750"
"75199","0.12028906494379044","0.12028906494379044","0.12028906494379044","751","751","751"
"75299","0.12393844872713089","0.12393844872713089","0.12393844872713089","752","752","752"
"75399","0.12311211973428726","0.12311211973428726","0.12311211973428726","753","753","753"
"75499","0.12742316722869873","0.12742316722869873","0.12742316722869873","754","754","754"
"75599","0.11861933767795563","0.11861933767795563","0.11861933767795563","755","755","755"
"75699","0.12553003430366516","0.12553003430366516","0.12553003430366516","756","756","756"
"75799","0.11249203979969025","0.11249203979969025","0.11249203979969025","757","757","757"
"75899","0.1236238107085228","0.1236238107085228","0.1236238107085228","758","758","758"
"75999","0.12391649931669235","0.12391649931669235","0.12391649931669235","759","759","759"
"76099","0.12485438585281372","0.12485438585281372","0.12485438585281372","760","760","760"
"76199","0.12173967808485031","0.12173967808485031","0.12173967808485031","761","761","761"
"76299","0.12995104491710663","0.12995104491710663","0.12995104491710663","762","762","762"
"76399","0.12515513598918915","0.12515513598918915","0.12515513598918915","763","763","763"
"76499","0.11872892826795578","0.11872892826795578","0.11872892826795578","764","764","764"
"76599","0.11937510222196579","0.11937510222196579","0.11937510222196579","765","765","765"
"76699","0.12780538201332092","0.12780538201332092","0.12780538201332092","766","766","766"
"76799","0.12590448558330536","0.12590448558330536","0.12590448558330536","767","767","767"
"76899","0.12106122076511383","0.12106122076511383","0.12106122076511383","768","768","768"
"76999","0.12481463700532913","0.12481463700532913","0.12481463700532913","769","769","769"
"77099","0.12478212267160416","0.12478212267160416","0.12478212267160416","770","770","770"
"77199","0.125467911362648","0.125467911362648","0.125467911362648","771","771","771"
"77299","0.12054936587810516","0.12054936587810516","0.12054936587810516","772","772","772"
"77399","0.12125732749700546","0.12125732749700546","0.12125732749700546","773","773","773"
"77499","0.12735328078269958","0.12735328078269958","0.12735328078269958","774","774","774"
"77599","0.12924744188785553","0.12924744188785553","0.12924744188785553","775","775","775"
"77699","0.12247807532548904","0.12247807532548904","0.12247807532548904","776","776","776"
"77799","0.1257091760635376","0.1257091760635376","0.1257091760635376","777","777","777"
"77899","0.12893791496753693","0.12893791496753693","0.12893791496753693","778","778","778"
"77999","0.12343642860651016","0.12343642860651016","0.12343642860651016","779","779","779"
"78099","0.12619663774967194","0.12619663774967194","0.12619663774967194","780","780","780"
"78199","0.12596149742603302","0.12596149742603302","0.12596149742603302","781","781","781"
"78299","0.12859134376049042","0.12859134376049042","0.12859134376049042","782","782","782"
"78399","0.12108472734689713","0.12108472734689713","0.12108472734689713","783","783","783"
"78499","0.128944993019104","0.128944993019104","0.128944993019104","784","784","784"
"78599","0.12014732509851456","0.12014732509851456","0.12014732509851456","785","785","785"
"78699","0.12435255199670792","0.12435255199670792","0.12435255199670792","786","786","786"
"78799","0.11930026859045029","0.11930026859045029","0.11930026859045029","787","787","787"
"78899","0.12337461113929749","0.12337461113929749","0.12337461113929749","788","788","788"
"78999","0.12015197426080704","0.12015197426080704","0.12015197426080704","789","789","789"
"79099","0.12377630174160004","0.12377630174160004","0.12377630174160004","790","790","790"
"79199","0.12129361927509308","0.12129361927509308","0.12129361927509308","791","791","791"
"79299","0.1273840367794037","0.1273840367794037","0.1273840367794037","792","792","792"
"79399","0.12671586871147156","0.12671586871147156","0.12671586871147156","793","793","793"
"79499","0.11910491436719894","0.11910491436719894","0.11910491436719894","794","794","794"
"79599","0.12424810975790024","0.12424810975790024","0.12424810975790024","795","795","795"
"79699","0.11710190773010254","0.11710190773010254","0.11710190773010254","796","796","796"
"79799","0.12562449276447296","0.12562449276447296","0.12562449276447296","797","797","797"
"79899","0.12539663910865784","0.12539663910865784","0.12539663910865784","798","798","798"
"79999","0.12218770384788513","0.12218770384788513","0.12218770384788513","799","799","799"
"80099","0.1168891042470932","0.1168891042470932","0.1168891042470932","800","800","800"
"80199","0.12063847482204437","0.12063847482204437","0.12063847482204437","801","801","801"
"80299","0.12740063667297363","0.12740063667297363","0.12740063667297363","802","802","802"
"80399","0.12165220081806183","0.12165220081806183","0.12165220081806183","803","803","803"
"80499","0.12599655985832214","0.12599655985832214","0.12599655985832214","804","804","804"
"80599","0.12211551517248154","0.12211551517248154","0.12211551517248154","805","805","805"
"80699","0.12091228365898132","0.12091228365898132","0.12091228365898132","806","806","806"
"80799","0.1201748475432396","0.1201748475432396","0.1201748475432396","807","807","807"
"80899","0.1198955550789833","0.1198955550789833","0.1198955550789833","808","808","808"
"80999","0.1266736388206482","0.1266736388206482","0.1266736388206482","809","809","809"
"81099","0.12508104741573334","0.12508104741573334","0.12508104741573334","810","810","810"
"81199","0.12260833382606506","0.12260833382606506","0.12260833382606506","811","811","811"
"81299","0.1259702444076538","0.1259702444076538","0.1259702444076538","812","812","812"
"81399","0.11905787885189056","0.11905787885189056","0.11905787885189056","813","813","813"
"81499","0.12503647804260254","0.12503647804260254","0.12503647804260254","814","814","814"
"81599","0.1171194538474083","0.1171194538474083","0.1171194538474083","815","815","815"
"81699","0.12680141627788544","0.12680141627788544","0.12680141627788544","816","816","816"
"81799","0.11722029000520706","0.11722029000520706","0.11722029000520706","817","817","817"
"81899","0.1199016347527504","0.1199016347527504","0.1199016347527504","818","818","818"
"81999","0.12189462035894394","0.12189462035894394","0.12189462035894394","819","819","819"
"82099","0.11229807883501053","0.11229807883501053","0.11229807883501053","820","820","820"
"82199","0.1249956265091896","0.1249956265091896","0.1249956265091896","821","821","821"
"82299","0.12200599908828735","0.12200599908828735","0.12200599908828735","822","822","822"
"82399","0.12714314460754395","0.12714314460754395","0.12714314460754395","823","823","823"
"82499","0.11839690804481506","0.11839690804481506","0.11839690804481506","824","824","824"
"82599","0.1257387399673462","0.1257387399673462","0.1257387399673462","825","825","825"
"82699","0.1227157786488533","0.1227157786488533","0.1227157786488533","826","826","826"
"82799","0.12150244414806366","0.12150244414806366","0.12150244414806366","827","827","827"
"82899","0.12621113657951355","0.12621113657951355","0.12621113657951355","828","828","828"
"82999","0.12848655879497528","0.12848655879497528","0.12848655879497528","829","829","829"
"83099","0.1202029287815094","0.1202029287815094","0.1202029287815094","830","830","830"
"83199","0.12601971626281738","0.12601971626281738","0.12601971626281738","831","831","831"
"83299","0.11792473495006561","0.11792473495006561","0.11792473495006561","832","832","832"
"83399","0.12133920192718506","0.12133920192718506","0.12133920192718506","833","833","833"
"83499","0.1287863552570343","0.1287863552570343","0.1287863552570343","834","834","834"
"83599","0.12137562781572342","0.12137562781572342","0.12137562781572342","835","835","835"
"83699","0.12753011286258698","0.12753011286258698","0.12753011286258698","836","836","836"
"83799","0.1253308206796646","0.1253308206796646","0.1253308206796646","837","837","837"
"83899","0.13033653795719147","0.13033653795719147","0.13033653795719147","838","838","838"
"83999","0.12230520695447922","0.12230520695447922","0.12230520695447922","839","839","839"
"84099","0.12448464334011078","0.12448464334011078","0.12448464334011078","840","840","840"
"84199","0.12417996674776077","0.12417996674776077","0.12417996674776077","841","841","841"
"84299","0.12321052700281143","0.12321052700281143","0.12321052700281143","842","842","842"
"84399","0.11925148218870163","0.11925148218870163","0.11925148218870163","843","843","843"
"84499","0.1268695890903473","0.1268695890903473","0.1268695890903473","844","844","844"
"84599","0.1257084161043167","0.1257084161043167","0.1257084161043167","845","845","845"
"84699","0.1222056970000267","0.1222056970000267","0.1222056970000267","846","846","846"
"84799","0.12552636861801147","0.12552636861801147","0.12552636861801147","847","847","847"
"84899","0.12548133730888367","0.12548133730888367","0.12548133730888367","848","848","848"
"84999","0.12474220246076584","0.12474220246076584","0.12474220246076584","849","849","849"
"85099","0.12391212582588196","0.12391212582588196","0.12391212582588196","850","850","850"
"85199","0.12465618550777435","0.12465618550777435","0.12465618550777435","851","851","851"
"85299","0.12115605920553207","0.12115605920553207","0.12115605920553207","852","852","852"
"85399","0.12706367671489716","0.12706367671489716","0.12706367671489716","853","853","853"
"85499","0.12504689395427704","0.12504689395427704","0.12504689395427704","854","854","854"
"85599","0.12360308319330215","0.12360308319330215","0.12360308319330215","855","855","855"
"85699","0.11441478133201599","0.11441478133201599","0.11441478133201599","856","856","856"
"85799","0.1228012815117836","0.1228012815117836","0.1228012815117836","857","857","857"
"85899","0.1236591562628746","0.1236591562628746","0.1236591562628746","858","858","858"
"85999","0.12430361658334732","0.12430361658334732","0.12430361658334732","859","859","859"
"86099","0.11953461915254593","0.11953461915254593","0.11953461915254593","860","860","860"
"86199","0.12107513844966888","0.12107513844966888","0.12107513844966888","861","861","861"
"86299","0.12127535045146942","0.12127535045146942","0.12127535045146942","862","862","862"
"86399","0.12123841047286987","0.12123841047286987","0.12123841047286987","863","863","863"
"86499","0.12607498466968536","0.12607498466968536","0.12607498466968536","864","864","864"
"86599","0.12957119941711426","0.12957119941711426","0.12957119941711426","865","865","865"
"86699","0.12264151871204376","0.12264151871204376","0.12264151871204376","866","866","866"
