"trainer/global_step","prefix8_pt1 - train_loss","prefix8_pt1 - train_loss__MIN","prefix8_pt1 - train_loss__MAX","prefix8_pt1 - _step","prefix8_pt1 - _step__MIN","prefix8_pt1 - _step__MAX"
"2499","0.1565331071615219","0.1565331071615219","0.1565331071615219","24","24","24"
"2599","0.1628914773464203","0.1628914773464203","0.1628914773464203","25","25","25"
"2699","0.160787895321846","0.160787895321846","0.160787895321846","26","26","26"
"2799","0.16301573812961578","0.16301573812961578","0.16301573812961578","27","27","27"
"2899","0.15947631001472473","0.15947631001472473","0.15947631001472473","28","28","28"
"2999","0.15761306881904602","0.15761306881904602","0.15761306881904602","29","29","29"
"3099","0.148678719997406","0.148678719997406","0.148678719997406","30","30","30"
"3199","0.16177335381507874","0.16177335381507874","0.16177335381507874","31","31","31"
"3299","0.1585998684167862","0.1585998684167862","0.1585998684167862","32","32","32"
"3399","0.15874408185482025","0.15874408185482025","0.15874408185482025","33","33","33"
"3499","0.1549234837293625","0.1549234837293625","0.1549234837293625","34","34","34"
"3599","0.16184240579605103","0.16184240579605103","0.16184240579605103","35","35","35"
"3699","0.1559397429227829","0.1559397429227829","0.1559397429227829","36","36","36"
"3799","0.1505303531885147","0.1505303531885147","0.1505303531885147","37","37","37"
"3899","0.1566501259803772","0.1566501259803772","0.1566501259803772","38","38","38"
"3999","0.15190652012825012","0.15190652012825012","0.15190652012825012","39","39","39"
"4099","0.15681061148643494","0.15681061148643494","0.15681061148643494","40","40","40"
"4199","0.14749984443187714","0.14749984443187714","0.14749984443187714","41","41","41"
"4299","0.15420567989349365","0.15420567989349365","0.15420567989349365","42","42","42"
"4399","0.15083061158657074","0.15083061158657074","0.15083061158657074","43","43","43"
"4499","0.15002624690532684","0.15002624690532684","0.15002624690532684","44","44","44"
"4599","0.14740736782550812","0.14740736782550812","0.14740736782550812","45","45","45"
"4699","0.1506185531616211","0.1506185531616211","0.1506185531616211","46","46","46"
"4799","0.1607997715473175","0.1607997715473175","0.1607997715473175","47","47","47"
"4899","0.1465769112110138","0.1465769112110138","0.1465769112110138","48","48","48"
"4999","0.14792604744434357","0.14792604744434357","0.14792604744434357","49","49","49"
"5099","0.15354695916175842","0.15354695916175842","0.15354695916175842","50","50","50"
"5199","0.15210282802581787","0.15210282802581787","0.15210282802581787","51","51","51"
"5299","0.1555212438106537","0.1555212438106537","0.1555212438106537","52","52","52"
"5399","0.14752084016799927","0.14752084016799927","0.14752084016799927","53","53","53"
"5499","0.1506054848432541","0.1506054848432541","0.1506054848432541","54","54","54"
"5599","0.14536243677139282","0.14536243677139282","0.14536243677139282","55","55","55"
"5699","0.14861541986465454","0.14861541986465454","0.14861541986465454","56","56","56"
"5799","0.1501295268535614","0.1501295268535614","0.1501295268535614","57","57","57"
"5899","0.14714713394641876","0.14714713394641876","0.14714713394641876","58","58","58"
"5999","0.14401672780513763","0.14401672780513763","0.14401672780513763","59","59","59"
"6099","0.1505870819091797","0.1505870819091797","0.1505870819091797","60","60","60"
"6199","0.15171289443969727","0.15171289443969727","0.15171289443969727","61","61","61"
"6299","0.14471478760242462","0.14471478760242462","0.14471478760242462","62","62","62"
"6399","0.146804541349411","0.146804541349411","0.146804541349411","63","63","63"
"6499","0.14342661201953888","0.14342661201953888","0.14342661201953888","64","64","64"
"6599","0.1416686624288559","0.1416686624288559","0.1416686624288559","65","65","65"
"6699","0.1434934139251709","0.1434934139251709","0.1434934139251709","66","66","66"
"6799","0.1508902758359909","0.1508902758359909","0.1508902758359909","67","67","67"
"6899","0.14611712098121643","0.14611712098121643","0.14611712098121643","68","68","68"
"6999","0.14756733179092407","0.14756733179092407","0.14756733179092407","69","69","69"
"7099","0.14179451763629913","0.14179451763629913","0.14179451763629913","70","70","70"
"7199","0.14177750051021576","0.14177750051021576","0.14177750051021576","71","71","71"
"7299","0.13574762642383575","0.13574762642383575","0.13574762642383575","72","72","72"
"7399","0.15047962963581085","0.15047962963581085","0.15047962963581085","73","73","73"
"7499","0.1426059603691101","0.1426059603691101","0.1426059603691101","74","74","74"
"7599","0.14410796761512756","0.14410796761512756","0.14410796761512756","75","75","75"
"7699","0.14270441234111786","0.14270441234111786","0.14270441234111786","76","76","76"
"7799","0.13792254030704498","0.13792254030704498","0.13792254030704498","77","77","77"
"7899","0.1483214944601059","0.1483214944601059","0.1483214944601059","78","78","78"
"7999","0.13953173160552979","0.13953173160552979","0.13953173160552979","79","79","79"
"8099","0.13901329040527344","0.13901329040527344","0.13901329040527344","80","80","80"
"8199","0.1448514759540558","0.1448514759540558","0.1448514759540558","81","81","81"
"8299","0.14416924118995667","0.14416924118995667","0.14416924118995667","82","82","82"
"8399","0.14434371888637543","0.14434371888637543","0.14434371888637543","83","83","83"
"8499","0.14238713681697845","0.14238713681697845","0.14238713681697845","84","84","84"
"8599","0.1401258409023285","0.1401258409023285","0.1401258409023285","85","85","85"
"8699","0.1402176320552826","0.1402176320552826","0.1402176320552826","86","86","86"
"8799","0.1418990045785904","0.1418990045785904","0.1418990045785904","87","87","87"
"8899","0.14356820285320282","0.14356820285320282","0.14356820285320282","88","88","88"
"8999","0.14493192732334137","0.14493192732334137","0.14493192732334137","89","89","89"
"9099","0.1411270946264267","0.1411270946264267","0.1411270946264267","90","90","90"
"9199","0.1379859298467636","0.1379859298467636","0.1379859298467636","91","91","91"
"9299","0.13624978065490723","0.13624978065490723","0.13624978065490723","92","92","92"
"9399","0.1401928812265396","0.1401928812265396","0.1401928812265396","93","93","93"
"9499","0.14091438055038452","0.14091438055038452","0.14091438055038452","94","94","94"
"9599","0.1396210938692093","0.1396210938692093","0.1396210938692093","95","95","95"
"9699","0.14309905469417572","0.14309905469417572","0.14309905469417572","96","96","96"
"9799","0.13671164214611053","0.13671164214611053","0.13671164214611053","97","97","97"
"9899","0.13416031002998352","0.13416031002998352","0.13416031002998352","98","98","98"
"9999","0.13576732575893402","0.13576732575893402","0.13576732575893402","99","99","99"
"10099","0.13659964501857758","0.13659964501857758","0.13659964501857758","100","100","100"
"10199","0.13995815813541412","0.13995815813541412","0.13995815813541412","101","101","101"
"10299","0.13237155973911285","0.13237155973911285","0.13237155973911285","102","102","102"
"10399","0.13605068624019623","0.13605068624019623","0.13605068624019623","103","103","103"
"10499","0.13655437529087067","0.13655437529087067","0.13655437529087067","104","104","104"
"10599","0.1400107443332672","0.1400107443332672","0.1400107443332672","105","105","105"
"10699","0.14186735451221466","0.14186735451221466","0.14186735451221466","106","106","106"
"10799","0.13244979083538055","0.13244979083538055","0.13244979083538055","107","107","107"
"10899","0.1394435167312622","0.1394435167312622","0.1394435167312622","108","108","108"
"10999","0.12887628376483917","0.12887628376483917","0.12887628376483917","109","109","109"
"11099","0.13565273582935333","0.13565273582935333","0.13565273582935333","110","110","110"
"11199","0.1393042951822281","0.1393042951822281","0.1393042951822281","111","111","111"
"11299","0.13909584283828735","0.13909584283828735","0.13909584283828735","112","112","112"
"11399","0.13248418271541595","0.13248418271541595","0.13248418271541595","113","113","113"
"11499","0.13207782804965973","0.13207782804965973","0.13207782804965973","114","114","114"
"11599","0.1365109533071518","0.1365109533071518","0.1365109533071518","115","115","115"
"11699","0.14340685307979584","0.14340685307979584","0.14340685307979584","116","116","116"
"11799","0.1405804604291916","0.1405804604291916","0.1405804604291916","117","117","117"
"11899","0.1350383460521698","0.1350383460521698","0.1350383460521698","118","118","118"
"11999","0.13229340314865112","0.13229340314865112","0.13229340314865112","119","119","119"
"12099","0.1338697075843811","0.1338697075843811","0.1338697075843811","120","120","120"
"12199","0.13933157920837402","0.13933157920837402","0.13933157920837402","121","121","121"
"12299","0.1306285262107849","0.1306285262107849","0.1306285262107849","122","122","122"
"12399","0.13019776344299316","0.13019776344299316","0.13019776344299316","123","123","123"
"12499","0.13771316409111023","0.13771316409111023","0.13771316409111023","124","124","124"
"12599","0.138422429561615","0.138422429561615","0.138422429561615","125","125","125"
"12699","0.14096197485923767","0.14096197485923767","0.14096197485923767","126","126","126"
"12799","0.13532134890556335","0.13532134890556335","0.13532134890556335","127","127","127"
"12899","0.13385118544101715","0.13385118544101715","0.13385118544101715","128","128","128"
"12999","0.13972385227680206","0.13972385227680206","0.13972385227680206","129","129","129"
"13099","0.1318417489528656","0.1318417489528656","0.1318417489528656","130","130","130"
"13199","0.1323418766260147","0.1323418766260147","0.1323418766260147","131","131","131"
"13299","0.13248233497142792","0.13248233497142792","0.13248233497142792","132","132","132"
"13399","0.13205459713935852","0.13205459713935852","0.13205459713935852","133","133","133"
"13499","0.13273128867149353","0.13273128867149353","0.13273128867149353","134","134","134"
"13599","0.13419681787490845","0.13419681787490845","0.13419681787490845","135","135","135"
"13699","0.13127586245536804","0.13127586245536804","0.13127586245536804","136","136","136"
"13799","0.13341417908668518","0.13341417908668518","0.13341417908668518","137","137","137"
"13899","0.1263606697320938","0.1263606697320938","0.1263606697320938","138","138","138"
"13999","0.13272571563720703","0.13272571563720703","0.13272571563720703","139","139","139"
"14099","0.1309821456670761","0.1309821456670761","0.1309821456670761","140","140","140"
"14199","0.136360764503479","0.136360764503479","0.136360764503479","141","141","141"
"14299","0.13101792335510254","0.13101792335510254","0.13101792335510254","142","142","142"
"14399","0.13172882795333862","0.13172882795333862","0.13172882795333862","143","143","143"
"14499","0.1309911459684372","0.1309911459684372","0.1309911459684372","144","144","144"
"14599","0.13152354955673218","0.13152354955673218","0.13152354955673218","145","145","145"
"14699","0.13207903504371643","0.13207903504371643","0.13207903504371643","146","146","146"
"14799","0.13453249633312225","0.13453249633312225","0.13453249633312225","147","147","147"
"14899","0.13413676619529724","0.13413676619529724","0.13413676619529724","148","148","148"
"14999","0.13038897514343262","0.13038897514343262","0.13038897514343262","149","149","149"
"15099","0.1270378679037094","0.1270378679037094","0.1270378679037094","150","150","150"
"15199","0.13563956320285797","0.13563956320285797","0.13563956320285797","151","151","151"
"15299","0.12661108374595642","0.12661108374595642","0.12661108374595642","152","152","152"
"15399","0.12915000319480896","0.12915000319480896","0.12915000319480896","153","153","153"
"15499","0.13080467283725739","0.13080467283725739","0.13080467283725739","154","154","154"
"15599","0.1307123899459839","0.1307123899459839","0.1307123899459839","155","155","155"
"15699","0.1398375928401947","0.1398375928401947","0.1398375928401947","156","156","156"
"15799","0.1348540037870407","0.1348540037870407","0.1348540037870407","157","157","157"
"15899","0.13321234285831451","0.13321234285831451","0.13321234285831451","158","158","158"
"15999","0.1280457228422165","0.1280457228422165","0.1280457228422165","159","159","159"
"16099","0.12953127920627594","0.12953127920627594","0.12953127920627594","160","160","160"
"16199","0.13228528201580048","0.13228528201580048","0.13228528201580048","161","161","161"
"16299","0.12856155633926392","0.12856155633926392","0.12856155633926392","162","162","162"
"16399","0.12998002767562866","0.12998002767562866","0.12998002767562866","163","163","163"
"16499","0.12875999510288239","0.12875999510288239","0.12875999510288239","164","164","164"
"16599","0.13579899072647095","0.13579899072647095","0.13579899072647095","165","165","165"
"16699","0.13000142574310303","0.13000142574310303","0.13000142574310303","166","166","166"
"16799","0.12284153699874878","0.12284153699874878","0.12284153699874878","167","167","167"
"16899","0.1310638040304184","0.1310638040304184","0.1310638040304184","168","168","168"
"16999","0.12909731268882751","0.12909731268882751","0.12909731268882751","169","169","169"
"17099","0.13014580309391022","0.13014580309391022","0.13014580309391022","170","170","170"
"17199","0.13020187616348267","0.13020187616348267","0.13020187616348267","171","171","171"
"17299","0.13351264595985413","0.13351264595985413","0.13351264595985413","172","172","172"
"17399","0.12824705243110657","0.12824705243110657","0.12824705243110657","173","173","173"
"17499","0.12380732595920563","0.12380732595920563","0.12380732595920563","174","174","174"
"17599","0.12872229516506195","0.12872229516506195","0.12872229516506195","175","175","175"
"17699","0.1309959590435028","0.1309959590435028","0.1309959590435028","176","176","176"
"17799","0.13144104182720184","0.13144104182720184","0.13144104182720184","177","177","177"
"17899","0.12880319356918335","0.12880319356918335","0.12880319356918335","178","178","178"
"17999","0.127769336104393","0.127769336104393","0.127769336104393","179","179","179"
"18099","0.12725184857845306","0.12725184857845306","0.12725184857845306","180","180","180"
"18199","0.12817586958408356","0.12817586958408356","0.12817586958408356","181","181","181"
"18299","0.13259068131446838","0.13259068131446838","0.13259068131446838","182","182","182"
"18399","0.12567827105522156","0.12567827105522156","0.12567827105522156","183","183","183"
"18499","0.1271914690732956","0.1271914690732956","0.1271914690732956","184","184","184"
"18599","0.13089925050735474","0.13089925050735474","0.13089925050735474","185","185","185"
"18699","0.13203348219394684","0.13203348219394684","0.13203348219394684","186","186","186"
"18799","0.125411719083786","0.125411719083786","0.125411719083786","187","187","187"
"18899","0.13216465711593628","0.13216465711593628","0.13216465711593628","188","188","188"
"18999","0.12756571173667908","0.12756571173667908","0.12756571173667908","189","189","189"
"19099","0.1243896633386612","0.1243896633386612","0.1243896633386612","190","190","190"
"19199","0.13036824762821198","0.13036824762821198","0.13036824762821198","191","191","191"
"19299","0.1256292760372162","0.1256292760372162","0.1256292760372162","192","192","192"
"19399","0.12758393585681915","0.12758393585681915","0.12758393585681915","193","193","193"
"19499","0.1261337548494339","0.1261337548494339","0.1261337548494339","194","194","194"
"19599","0.13284020125865936","0.13284020125865936","0.13284020125865936","195","195","195"
"19699","0.12721166014671326","0.12721166014671326","0.12721166014671326","196","196","196"
"19799","0.12937809526920319","0.12937809526920319","0.12937809526920319","197","197","197"
"19899","0.13218596577644348","0.13218596577644348","0.13218596577644348","198","198","198"
"19999","0.126783549785614","0.126783549785614","0.126783549785614","199","199","199"
"20099","0.12737394869327545","0.12737394869327545","0.12737394869327545","200","200","200"
"20199","0.1303100287914276","0.1303100287914276","0.1303100287914276","201","201","201"
"20299","0.12719611823558807","0.12719611823558807","0.12719611823558807","202","202","202"
"20399","0.12261278927326202","0.12261278927326202","0.12261278927326202","203","203","203"
"20499","0.1295824497938156","0.1295824497938156","0.1295824497938156","204","204","204"
"20599","0.13297539949417114","0.13297539949417114","0.13297539949417114","205","205","205"
"20699","0.13330939412117004","0.13330939412117004","0.13330939412117004","206","206","206"
"20799","0.12919881939888","0.12919881939888","0.12919881939888","207","207","207"
"20899","0.12533199787139893","0.12533199787139893","0.12533199787139893","208","208","208"
"20999","0.1285291612148285","0.1285291612148285","0.1285291612148285","209","209","209"
"21099","0.1313576102256775","0.1313576102256775","0.1313576102256775","210","210","210"
"21199","0.12410677224397659","0.12410677224397659","0.12410677224397659","211","211","211"
"21299","0.13180041313171387","0.13180041313171387","0.13180041313171387","212","212","212"
"21399","0.12926898896694183","0.12926898896694183","0.12926898896694183","213","213","213"
"21499","0.12624555826187134","0.12624555826187134","0.12624555826187134","214","214","214"
"21599","0.12629741430282593","0.12629741430282593","0.12629741430282593","215","215","215"
"21699","0.12948471307754517","0.12948471307754517","0.12948471307754517","216","216","216"
"21799","0.13272301852703094","0.13272301852703094","0.13272301852703094","217","217","217"
"21899","0.13013237714767456","0.13013237714767456","0.13013237714767456","218","218","218"
"21999","0.12947846949100494","0.12947846949100494","0.12947846949100494","219","219","219"
"22099","0.12604814767837524","0.12604814767837524","0.12604814767837524","220","220","220"
"22199","0.11952400952577591","0.11952400952577591","0.11952400952577591","221","221","221"
"22299","0.1290614902973175","0.1290614902973175","0.1290614902973175","222","222","222"
"22399","0.12473660707473755","0.12473660707473755","0.12473660707473755","223","223","223"
"22499","0.12734118103981018","0.12734118103981018","0.12734118103981018","224","224","224"
"22599","0.1314450204372406","0.1314450204372406","0.1314450204372406","225","225","225"
"22699","0.12786436080932617","0.12786436080932617","0.12786436080932617","226","226","226"
"22799","0.12740027904510498","0.12740027904510498","0.12740027904510498","227","227","227"
"22899","0.12582620978355408","0.12582620978355408","0.12582620978355408","228","228","228"
"22999","0.12526412308216095","0.12526412308216095","0.12526412308216095","229","229","229"
"23099","0.12442656606435776","0.12442656606435776","0.12442656606435776","230","230","230"
"23199","0.1267467737197876","0.1267467737197876","0.1267467737197876","231","231","231"
"23299","0.1351538747549057","0.1351538747549057","0.1351538747549057","232","232","232"
"23399","0.1324816197156906","0.1324816197156906","0.1324816197156906","233","233","233"
"23499","0.12784196436405182","0.12784196436405182","0.12784196436405182","234","234","234"
"23599","0.12426602095365524","0.12426602095365524","0.12426602095365524","235","235","235"
"23699","0.12691044807434082","0.12691044807434082","0.12691044807434082","236","236","236"
"23799","0.12883788347244263","0.12883788347244263","0.12883788347244263","237","237","237"
"23899","0.1282750815153122","0.1282750815153122","0.1282750815153122","238","238","238"
"23999","0.1322069764137268","0.1322069764137268","0.1322069764137268","239","239","239"
"24099","0.12840013206005096","0.12840013206005096","0.12840013206005096","240","240","240"
"24199","0.12165261059999466","0.12165261059999466","0.12165261059999466","241","241","241"
"24299","0.12576830387115479","0.12576830387115479","0.12576830387115479","242","242","242"
"24399","0.12129265069961548","0.12129265069961548","0.12129265069961548","243","243","243"
"24499","0.12424980103969574","0.12424980103969574","0.12424980103969574","244","244","244"
"24599","0.1199168935418129","0.1199168935418129","0.1199168935418129","245","245","245"
"24699","0.1215703934431076","0.1215703934431076","0.1215703934431076","246","246","246"
"24799","0.12952099740505219","0.12952099740505219","0.12952099740505219","247","247","247"
"24899","0.1286131888628006","0.1286131888628006","0.1286131888628006","248","248","248"
"24999","0.1285381317138672","0.1285381317138672","0.1285381317138672","249","249","249"
"25099","0.1299421787261963","0.1299421787261963","0.1299421787261963","250","250","250"
"25199","0.12388169020414352","0.12388169020414352","0.12388169020414352","251","251","251"
"25299","0.12721750140190125","0.12721750140190125","0.12721750140190125","252","252","252"
"25399","0.1279638260602951","0.1279638260602951","0.1279638260602951","253","253","253"
"25499","0.1242564469575882","0.1242564469575882","0.1242564469575882","254","254","254"
"25599","0.12069648504257202","0.12069648504257202","0.12069648504257202","255","255","255"
"25699","0.13632142543792725","0.13632142543792725","0.13632142543792725","256","256","256"
"25799","0.12048246711492538","0.12048246711492538","0.12048246711492538","257","257","257"
"25899","0.12668576836585999","0.12668576836585999","0.12668576836585999","258","258","258"
"25999","0.12781217694282532","0.12781217694282532","0.12781217694282532","259","259","259"
"26099","0.12974748015403748","0.12974748015403748","0.12974748015403748","260","260","260"
"26199","0.12658654153347015","0.12658654153347015","0.12658654153347015","261","261","261"
"26299","0.12571755051612854","0.12571755051612854","0.12571755051612854","262","262","262"
"26399","0.1218465268611908","0.1218465268611908","0.1218465268611908","263","263","263"
"26499","0.1254715770483017","0.1254715770483017","0.1254715770483017","264","264","264"
"26599","0.12529133260250092","0.12529133260250092","0.12529133260250092","265","265","265"
"26699","0.1309613436460495","0.1309613436460495","0.1309613436460495","266","266","266"
"26799","0.1264576017856598","0.1264576017856598","0.1264576017856598","267","267","267"
"26899","0.13054703176021576","0.13054703176021576","0.13054703176021576","268","268","268"
"26999","0.12284974008798599","0.12284974008798599","0.12284974008798599","269","269","269"
"27099","0.1288314163684845","0.1288314163684845","0.1288314163684845","270","270","270"
"27199","0.1309097707271576","0.1309097707271576","0.1309097707271576","271","271","271"
"27299","0.12519195675849915","0.12519195675849915","0.12519195675849915","272","272","272"
"27399","0.12065079063177109","0.12065079063177109","0.12065079063177109","273","273","273"
"27499","0.12378740310668945","0.12378740310668945","0.12378740310668945","274","274","274"
"27599","0.12837372720241547","0.12837372720241547","0.12837372720241547","275","275","275"
"27699","0.1247721016407013","0.1247721016407013","0.1247721016407013","276","276","276"
"27799","0.12613798677921295","0.12613798677921295","0.12613798677921295","277","277","277"
"27899","0.12633205950260162","0.12633205950260162","0.12633205950260162","278","278","278"
"27999","0.12368781119585037","0.12368781119585037","0.12368781119585037","279","279","279"
"28099","0.126699760556221","0.126699760556221","0.126699760556221","280","280","280"
"28199","0.12504842877388","0.12504842877388","0.12504842877388","281","281","281"
"28299","0.1261206567287445","0.1261206567287445","0.1261206567287445","282","282","282"
"28399","0.12225577980279922","0.12225577980279922","0.12225577980279922","283","283","283"
"28499","0.12497352808713913","0.12497352808713913","0.12497352808713913","284","284","284"
"28599","0.11749349534511566","0.11749349534511566","0.11749349534511566","285","285","285"
"28699","0.12852852046489716","0.12852852046489716","0.12852852046489716","286","286","286"
"28799","0.12444192171096802","0.12444192171096802","0.12444192171096802","287","287","287"
"28899","0.12419150024652481","0.12419150024652481","0.12419150024652481","288","288","288"
"28999","0.12427356839179993","0.12427356839179993","0.12427356839179993","289","289","289"
"29099","0.12617473304271698","0.12617473304271698","0.12617473304271698","290","290","290"
"29199","0.1312234103679657","0.1312234103679657","0.1312234103679657","291","291","291"
"29299","0.12784908711910248","0.12784908711910248","0.12784908711910248","292","292","292"
"29399","0.12407993525266647","0.12407993525266647","0.12407993525266647","293","293","293"
"29499","0.12660834193229675","0.12660834193229675","0.12660834193229675","294","294","294"
"29599","0.11870279908180237","0.11870279908180237","0.11870279908180237","295","295","295"
"29699","0.12721483409404755","0.12721483409404755","0.12721483409404755","296","296","296"
"29799","0.12590059638023376","0.12590059638023376","0.12590059638023376","297","297","297"
"29899","0.12598732113838196","0.12598732113838196","0.12598732113838196","298","298","298"
"29999","0.1275789886713028","0.1275789886713028","0.1275789886713028","299","299","299"
"30099","0.12284044176340103","0.12284044176340103","0.12284044176340103","300","300","300"
"30199","0.12329544872045517","0.12329544872045517","0.12329544872045517","301","301","301"
"30299","0.12366310507059097","0.12366310507059097","0.12366310507059097","302","302","302"
"30399","0.12841922044754028","0.12841922044754028","0.12841922044754028","303","303","303"
"30499","0.12426536530256271","0.12426536530256271","0.12426536530256271","304","304","304"
"30599","0.12057945132255554","0.12057945132255554","0.12057945132255554","305","305","305"
"30699","0.12804019451141357","0.12804019451141357","0.12804019451141357","306","306","306"
"30799","0.1242506206035614","0.1242506206035614","0.1242506206035614","307","307","307"
"30899","0.12007074058055878","0.12007074058055878","0.12007074058055878","308","308","308"
"30999","0.12727205455303192","0.12727205455303192","0.12727205455303192","309","309","309"
"31099","0.12153936922550201","0.12153936922550201","0.12153936922550201","310","310","310"
"31199","0.12301571667194366","0.12301571667194366","0.12301571667194366","311","311","311"
"31299","0.12351976335048676","0.12351976335048676","0.12351976335048676","312","312","312"
"31399","0.1290944367647171","0.1290944367647171","0.1290944367647171","313","313","313"
"31499","0.11924184113740921","0.11924184113740921","0.11924184113740921","314","314","314"
"31599","0.1248549073934555","0.1248549073934555","0.1248549073934555","315","315","315"
"31699","0.12878970801830292","0.12878970801830292","0.12878970801830292","316","316","316"
"31799","0.1256774514913559","0.1256774514913559","0.1256774514913559","317","317","317"
"31899","0.13146428763866425","0.13146428763866425","0.13146428763866425","318","318","318"
"31999","0.12254533171653748","0.12254533171653748","0.12254533171653748","319","319","319"
"32099","0.12419641017913818","0.12419641017913818","0.12419641017913818","320","320","320"
"32199","0.12971919775009155","0.12971919775009155","0.12971919775009155","321","321","321"
"32299","0.12249914556741714","0.12249914556741714","0.12249914556741714","322","322","322"
"32399","0.12960192561149597","0.12960192561149597","0.12960192561149597","323","323","323"
"32499","0.12266265600919724","0.12266265600919724","0.12266265600919724","324","324","324"
"32599","0.11921489238739014","0.11921489238739014","0.11921489238739014","325","325","325"
"32699","0.1299365609884262","0.1299365609884262","0.1299365609884262","326","326","326"
"32799","0.12593401968479156","0.12593401968479156","0.12593401968479156","327","327","327"
"32899","0.12703685462474823","0.12703685462474823","0.12703685462474823","328","328","328"
"32999","0.11841645836830139","0.11841645836830139","0.11841645836830139","329","329","329"
"33099","0.12467852979898453","0.12467852979898453","0.12467852979898453","330","330","330"
"33199","0.1219133511185646","0.1219133511185646","0.1219133511185646","331","331","331"
"33299","0.12103862315416336","0.12103862315416336","0.12103862315416336","332","332","332"
"33399","0.11868862807750702","0.11868862807750702","0.11868862807750702","333","333","333"
"33499","0.12399499863386154","0.12399499863386154","0.12399499863386154","334","334","334"
"33599","0.1229381114244461","0.1229381114244461","0.1229381114244461","335","335","335"
"33699","0.1278972029685974","0.1278972029685974","0.1278972029685974","336","336","336"
"33799","0.12154632061719894","0.12154632061719894","0.12154632061719894","337","337","337"
"33899","0.12077979743480682","0.12077979743480682","0.12077979743480682","338","338","338"
"33999","0.12345139682292938","0.12345139682292938","0.12345139682292938","339","339","339"
"34099","0.12659968435764313","0.12659968435764313","0.12659968435764313","340","340","340"
"34199","0.12521681189537048","0.12521681189537048","0.12521681189537048","341","341","341"
"34299","0.12340175360441208","0.12340175360441208","0.12340175360441208","342","342","342"
"34399","0.12278780341148376","0.12278780341148376","0.12278780341148376","343","343","343"
"34499","0.1210264265537262","0.1210264265537262","0.1210264265537262","344","344","344"
"34599","0.12399160861968994","0.12399160861968994","0.12399160861968994","345","345","345"
"34699","0.12593412399291992","0.12593412399291992","0.12593412399291992","346","346","346"
"34799","0.11736775934696198","0.11736775934696198","0.11736775934696198","347","347","347"
"34899","0.12022028118371964","0.12022028118371964","0.12022028118371964","348","348","348"
"34999","0.12129396200180054","0.12129396200180054","0.12129396200180054","349","349","349"
"35099","0.12127718329429626","0.12127718329429626","0.12127718329429626","350","350","350"
"35199","0.12253989279270172","0.12253989279270172","0.12253989279270172","351","351","351"
"35299","0.12773582339286804","0.12773582339286804","0.12773582339286804","352","352","352"
"35399","0.12118814885616302","0.12118814885616302","0.12118814885616302","353","353","353"
"35499","0.12181307375431061","0.12181307375431061","0.12181307375431061","354","354","354"
"35599","0.1268555074930191","0.1268555074930191","0.1268555074930191","355","355","355"
"35699","0.12475024163722992","0.12475024163722992","0.12475024163722992","356","356","356"
"35799","0.12060798704624176","0.12060798704624176","0.12060798704624176","357","357","357"
"35899","0.11629101634025574","0.11629101634025574","0.11629101634025574","358","358","358"
"35999","0.12259236723184586","0.12259236723184586","0.12259236723184586","359","359","359"
"36099","0.12257571518421173","0.12257571518421173","0.12257571518421173","360","360","360"
"36199","0.12202160805463791","0.12202160805463791","0.12202160805463791","361","361","361"
"36299","0.12838074564933777","0.12838074564933777","0.12838074564933777","362","362","362"
