"trainer/global_step","prefix8_pt1 - train_loss","prefix8_pt1 - train_loss__MIN","prefix8_pt1 - train_loss__MAX","prefix8_pt1 - _step","prefix8_pt1 - _step__MIN","prefix8_pt1 - _step__MAX"
"36399","0.11891550570726395","0.11891550570726395","0.11891550570726395","363","363","363"
"36499","0.12310878187417984","0.12310878187417984","0.12310878187417984","364","364","364"
"36599","0.11602616310119629","0.11602616310119629","0.11602616310119629","365","365","365"
"36699","0.12356816232204437","0.12356816232204437","0.12356816232204437","366","366","366"
"36799","0.12241392582654953","0.12241392582654953","0.12241392582654953","367","367","367"
"36899","0.1169203594326973","0.1169203594326973","0.1169203594326973","368","368","368"
"36999","0.12415441870689392","0.12415441870689392","0.12415441870689392","369","369","369"
"37099","0.11769489198923111","0.11769489198923111","0.11769489198923111","370","370","370"
"37199","0.1252569556236267","0.1252569556236267","0.1252569556236267","371","371","371"
"37299","0.12616688013076782","0.12616688013076782","0.12616688013076782","372","372","372"
"37399","0.12622767686843872","0.12622767686843872","0.12622767686843872","373","373","373"
"37499","0.12486273795366287","0.12486273795366287","0.12486273795366287","374","374","374"
"37599","0.12329690903425217","0.12329690903425217","0.12329690903425217","375","375","375"
"37699","0.12190636247396469","0.12190636247396469","0.12190636247396469","376","376","376"
"37799","0.11540945619344711","0.11540945619344711","0.11540945619344711","377","377","377"
"37899","0.1213654950261116","0.1213654950261116","0.1213654950261116","378","378","378"
"37999","0.12309210747480392","0.12309210747480392","0.12309210747480392","379","379","379"
"38099","0.12169381976127625","0.12169381976127625","0.12169381976127625","380","380","380"
"38199","0.12125051021575928","0.12125051021575928","0.12125051021575928","381","381","381"
"38299","0.12246769666671753","0.12246769666671753","0.12246769666671753","382","382","382"
"38399","0.11841443926095963","0.11841443926095963","0.11841443926095963","383","383","383"
"38499","0.12820376455783844","0.12820376455783844","0.12820376455783844","384","384","384"
"38599","0.12466003745794296","0.12466003745794296","0.12466003745794296","385","385","385"
"38699","0.11790187656879425","0.11790187656879425","0.11790187656879425","386","386","386"
"38799","0.12166047096252441","0.12166047096252441","0.12166047096252441","387","387","387"
"38899","0.13102516531944275","0.13102516531944275","0.13102516531944275","388","388","388"
"38999","0.12411489337682724","0.12411489337682724","0.12411489337682724","389","389","389"
"39099","0.12128502875566483","0.12128502875566483","0.12128502875566483","390","390","390"
"39199","0.1281510293483734","0.1281510293483734","0.1281510293483734","391","391","391"
"39299","0.11976035684347153","0.11976035684347153","0.11976035684347153","392","392","392"
"39399","0.11974737048149109","0.11974737048149109","0.11974737048149109","393","393","393"
"39499","0.12062712758779526","0.12062712758779526","0.12062712758779526","394","394","394"
"39599","0.12294088304042816","0.12294088304042816","0.12294088304042816","395","395","395"
"39699","0.12652020156383514","0.12652020156383514","0.12652020156383514","396","396","396"
"39799","0.11916760355234146","0.11916760355234146","0.11916760355234146","397","397","397"
"39899","0.1218879446387291","0.1218879446387291","0.1218879446387291","398","398","398"
"39999","0.12588711082935333","0.12588711082935333","0.12588711082935333","399","399","399"
"40099","0.1268271654844284","0.1268271654844284","0.1268271654844284","400","400","400"
"40199","0.12562862038612366","0.12562862038612366","0.12562862038612366","401","401","401"
"40299","0.11671583354473114","0.11671583354473114","0.11671583354473114","402","402","402"
"40399","0.11486485600471497","0.11486485600471497","0.11486485600471497","403","403","403"
"40499","0.12188229709863663","0.12188229709863663","0.12188229709863663","404","404","404"
"40599","0.11717414110898972","0.11717414110898972","0.11717414110898972","405","405","405"
"40699","0.12576499581336975","0.12576499581336975","0.12576499581336975","406","406","406"
"40799","0.12813201546669006","0.12813201546669006","0.12813201546669006","407","407","407"
"40899","0.12719297409057617","0.12719297409057617","0.12719297409057617","408","408","408"
"40999","0.1256682276725769","0.1256682276725769","0.1256682276725769","409","409","409"
"41099","0.11890295147895813","0.11890295147895813","0.11890295147895813","410","410","410"
"41199","0.12443329393863678","0.12443329393863678","0.12443329393863678","411","411","411"
"41299","0.12156634777784348","0.12156634777784348","0.12156634777784348","412","412","412"
"41399","0.11680914461612701","0.11680914461612701","0.11680914461612701","413","413","413"
"41499","0.11528237909078598","0.11528237909078598","0.11528237909078598","414","414","414"
"41599","0.120770663022995","0.120770663022995","0.120770663022995","415","415","415"
"41699","0.12351028621196747","0.12351028621196747","0.12351028621196747","416","416","416"
"41799","0.11893761157989502","0.11893761157989502","0.11893761157989502","417","417","417"
"41899","0.11888692528009415","0.11888692528009415","0.11888692528009415","418","418","418"
"41999","0.12324448674917221","0.12324448674917221","0.12324448674917221","419","419","419"
"42099","0.12674923241138458","0.12674923241138458","0.12674923241138458","420","420","420"
"42199","0.12299270182847977","0.12299270182847977","0.12299270182847977","421","421","421"
"42299","0.12145678699016571","0.12145678699016571","0.12145678699016571","422","422","422"
"42399","0.12233319878578186","0.12233319878578186","0.12233319878578186","423","423","423"
"42499","0.1298692375421524","0.1298692375421524","0.1298692375421524","424","424","424"
"42599","0.1207745149731636","0.1207745149731636","0.1207745149731636","425","425","425"
"42699","0.11680816113948822","0.11680816113948822","0.11680816113948822","426","426","426"
"42799","0.12296531349420547","0.12296531349420547","0.12296531349420547","427","427","427"
"42899","0.12223553657531738","0.12223553657531738","0.12223553657531738","428","428","428"
"42999","0.12200690060853958","0.12200690060853958","0.12200690060853958","429","429","429"
"43099","0.12116646021604538","0.12116646021604538","0.12116646021604538","430","430","430"
"43199","0.12088990211486816","0.12088990211486816","0.12088990211486816","431","431","431"
"43299","0.11558021605014801","0.11558021605014801","0.11558021605014801","432","432","432"
"43399","0.11903083324432373","0.11903083324432373","0.11903083324432373","433","433","433"
"43499","0.1278086006641388","0.1278086006641388","0.1278086006641388","434","434","434"
"43599","0.12304867804050446","0.12304867804050446","0.12304867804050446","435","435","435"
"43699","0.11727169901132584","0.11727169901132584","0.11727169901132584","436","436","436"
"43799","0.1247427761554718","0.1247427761554718","0.1247427761554718","437","437","437"
"43899","0.13511529564857483","0.13511529564857483","0.13511529564857483","438","438","438"
"43999","0.11960598826408386","0.11960598826408386","0.11960598826408386","439","439","439"
"44099","0.11831403523683548","0.11831403523683548","0.11831403523683548","440","440","440"
"44199","0.12708626687526703","0.12708626687526703","0.12708626687526703","441","441","441"
"44299","0.11640758067369461","0.11640758067369461","0.11640758067369461","442","442","442"
"44399","0.12115586549043655","0.12115586549043655","0.12115586549043655","443","443","443"
"44499","0.12465641647577286","0.12465641647577286","0.12465641647577286","444","444","444"
"44599","0.11824820190668106","0.11824820190668106","0.11824820190668106","445","445","445"
"44699","0.12722595036029816","0.12722595036029816","0.12722595036029816","446","446","446"
"44799","0.11927247047424316","0.11927247047424316","0.11927247047424316","447","447","447"
"44899","0.11683858186006546","0.11683858186006546","0.11683858186006546","448","448","448"
"44999","0.12301930785179138","0.12301930785179138","0.12301930785179138","449","449","449"
"45099","0.12233687937259674","0.12233687937259674","0.12233687937259674","450","450","450"
"45199","0.12010901421308517","0.12010901421308517","0.12010901421308517","451","451","451"
"45299","0.12122572958469391","0.12122572958469391","0.12122572958469391","452","452","452"
"45399","0.12616582214832306","0.12616582214832306","0.12616582214832306","453","453","453"
"45499","0.12434838712215424","0.12434838712215424","0.12434838712215424","454","454","454"
"45599","0.12219095975160599","0.12219095975160599","0.12219095975160599","455","455","455"
"45699","0.12051402777433395","0.12051402777433395","0.12051402777433395","456","456","456"
"45799","0.12026601284742355","0.12026601284742355","0.12026601284742355","457","457","457"
"45899","0.1217823475599289","0.1217823475599289","0.1217823475599289","458","458","458"
"45999","0.12546715140342712","0.12546715140342712","0.12546715140342712","459","459","459"
"46099","0.12084610760211945","0.12084610760211945","0.12084610760211945","460","460","460"
"46199","0.1201791763305664","0.1201791763305664","0.1201791763305664","461","461","461"
"46299","0.11871051043272018","0.11871051043272018","0.11871051043272018","462","462","462"
"46399","0.11713628470897675","0.11713628470897675","0.11713628470897675","463","463","463"
"46499","0.121292345225811","0.121292345225811","0.121292345225811","464","464","464"
"46599","0.12656435370445251","0.12656435370445251","0.12656435370445251","465","465","465"
"46699","0.12737706303596497","0.12737706303596497","0.12737706303596497","466","466","466"
"46799","0.12407030910253525","0.12407030910253525","0.12407030910253525","467","467","467"
"46899","0.11839235574007034","0.11839235574007034","0.11839235574007034","468","468","468"
"46999","0.11331379413604736","0.11331379413604736","0.11331379413604736","469","469","469"
"47099","0.12238806486129761","0.12238806486129761","0.12238806486129761","470","470","470"
"47199","0.12218182533979416","0.12218182533979416","0.12218182533979416","471","471","471"
"47299","0.12126611918210983","0.12126611918210983","0.12126611918210983","472","472","472"
"47399","0.11980331689119339","0.11980331689119339","0.11980331689119339","473","473","473"
"47499","0.12304194271564484","0.12304194271564484","0.12304194271564484","474","474","474"
"47599","0.11419755965471268","0.11419755965471268","0.11419755965471268","475","475","475"
"47699","0.11957063525915146","0.11957063525915146","0.11957063525915146","476","476","476"
"47799","0.11729259043931961","0.11729259043931961","0.11729259043931961","477","477","477"
"47899","0.1140349879860878","0.1140349879860878","0.1140349879860878","478","478","478"
"47999","0.11948241293430328","0.11948241293430328","0.11948241293430328","479","479","479"
"48099","0.12750132381916046","0.12750132381916046","0.12750132381916046","480","480","480"
"48199","0.11817174404859543","0.11817174404859543","0.11817174404859543","481","481","481"
"48299","0.12563280761241913","0.12563280761241913","0.12563280761241913","482","482","482"
"48399","0.12328554689884186","0.12328554689884186","0.12328554689884186","483","483","483"
"48499","0.12169402092695236","0.12169402092695236","0.12169402092695236","484","484","484"
"48599","0.1177225410938263","0.1177225410938263","0.1177225410938263","485","485","485"
"48699","0.12129077315330505","0.12129077315330505","0.12129077315330505","486","486","486"
"48799","0.126205712556839","0.126205712556839","0.126205712556839","487","487","487"
"48899","0.11916988343000412","0.11916988343000412","0.11916988343000412","488","488","488"
"48999","0.1219329684972763","0.1219329684972763","0.1219329684972763","489","489","489"
"49099","0.1210833340883255","0.1210833340883255","0.1210833340883255","490","490","490"
"49199","0.121991366147995","0.121991366147995","0.121991366147995","491","491","491"
"49299","0.12306632101535797","0.12306632101535797","0.12306632101535797","492","492","492"
"49399","0.11688967794179916","0.11688967794179916","0.11688967794179916","493","493","493"
"49499","0.12470458447933197","0.12470458447933197","0.12470458447933197","494","494","494"
"49599","0.123183973133564","0.123183973133564","0.123183973133564","495","495","495"
"49699","0.12860284745693207","0.12860284745693207","0.12860284745693207","496","496","496"
"49799","0.11842004209756851","0.11842004209756851","0.11842004209756851","497","497","497"
"49899","0.11849420517683029","0.11849420517683029","0.11849420517683029","498","498","498"
"49999","0.11820480972528458","0.11820480972528458","0.11820480972528458","499","499","499"
"50099","0.11684679985046387","0.11684679985046387","0.11684679985046387","500","500","500"
"50199","0.12193722277879715","0.12193722277879715","0.12193722277879715","501","501","501"
"50299","0.11796420812606812","0.11796420812606812","0.11796420812606812","502","502","502"
"50399","0.12316689640283585","0.12316689640283585","0.12316689640283585","503","503","503"
"50499","0.12335924059152603","0.12335924059152603","0.12335924059152603","504","504","504"
"50599","0.12106236070394516","0.12106236070394516","0.12106236070394516","505","505","505"
"50699","0.12410508096218109","0.12410508096218109","0.12410508096218109","506","506","506"
"50799","0.12393861263990402","0.12393861263990402","0.12393861263990402","507","507","507"
"50899","0.12621445953845978","0.12621445953845978","0.12621445953845978","508","508","508"
"50999","0.12287596613168716","0.12287596613168716","0.12287596613168716","509","509","509"
"51099","0.11697950959205627","0.11697950959205627","0.11697950959205627","510","510","510"
"51199","0.1208072081208229","0.1208072081208229","0.1208072081208229","511","511","511"
"51299","0.1256134808063507","0.1256134808063507","0.1256134808063507","512","512","512"
"51399","0.12169699370861053","0.12169699370861053","0.12169699370861053","513","513","513"
"51499","0.11634635180234909","0.11634635180234909","0.11634635180234909","514","514","514"
"51599","0.1298750787973404","0.1298750787973404","0.1298750787973404","515","515","515"
"51699","0.11632706224918365","0.11632706224918365","0.11632706224918365","516","516","516"
"51799","0.11369272321462631","0.11369272321462631","0.11369272321462631","517","517","517"
"51899","0.12015985697507858","0.12015985697507858","0.12015985697507858","518","518","518"
"51999","0.1162726953625679","0.1162726953625679","0.1162726953625679","519","519","519"
"52099","0.12068606913089752","0.12068606913089752","0.12068606913089752","520","520","520"
"52199","0.12420335412025452","0.12420335412025452","0.12420335412025452","521","521","521"
"52299","0.12042274326086044","0.12042274326086044","0.12042274326086044","522","522","522"
"52399","0.12331431359052658","0.12331431359052658","0.12331431359052658","523","523","523"
"52499","0.12151838093996048","0.12151838093996048","0.12151838093996048","524","524","524"
"52599","0.11980058252811432","0.11980058252811432","0.11980058252811432","525","525","525"
"52699","0.1138792410492897","0.1138792410492897","0.1138792410492897","526","526","526"
"52799","0.12115655094385147","0.12115655094385147","0.12115655094385147","527","527","527"
"52899","0.11848184466362","0.11848184466362","0.11848184466362","528","528","528"
"52999","0.12037141621112823","0.12037141621112823","0.12037141621112823","529","529","529"
"53099","0.1173522025346756","0.1173522025346756","0.1173522025346756","530","530","530"
"53199","0.12001803517341614","0.12001803517341614","0.12001803517341614","531","531","531"
"53299","0.12077424675226212","0.12077424675226212","0.12077424675226212","532","532","532"
"53399","0.1251634657382965","0.1251634657382965","0.1251634657382965","533","533","533"
"53499","0.11840235441923141","0.11840235441923141","0.11840235441923141","534","534","534"
"53599","0.11347658187150955","0.11347658187150955","0.11347658187150955","535","535","535"
"53699","0.11453446745872498","0.11453446745872498","0.11453446745872498","536","536","536"
"53799","0.12101064622402191","0.12101064622402191","0.12101064622402191","537","537","537"
"53899","0.12197065353393555","0.12197065353393555","0.12197065353393555","538","538","538"
"53999","0.12456944584846497","0.12456944584846497","0.12456944584846497","539","539","539"
"54099","0.11952748149633408","0.11952748149633408","0.11952748149633408","540","540","540"
"54199","0.12012078613042831","0.12012078613042831","0.12012078613042831","541","541","541"
"54299","0.1166740357875824","0.1166740357875824","0.1166740357875824","542","542","542"
"54399","0.12197832018136978","0.12197832018136978","0.12197832018136978","543","543","543"
"54499","0.11863911151885986","0.11863911151885986","0.11863911151885986","544","544","544"
"54599","0.12359334528446198","0.12359334528446198","0.12359334528446198","545","545","545"
"54699","0.11479620635509491","0.11479620635509491","0.11479620635509491","546","546","546"
"54799","0.12468580156564713","0.12468580156564713","0.12468580156564713","547","547","547"
"54899","0.12014442682266235","0.12014442682266235","0.12014442682266235","548","548","548"
"54999","0.1190035417675972","0.1190035417675972","0.1190035417675972","549","549","549"
"55099","0.11804461479187012","0.11804461479187012","0.11804461479187012","550","550","550"
"55199","0.11791930347681046","0.11791930347681046","0.11791930347681046","551","551","551"
"55299","0.11974313110113144","0.11974313110113144","0.11974313110113144","552","552","552"
"55399","0.11599058657884598","0.11599058657884598","0.11599058657884598","553","553","553"
"55499","0.1223083958029747","0.1223083958029747","0.1223083958029747","554","554","554"
"55599","0.12565532326698303","0.12565532326698303","0.12565532326698303","555","555","555"
"55699","0.1222197562456131","0.1222197562456131","0.1222197562456131","556","556","556"
"55799","0.12680675089359283","0.12680675089359283","0.12680675089359283","557","557","557"
"55899","0.1192050352692604","0.1192050352692604","0.1192050352692604","558","558","558"
"55999","0.11711697280406952","0.11711697280406952","0.11711697280406952","559","559","559"
"56099","0.12298674136400223","0.12298674136400223","0.12298674136400223","560","560","560"
"56199","0.11947844922542572","0.11947844922542572","0.11947844922542572","561","561","561"
"56299","0.12328513711690903","0.12328513711690903","0.12328513711690903","562","562","562"
"56399","0.1145663931965828","0.1145663931965828","0.1145663931965828","563","563","563"
"56499","0.11707741022109985","0.11707741022109985","0.11707741022109985","564","564","564"
"56599","0.12075630575418472","0.12075630575418472","0.12075630575418472","565","565","565"
"56699","0.11785035580396652","0.11785035580396652","0.11785035580396652","566","566","566"
"56799","0.12186513841152191","0.12186513841152191","0.12186513841152191","567","567","567"
"56899","0.11827894300222397","0.11827894300222397","0.11827894300222397","568","568","568"
"56999","0.1279689073562622","0.1279689073562622","0.1279689073562622","569","569","569"
"57099","0.12129386514425278","0.12129386514425278","0.12129386514425278","570","570","570"
"57199","0.11595778912305832","0.11595778912305832","0.11595778912305832","571","571","571"
"57299","0.11970733106136322","0.11970733106136322","0.11970733106136322","572","572","572"
"57399","0.11989215016365051","0.11989215016365051","0.11989215016365051","573","573","573"
"57499","0.12251098453998566","0.12251098453998566","0.12251098453998566","574","574","574"
"57599","0.12258581817150116","0.12258581817150116","0.12258581817150116","575","575","575"
"57699","0.1174556240439415","0.1174556240439415","0.1174556240439415","576","576","576"
"57799","0.125144824385643","0.125144824385643","0.125144824385643","577","577","577"
"57899","0.1152353286743164","0.1152353286743164","0.1152353286743164","578","578","578"
"57999","0.1202358528971672","0.1202358528971672","0.1202358528971672","579","579","579"
"58099","0.11401821672916412","0.11401821672916412","0.11401821672916412","580","580","580"
"58199","0.12283412367105484","0.12283412367105484","0.12283412367105484","581","581","581"
"58299","0.12282444536685944","0.12282444536685944","0.12282444536685944","582","582","582"
"58399","0.11483805626630783","0.11483805626630783","0.11483805626630783","583","583","583"
"58499","0.1222156286239624","0.1222156286239624","0.1222156286239624","584","584","584"
"58599","0.11946767568588257","0.11946767568588257","0.11946767568588257","585","585","585"
"58699","0.12543348968029022","0.12543348968029022","0.12543348968029022","586","586","586"
"58799","0.11678460240364075","0.11678460240364075","0.11678460240364075","587","587","587"
"58899","0.11966153979301453","0.11966153979301453","0.11966153979301453","588","588","588"
"58999","0.11973694711923599","0.11973694711923599","0.11973694711923599","589","589","589"
"59099","0.1192530170083046","0.1192530170083046","0.1192530170083046","590","590","590"
"59199","0.1231098547577858","0.1231098547577858","0.1231098547577858","591","591","591"
"59299","0.11317937076091766","0.11317937076091766","0.11317937076091766","592","592","592"
"59399","0.12162795662879944","0.12162795662879944","0.12162795662879944","593","593","593"
"59499","0.11701251566410065","0.11701251566410065","0.11701251566410065","594","594","594"
"59599","0.12105555087327957","0.12105555087327957","0.12105555087327957","595","595","595"
"59699","0.11475344747304916","0.11475344747304916","0.11475344747304916","596","596","596"
"59799","0.11927617341279984","0.11927617341279984","0.11927617341279984","597","597","597"
"59899","0.11452426761388779","0.11452426761388779","0.11452426761388779","598","598","598"
"59999","0.11691634356975555","0.11691634356975555","0.11691634356975555","599","599","599"
"60099","0.1144934743642807","0.1144934743642807","0.1144934743642807","600","600","600"
"60199","0.11925607919692993","0.11925607919692993","0.11925607919692993","601","601","601"
"60299","0.12145550549030304","0.12145550549030304","0.12145550549030304","602","602","602"
"60399","0.11520180851221085","0.11520180851221085","0.11520180851221085","603","603","603"
"60499","0.12071169167757034","0.12071169167757034","0.12071169167757034","604","604","604"
"60599","0.11250434815883636","0.11250434815883636","0.11250434815883636","605","605","605"
"60699","0.11525983363389969","0.11525983363389969","0.11525983363389969","606","606","606"
"60799","0.1157730296254158","0.1157730296254158","0.1157730296254158","607","607","607"
"60899","0.11792629212141037","0.11792629212141037","0.11792629212141037","608","608","608"
"60999","0.11541414260864258","0.11541414260864258","0.11541414260864258","609","609","609"
"61099","0.11924165487289429","0.11924165487289429","0.11924165487289429","610","610","610"
"61199","0.115160271525383","0.115160271525383","0.115160271525383","611","611","611"
"61299","0.12283341586589813","0.12283341586589813","0.12283341586589813","612","612","612"
"61399","0.1163114607334137","0.1163114607334137","0.1163114607334137","613","613","613"
"61499","0.11734875291585922","0.11734875291585922","0.11734875291585922","614","614","614"
"61599","0.12012781202793121","0.12012781202793121","0.12012781202793121","615","615","615"
"61699","0.1232755109667778","0.1232755109667778","0.1232755109667778","616","616","616"
"61799","0.12606267631053925","0.12606267631053925","0.12606267631053925","617","617","617"
"61899","0.11957618594169617","0.11957618594169617","0.11957618594169617","618","618","618"
"61999","0.12269291281700134","0.12269291281700134","0.12269291281700134","619","619","619"
"62099","0.11948884278535843","0.11948884278535843","0.11948884278535843","620","620","620"
"62199","0.11833497136831284","0.11833497136831284","0.11833497136831284","621","621","621"
"62299","0.11516521871089935","0.11516521871089935","0.11516521871089935","622","622","622"
"62399","0.11667479574680328","0.11667479574680328","0.11667479574680328","623","623","623"
"62499","0.12160716205835342","0.12160716205835342","0.12160716205835342","624","624","624"
"62599","0.11327706277370453","0.11327706277370453","0.11327706277370453","625","625","625"
"62699","0.12009682506322861","0.12009682506322861","0.12009682506322861","626","626","626"
"62799","0.11500740796327591","0.11500740796327591","0.11500740796327591","627","627","627"
"62899","0.1130867600440979","0.1130867600440979","0.1130867600440979","628","628","628"
"62999","0.11699049174785614","0.11699049174785614","0.11699049174785614","629","629","629"
"63099","0.1220143735408783","0.1220143735408783","0.1220143735408783","630","630","630"
"63199","0.12706714868545532","0.12706714868545532","0.12706714868545532","631","631","631"
"63299","0.12102601677179337","0.12102601677179337","0.12102601677179337","632","632","632"
"63399","0.11874037235975266","0.11874037235975266","0.11874037235975266","633","633","633"
"63499","0.1176300048828125","0.1176300048828125","0.1176300048828125","634","634","634"
"63599","0.1143144890666008","0.1143144890666008","0.1143144890666008","635","635","635"
"63699","0.12605299055576324","0.12605299055576324","0.12605299055576324","636","636","636"
"63799","0.12389442324638367","0.12389442324638367","0.12389442324638367","637","637","637"
"63899","0.11237144470214844","0.11237144470214844","0.11237144470214844","638","638","638"
"63999","0.11678636819124222","0.11678636819124222","0.11678636819124222","639","639","639"
"64099","0.1181461364030838","0.1181461364030838","0.1181461364030838","640","640","640"
"64199","0.11655398458242416","0.11655398458242416","0.11655398458242416","641","641","641"
"64299","0.12368795275688171","0.12368795275688171","0.12368795275688171","642","642","642"
"64399","0.11912433058023453","0.11912433058023453","0.11912433058023453","643","643","643"
"64499","0.11561261862516403","0.11561261862516403","0.11561261862516403","644","644","644"
"64599","0.12120942026376724","0.12120942026376724","0.12120942026376724","645","645","645"
"64699","0.12373846769332886","0.12373846769332886","0.12373846769332886","646","646","646"
"64799","0.11426732689142227","0.11426732689142227","0.11426732689142227","647","647","647"
"64899","0.12736305594444275","0.12736305594444275","0.12736305594444275","648","648","648"
"64999","0.11494132876396179","0.11494132876396179","0.11494132876396179","649","649","649"
"65099","0.12138751894235611","0.12138751894235611","0.12138751894235611","650","650","650"
"65199","0.11958635598421097","0.11958635598421097","0.11958635598421097","651","651","651"
"65299","0.12023738771677017","0.12023738771677017","0.12023738771677017","652","652","652"
"65399","0.12606655061244965","0.12606655061244965","0.12606655061244965","653","653","653"
"65499","0.1205470860004425","0.1205470860004425","0.1205470860004425","654","654","654"
"65599","0.12279142439365387","0.12279142439365387","0.12279142439365387","655","655","655"
"65699","0.11580900102853775","0.11580900102853775","0.11580900102853775","656","656","656"
"65799","0.11678360402584076","0.11678360402584076","0.11678360402584076","657","657","657"
"65899","0.12424863874912262","0.12424863874912262","0.12424863874912262","658","658","658"
"65999","0.11892914772033691","0.11892914772033691","0.11892914772033691","659","659","659"
"66099","0.11995967477560043","0.11995967477560043","0.11995967477560043","660","660","660"
"66199","0.1183808296918869","0.1183808296918869","0.1183808296918869","661","661","661"
"66299","0.11384689807891846","0.11384689807891846","0.11384689807891846","662","662","662"
"66399","0.11812041699886322","0.11812041699886322","0.11812041699886322","663","663","663"
"66499","0.11776736378669739","0.11776736378669739","0.11776736378669739","664","664","664"
"66599","0.11910820752382278","0.11910820752382278","0.11910820752382278","665","665","665"
"66699","0.12756989896297455","0.12756989896297455","0.12756989896297455","666","666","666"
"66799","0.11671613156795502","0.11671613156795502","0.11671613156795502","667","667","667"
"66899","0.12021718919277191","0.12021718919277191","0.12021718919277191","668","668","668"
"66999","0.11765037477016449","0.11765037477016449","0.11765037477016449","669","669","669"
"67099","0.1229395717382431","0.1229395717382431","0.1229395717382431","670","670","670"
"67199","0.12153442203998566","0.12153442203998566","0.12153442203998566","671","671","671"
"67299","0.12026936560869217","0.12026936560869217","0.12026936560869217","672","672","672"
"67399","0.11463307589292526","0.11463307589292526","0.11463307589292526","673","673","673"
"67499","0.12121053040027618","0.12121053040027618","0.12121053040027618","674","674","674"
"67599","0.11746962368488312","0.11746962368488312","0.11746962368488312","675","675","675"
"67699","0.11760372668504715","0.11760372668504715","0.11760372668504715","676","676","676"
"67799","0.1261357069015503","0.1261357069015503","0.1261357069015503","677","677","677"
"67899","0.12242808938026428","0.12242808938026428","0.12242808938026428","678","678","678"
"67999","0.11428932100534439","0.11428932100534439","0.11428932100534439","679","679","679"
"68099","0.12116562575101852","0.12116562575101852","0.12116562575101852","680","680","680"
"68199","0.11708080023527145","0.11708080023527145","0.11708080023527145","681","681","681"
"68299","0.11319940537214279","0.11319940537214279","0.11319940537214279","682","682","682"
"68399","0.1252927929162979","0.1252927929162979","0.1252927929162979","683","683","683"
"68499","0.11704954504966736","0.11704954504966736","0.11704954504966736","684","684","684"
"68599","0.12046429514884949","0.12046429514884949","0.12046429514884949","685","685","685"
"68699","0.11455885320901871","0.11455885320901871","0.11455885320901871","686","686","686"
"68799","0.11649301648139954","0.11649301648139954","0.11649301648139954","687","687","687"
"68899","0.12274754792451859","0.12274754792451859","0.12274754792451859","688","688","688"
"68999","0.11809942871332169","0.11809942871332169","0.11809942871332169","689","689","689"
"69099","0.11294470727443695","0.11294470727443695","0.11294470727443695","690","690","690"
"69199","0.1178002879023552","0.1178002879023552","0.1178002879023552","691","691","691"
"69299","0.11777317523956299","0.11777317523956299","0.11777317523956299","692","692","692"
"69399","0.11396007239818573","0.11396007239818573","0.11396007239818573","693","693","693"
"69499","0.11132299154996872","0.11132299154996872","0.11132299154996872","694","694","694"
"69599","0.12147045135498047","0.12147045135498047","0.12147045135498047","695","695","695"
"69699","0.1124318540096283","0.1124318540096283","0.1124318540096283","696","696","696"
"69799","0.12431852519512177","0.12431852519512177","0.12431852519512177","697","697","697"
"69899","0.12102369219064713","0.12102369219064713","0.12102369219064713","698","698","698"
"69999","0.11514607816934586","0.11514607816934586","0.11514607816934586","699","699","699"
"70099","0.1181640625","0.1181640625","0.1181640625","700","700","700"
"70199","0.11812791228294373","0.11812791228294373","0.11812791228294373","701","701","701"
"70299","0.11328548938035965","0.11328548938035965","0.11328548938035965","702","702","702"
"70399","0.12101097404956818","0.12101097404956818","0.12101097404956818","703","703","703"
"70499","0.11616304516792297","0.11616304516792297","0.11616304516792297","704","704","704"
"70599","0.11377167701721191","0.11377167701721191","0.11377167701721191","705","705","705"
"70699","0.1180981993675232","0.1180981993675232","0.1180981993675232","706","706","706"
"70799","0.11574647575616837","0.11574647575616837","0.11574647575616837","707","707","707"
"70899","0.12058055400848389","0.12058055400848389","0.12058055400848389","708","708","708"
"70999","0.11468378454446793","0.11468378454446793","0.11468378454446793","709","709","709"
"71099","0.11914897710084915","0.11914897710084915","0.11914897710084915","710","710","710"
"71199","0.11784397065639496","0.11784397065639496","0.11784397065639496","711","711","711"
"71299","0.12158595770597458","0.12158595770597458","0.12158595770597458","712","712","712"
"71399","0.11832492053508759","0.11832492053508759","0.11832492053508759","713","713","713"
"71499","0.11604739725589752","0.11604739725589752","0.11604739725589752","714","714","714"
"71599","0.12164429575204849","0.12164429575204849","0.12164429575204849","715","715","715"
"71699","0.1233661025762558","0.1233661025762558","0.1233661025762558","716","716","716"
"71799","0.11499950289726257","0.11499950289726257","0.11499950289726257","717","717","717"
"71899","0.12146306782960892","0.12146306782960892","0.12146306782960892","718","718","718"
"71999","0.11381251364946365","0.11381251364946365","0.11381251364946365","719","719","719"
"72099","0.11816748231649399","0.11816748231649399","0.11816748231649399","720","720","720"
"72199","0.12490492314100266","0.12490492314100266","0.12490492314100266","721","721","721"
"72299","0.12350141257047653","0.12350141257047653","0.12350141257047653","722","722","722"
"72399","0.12592191994190216","0.12592191994190216","0.12592191994190216","723","723","723"
"72499","0.1173236221075058","0.1173236221075058","0.1173236221075058","724","724","724"
"72599","0.11679241061210632","0.11679241061210632","0.11679241061210632","725","725","725"
"72699","0.12258457392454147","0.12258457392454147","0.12258457392454147","726","726","726"
"72799","0.11398648470640182","0.11398648470640182","0.11398648470640182","727","727","727"
"72899","0.11632077395915985","0.11632077395915985","0.11632077395915985","728","728","728"
