"trainer/global_step","causalsinh - train_loss","causalsinh - train_loss__MIN","causalsinh - train_loss__MAX","causalsinh - _step","causalsinh - _step__MIN","causalsinh - _step__MAX"
"82899","0.12716105580329895","0.12716105580329895","0.12716105580329895","828","828","828"
"82999","0.12940937280654907","0.12940937280654907","0.12940937280654907","829","829","829"
"83099","0.1214757114648819","0.1214757114648819","0.1214757114648819","830","830","830"
"83199","0.12699653208255768","0.12699653208255768","0.12699653208255768","831","831","831"
"83299","0.11883315443992615","0.11883315443992615","0.11883315443992615","832","832","832"
"83399","0.12263146787881851","0.12263146787881851","0.12263146787881851","833","833","833"
"83499","0.12962406873703003","0.12962406873703003","0.12962406873703003","834","834","834"
"83599","0.12264981865882874","0.12264981865882874","0.12264981865882874","835","835","835"
"83699","0.1284027099609375","0.1284027099609375","0.1284027099609375","836","836","836"
"83799","0.12620247900485992","0.12620247900485992","0.12620247900485992","837","837","837"
"83899","0.1310122162103653","0.1310122162103653","0.1310122162103653","838","838","838"
"83999","0.1228063702583313","0.1228063702583313","0.1228063702583313","839","839","839"
"84099","0.12535469233989716","0.12535469233989716","0.12535469233989716","840","840","840"
"84199","0.1251411736011505","0.1251411736011505","0.1251411736011505","841","841","841"
"84299","0.12429583817720413","0.12429583817720413","0.12429583817720413","842","842","842"
"84399","0.12038128823041916","0.12038128823041916","0.12038128823041916","843","843","843"
"84499","0.12740354239940643","0.12740354239940643","0.12740354239940643","844","844","844"
"84599","0.126640185713768","0.126640185713768","0.126640185713768","845","845","845"
"84699","0.1229262575507164","0.1229262575507164","0.1229262575507164","846","846","846"
"84799","0.1265772581100464","0.1265772581100464","0.1265772581100464","847","847","847"
"84899","0.12656688690185547","0.12656688690185547","0.12656688690185547","848","848","848"
"84999","0.12557725608348846","0.12557725608348846","0.12557725608348846","849","849","849"
"85099","0.12469859421253204","0.12469859421253204","0.12469859421253204","850","850","850"
"85199","0.1256071776151657","0.1256071776151657","0.1256071776151657","851","851","851"
"85299","0.12193642556667328","0.12193642556667328","0.12193642556667328","852","852","852"
"85399","0.12771666049957275","0.12771666049957275","0.12771666049957275","853","853","853"
"85499","0.1257404386997223","0.1257404386997223","0.1257404386997223","854","854","854"
"85599","0.1243823990225792","0.1243823990225792","0.1243823990225792","855","855","855"
"85699","0.11561684310436249","0.11561684310436249","0.11561684310436249","856","856","856"
"85799","0.1235443726181984","0.1235443726181984","0.1235443726181984","857","857","857"
"85899","0.12467429786920547","0.12467429786920547","0.12467429786920547","858","858","858"
"85999","0.1253998875617981","0.1253998875617981","0.1253998875617981","859","859","859"
"86099","0.12054318934679031","0.12054318934679031","0.12054318934679031","860","860","860"
"86199","0.12190372496843338","0.12190372496843338","0.12190372496843338","861","861","861"
"86299","0.12240690737962723","0.12240690737962723","0.12240690737962723","862","862","862"
"86399","0.12233389914035797","0.12233389914035797","0.12233389914035797","863","863","863"
"86499","0.12712647020816803","0.12712647020816803","0.12712647020816803","864","864","864"
"86599","0.13077962398529053","0.13077962398529053","0.13077962398529053","865","865","865"
"86699","0.12347996979951859","0.12347996979951859","0.12347996979951859","866","866","866"
"86799","0.11805929988622665","0.11805929988622665","0.11805929988622665","867","867","867"
"86899","0.12560413777828217","0.12560413777828217","0.12560413777828217","868","868","868"
"86999","0.12500740587711334","0.12500740587711334","0.12500740587711334","869","869","869"
"87099","0.1251857876777649","0.1251857876777649","0.1251857876777649","870","870","870"
"87199","0.12621094286441803","0.12621094286441803","0.12621094286441803","871","871","871"
"87299","0.12632599472999573","0.12632599472999573","0.12632599472999573","872","872","872"
"87399","0.1280287355184555","0.1280287355184555","0.1280287355184555","873","873","873"
"87499","0.12717017531394958","0.12717017531394958","0.12717017531394958","874","874","874"
"87599","0.12924395501613617","0.12924395501613617","0.12924395501613617","875","875","875"
"87699","0.12707620859146118","0.12707620859146118","0.12707620859146118","876","876","876"
"87799","0.12662862241268158","0.12662862241268158","0.12662862241268158","877","877","877"
"87899","0.12322936207056046","0.12322936207056046","0.12322936207056046","878","878","878"
"87999","0.1302136927843094","0.1302136927843094","0.1302136927843094","879","879","879"
"88099","0.1250009536743164","0.1250009536743164","0.1250009536743164","880","880","880"
"88199","0.12451045960187912","0.12451045960187912","0.12451045960187912","881","881","881"
"88299","0.11924722045660019","0.11924722045660019","0.11924722045660019","882","882","882"
"88399","0.11801368743181229","0.11801368743181229","0.11801368743181229","883","883","883"
"88499","0.1255207359790802","0.1255207359790802","0.1255207359790802","884","884","884"
"88599","0.12307115644216537","0.12307115644216537","0.12307115644216537","885","885","885"
"88699","0.13108175992965698","0.13108175992965698","0.13108175992965698","886","886","886"
"88799","0.1240810677409172","0.1240810677409172","0.1240810677409172","887","887","887"
"88899","0.1208922266960144","0.1208922266960144","0.1208922266960144","888","888","888"
"88999","0.13071121275424957","0.13071121275424957","0.13071121275424957","889","889","889"
"89099","0.12596401572227478","0.12596401572227478","0.12596401572227478","890","890","890"
"89199","0.12913420796394348","0.12913420796394348","0.12913420796394348","891","891","891"
"89299","0.1259240359067917","0.1259240359067917","0.1259240359067917","892","892","892"
"89399","0.12066565454006195","0.12066565454006195","0.12066565454006195","893","893","893"
"89499","0.12062757462263107","0.12062757462263107","0.12062757462263107","894","894","894"
"89599","0.12334923446178436","0.12334923446178436","0.12334923446178436","895","895","895"
"89699","0.12610682845115662","0.12610682845115662","0.12610682845115662","896","896","896"
"89799","0.1273123025894165","0.1273123025894165","0.1273123025894165","897","897","897"
"89899","0.1277410238981247","0.1277410238981247","0.1277410238981247","898","898","898"
"89999","0.12389674782752991","0.12389674782752991","0.12389674782752991","899","899","899"
"90099","0.12347056716680527","0.12347056716680527","0.12347056716680527","900","900","900"
"90199","0.12320610880851746","0.12320610880851746","0.12320610880851746","901","901","901"
"90299","0.12374188750982285","0.12374188750982285","0.12374188750982285","902","902","902"
"90399","0.12492091953754425","0.12492091953754425","0.12492091953754425","903","903","903"
"90499","0.11690101772546768","0.11690101772546768","0.11690101772546768","904","904","904"
"90599","0.1177496537566185","0.1177496537566185","0.1177496537566185","905","905","905"
"90699","0.11620417982339859","0.11620417982339859","0.11620417982339859","906","906","906"
"90799","0.12188534438610077","0.12188534438610077","0.12188534438610077","907","907","907"
"90899","0.12714092433452606","0.12714092433452606","0.12714092433452606","908","908","908"
"90999","0.11974382400512695","0.11974382400512695","0.11974382400512695","909","909","909"
"91099","0.12208324670791626","0.12208324670791626","0.12208324670791626","910","910","910"
"91199","0.12348366528749466","0.12348366528749466","0.12348366528749466","911","911","911"
"91299","0.12624119222164154","0.12624119222164154","0.12624119222164154","912","912","912"
"91399","0.12770335376262665","0.12770335376262665","0.12770335376262665","913","913","913"
"91499","0.12252786010503769","0.12252786010503769","0.12252786010503769","914","914","914"
"91599","0.12818269431591034","0.12818269431591034","0.12818269431591034","915","915","915"
"91699","0.12787336111068726","0.12787336111068726","0.12787336111068726","916","916","916"
"91799","0.12714603543281555","0.12714603543281555","0.12714603543281555","917","917","917"
"91899","0.12772071361541748","0.12772071361541748","0.12772071361541748","918","918","918"
"91999","0.11932237446308136","0.11932237446308136","0.11932237446308136","919","919","919"
"92099","0.12639617919921875","0.12639617919921875","0.12639617919921875","920","920","920"
"92199","0.12407129257917404","0.12407129257917404","0.12407129257917404","921","921","921"
"92299","0.13041768968105316","0.13041768968105316","0.13041768968105316","922","922","922"
"92399","0.12186767905950546","0.12186767905950546","0.12186767905950546","923","923","923"
"92499","0.12358150631189346","0.12358150631189346","0.12358150631189346","924","924","924"
"92599","0.129191055893898","0.129191055893898","0.129191055893898","925","925","925"
"92699","0.13119454681873322","0.13119454681873322","0.13119454681873322","926","926","926"
"92799","0.12357281148433685","0.12357281148433685","0.12357281148433685","927","927","927"
"92899","0.12499279528856277","0.12499279528856277","0.12499279528856277","928","928","928"
"92999","0.12535052001476288","0.12535052001476288","0.12535052001476288","929","929","929"
"93099","0.12236008048057556","0.12236008048057556","0.12236008048057556","930","930","930"
"93199","0.12660567462444305","0.12660567462444305","0.12660567462444305","931","931","931"
"93299","0.12606340646743774","0.12606340646743774","0.12606340646743774","932","932","932"
"93399","0.1248452216386795","0.1248452216386795","0.1248452216386795","933","933","933"
"93499","0.12253622710704803","0.12253622710704803","0.12253622710704803","934","934","934"
"93599","0.11957284808158875","0.11957284808158875","0.11957284808158875","935","935","935"
"93699","0.11799824237823486","0.11799824237823486","0.11799824237823486","936","936","936"
"93799","0.12078557908535004","0.12078557908535004","0.12078557908535004","937","937","937"
"93899","0.12666265666484833","0.12666265666484833","0.12666265666484833","938","938","938"
"93999","0.12871329486370087","0.12871329486370087","0.12871329486370087","939","939","939"
"94099","0.12082426249980927","0.12082426249980927","0.12082426249980927","940","940","940"
"94199","0.11653555929660797","0.11653555929660797","0.11653555929660797","941","941","941"
"94299","0.12523537874221802","0.12523537874221802","0.12523537874221802","942","942","942"
"94399","0.12178218364715576","0.12178218364715576","0.12178218364715576","943","943","943"
"94499","0.1260201334953308","0.1260201334953308","0.1260201334953308","944","944","944"
"94599","0.12207017838954926","0.12207017838954926","0.12207017838954926","945","945","945"
"94699","0.12465150654315948","0.12465150654315948","0.12465150654315948","946","946","946"
"94799","0.12570536136627197","0.12570536136627197","0.12570536136627197","947","947","947"
"94899","0.11831066012382507","0.11831066012382507","0.11831066012382507","948","948","948"
"94999","0.12992680072784424","0.12992680072784424","0.12992680072784424","949","949","949"
"95099","0.12491030991077423","0.12491030991077423","0.12491030991077423","950","950","950"
"95199","0.1185322180390358","0.1185322180390358","0.1185322180390358","951","951","951"
"95299","0.11692386120557785","0.11692386120557785","0.11692386120557785","952","952","952"
"95399","0.12281753122806549","0.12281753122806549","0.12281753122806549","953","953","953"
"95499","0.1198132261633873","0.1198132261633873","0.1198132261633873","954","954","954"
"95599","0.12542828917503357","0.12542828917503357","0.12542828917503357","955","955","955"
"95699","0.12714362144470215","0.12714362144470215","0.12714362144470215","956","956","956"
"95799","0.1253594607114792","0.1253594607114792","0.1253594607114792","957","957","957"
"95899","0.12337823212146759","0.12337823212146759","0.12337823212146759","958","958","958"
"95999","0.12723694741725922","0.12723694741725922","0.12723694741725922","959","959","959"
"96099","0.12287778407335281","0.12287778407335281","0.12287778407335281","960","960","960"
"96199","0.11953366547822952","0.11953366547822952","0.11953366547822952","961","961","961"
"96299","0.11990638077259064","0.11990638077259064","0.11990638077259064","962","962","962"
"96399","0.12031227350234985","0.12031227350234985","0.12031227350234985","963","963","963"
"96499","0.11820237338542938","0.11820237338542938","0.11820237338542938","964","964","964"
"96599","0.12206380069255829","0.12206380069255829","0.12206380069255829","965","965","965"
"96699","0.12136788666248322","0.12136788666248322","0.12136788666248322","966","966","966"
"96799","0.1274859756231308","0.1274859756231308","0.1274859756231308","967","967","967"
"96899","0.12325292080640793","0.12325292080640793","0.12325292080640793","968","968","968"
"96999","0.12048285454511642","0.12048285454511642","0.12048285454511642","969","969","969"
"97099","0.12098868936300278","0.12098868936300278","0.12098868936300278","970","970","970"
"97199","0.12295491248369217","0.12295491248369217","0.12295491248369217","971","971","971"
"97299","0.12699954211711884","0.12699954211711884","0.12699954211711884","972","972","972"
"97399","0.1275942623615265","0.1275942623615265","0.1275942623615265","973","973","973"
"97499","0.12406021356582642","0.12406021356582642","0.12406021356582642","974","974","974"
"97599","0.12408509105443954","0.12408509105443954","0.12408509105443954","975","975","975"
"97699","0.12372849881649017","0.12372849881649017","0.12372849881649017","976","976","976"
"97799","0.1250726282596588","0.1250726282596588","0.1250726282596588","977","977","977"
"97899","0.12940484285354614","0.12940484285354614","0.12940484285354614","978","978","978"
"97999","0.11843202263116837","0.11843202263116837","0.11843202263116837","979","979","979"
"98099","0.1227019801735878","0.1227019801735878","0.1227019801735878","980","980","980"
"98199","0.12377381324768066","0.12377381324768066","0.12377381324768066","981","981","981"
"98299","0.11755865812301636","0.11755865812301636","0.11755865812301636","982","982","982"
"98399","0.12251797318458557","0.12251797318458557","0.12251797318458557","983","983","983"
"98499","0.1240069642663002","0.1240069642663002","0.1240069642663002","984","984","984"
"98599","0.1275143027305603","0.1275143027305603","0.1275143027305603","985","985","985"
"98699","0.12727731466293335","0.12727731466293335","0.12727731466293335","986","986","986"
"98799","0.11976990103721619","0.11976990103721619","0.11976990103721619","987","987","987"
"98899","0.12078718096017838","0.12078718096017838","0.12078718096017838","988","988","988"
"98999","0.12385397404432297","0.12385397404432297","0.12385397404432297","989","989","989"
"99099","0.12356497347354889","0.12356497347354889","0.12356497347354889","990","990","990"
"99199","0.1178571805357933","0.1178571805357933","0.1178571805357933","991","991","991"
"99299","0.1250724196434021","0.1250724196434021","0.1250724196434021","992","992","992"
"99399","0.12450042366981506","0.12450042366981506","0.12450042366981506","993","993","993"
"99499","0.11861056089401245","0.11861056089401245","0.11861056089401245","994","994","994"
"99599","0.11953748762607574","0.11953748762607574","0.11953748762607574","995","995","995"
"99699","0.12544424831867218","0.12544424831867218","0.12544424831867218","996","996","996"
"99799","0.12341881543397903","0.12341881543397903","0.12341881543397903","997","997","997"
"99899","0.12705199420452118","0.12705199420452118","0.12705199420452118","998","998","998"
"99999","0.12257716059684753","0.12257716059684753","0.12257716059684753","999","999","999"
"100099","0.12323777377605438","0.12323777377605438","0.12323777377605438","1000","1000","1000"
"100199","0.12332076579332352","0.12332076579332352","0.12332076579332352","1001","1001","1001"
"100299","0.1220511719584465","0.1220511719584465","0.1220511719584465","1002","1002","1002"
"100399","0.11864721775054932","0.11864721775054932","0.11864721775054932","1003","1003","1003"
"100499","0.11902585625648499","0.11902585625648499","0.11902585625648499","1004","1004","1004"
"100599","0.12377087771892548","0.12377087771892548","0.12377087771892548","1005","1005","1005"
"100699","0.12078281491994858","0.12078281491994858","0.12078281491994858","1006","1006","1006"
"100799","0.12560634315013885","0.12560634315013885","0.12560634315013885","1007","1007","1007"
"100899","0.1248571053147316","0.1248571053147316","0.1248571053147316","1008","1008","1008"
"100999","0.12594199180603027","0.12594199180603027","0.12594199180603027","1009","1009","1009"
"101099","0.12127719819545746","0.12127719819545746","0.12127719819545746","1010","1010","1010"
"101199","0.12416209280490875","0.12416209280490875","0.12416209280490875","1011","1011","1011"
"101299","0.13170921802520752","0.13170921802520752","0.13170921802520752","1012","1012","1012"
"101399","0.11875535547733307","0.11875535547733307","0.11875535547733307","1013","1013","1013"
"101499","0.11909974366426468","0.11909974366426468","0.11909974366426468","1014","1014","1014"
"101599","0.12494107335805893","0.12494107335805893","0.12494107335805893","1015","1015","1015"
"101699","0.12071794271469116","0.12071794271469116","0.12071794271469116","1016","1016","1016"
"101799","0.1354873776435852","0.1354873776435852","0.1354873776435852","1017","1017","1017"
"101899","0.11890257149934769","0.11890257149934769","0.11890257149934769","1018","1018","1018"
"101999","0.12116260826587677","0.12116260826587677","0.12116260826587677","1019","1019","1019"
"102099","0.12204448133707047","0.12204448133707047","0.12204448133707047","1020","1020","1020"
"102199","0.1251387596130371","0.1251387596130371","0.1251387596130371","1021","1021","1021"
"102299","0.12412833422422409","0.12412833422422409","0.12412833422422409","1022","1022","1022"
"102399","0.12721866369247437","0.12721866369247437","0.12721866369247437","1023","1023","1023"
"102499","0.12077416479587555","0.12077416479587555","0.12077416479587555","1024","1024","1024"
"102599","0.12292493879795074","0.12292493879795074","0.12292493879795074","1025","1025","1025"
"102699","0.1226968914270401","0.1226968914270401","0.1226968914270401","1026","1026","1026"
"102799","0.1208154559135437","0.1208154559135437","0.1208154559135437","1027","1027","1027"
"102899","0.11947743594646454","0.11947743594646454","0.11947743594646454","1028","1028","1028"
"102999","0.11325233429670334","0.11325233429670334","0.11325233429670334","1029","1029","1029"
"103099","0.1293618232011795","0.1293618232011795","0.1293618232011795","1030","1030","1030"
"103199","0.12177666276693344","0.12177666276693344","0.12177666276693344","1031","1031","1031"
"103299","0.12931282818317413","0.12931282818317413","0.12931282818317413","1032","1032","1032"
"103399","0.12963278591632843","0.12963278591632843","0.12963278591632843","1033","1033","1033"
"103499","0.1227223351597786","0.1227223351597786","0.1227223351597786","1034","1034","1034"
"103599","0.12455366551876068","0.12455366551876068","0.12455366551876068","1035","1035","1035"
"103699","0.11731790751218796","0.11731790751218796","0.11731790751218796","1036","1036","1036"
"103799","0.12522101402282715","0.12522101402282715","0.12522101402282715","1037","1037","1037"
"103899","0.12168172001838684","0.12168172001838684","0.12168172001838684","1038","1038","1038"
"103999","0.1279907077550888","0.1279907077550888","0.1279907077550888","1039","1039","1039"
"104099","0.12536218762397766","0.12536218762397766","0.12536218762397766","1040","1040","1040"
"104199","0.11920038610696793","0.11920038610696793","0.11920038610696793","1041","1041","1041"
"104299","0.12725885212421417","0.12725885212421417","0.12725885212421417","1042","1042","1042"
"104399","0.12240466475486755","0.12240466475486755","0.12240466475486755","1043","1043","1043"
"104499","0.11525986343622208","0.11525986343622208","0.11525986343622208","1044","1044","1044"
"104599","0.12532292306423187","0.12532292306423187","0.12532292306423187","1045","1045","1045"
"104699","0.12016042321920395","0.12016042321920395","0.12016042321920395","1046","1046","1046"
"104799","0.12791278958320618","0.12791278958320618","0.12791278958320618","1047","1047","1047"
"104899","0.11976245790719986","0.11976245790719986","0.11976245790719986","1048","1048","1048"
"104999","0.11843420565128326","0.11843420565128326","0.11843420565128326","1049","1049","1049"
"105099","0.12281039357185364","0.12281039357185364","0.12281039357185364","1050","1050","1050"
"105199","0.12775883078575134","0.12775883078575134","0.12775883078575134","1051","1051","1051"
"105299","0.11769481003284454","0.11769481003284454","0.11769481003284454","1052","1052","1052"
"105399","0.12709921598434448","0.12709921598434448","0.12709921598434448","1053","1053","1053"
"105499","0.12324269860982895","0.12324269860982895","0.12324269860982895","1054","1054","1054"
"105599","0.12636494636535645","0.12636494636535645","0.12636494636535645","1055","1055","1055"
"105699","0.11949542909860611","0.11949542909860611","0.11949542909860611","1056","1056","1056"
"105799","0.11598033457994461","0.11598033457994461","0.11598033457994461","1057","1057","1057"
"105899","0.11623363196849823","0.11623363196849823","0.11623363196849823","1058","1058","1058"
"105999","0.13562966883182526","0.13562966883182526","0.13562966883182526","1059","1059","1059"
"106099","0.11840139329433441","0.11840139329433441","0.11840139329433441","1060","1060","1060"
"106199","0.11938075721263885","0.11938075721263885","0.11938075721263885","1061","1061","1061"
"106299","0.12468335032463074","0.12468335032463074","0.12468335032463074","1062","1062","1062"
"106399","0.11788903176784515","0.11788903176784515","0.11788903176784515","1063","1063","1063"
"106499","0.12884333729743958","0.12884333729743958","0.12884333729743958","1064","1064","1064"
"106599","0.11871176213026047","0.11871176213026047","0.11871176213026047","1065","1065","1065"
"106699","0.12752874195575714","0.12752874195575714","0.12752874195575714","1066","1066","1066"
"106799","0.12105118483304977","0.12105118483304977","0.12105118483304977","1067","1067","1067"
"106899","0.11897946149110794","0.11897946149110794","0.11897946149110794","1068","1068","1068"
"106999","0.12239443510770798","0.12239443510770798","0.12239443510770798","1069","1069","1069"
"107099","0.12548218667507172","0.12548218667507172","0.12548218667507172","1070","1070","1070"
"107199","0.12688542902469635","0.12688542902469635","0.12688542902469635","1071","1071","1071"
"107299","0.12797904014587402","0.12797904014587402","0.12797904014587402","1072","1072","1072"
"107399","0.12061531096696854","0.12061531096696854","0.12061531096696854","1073","1073","1073"
"107499","0.12035093456506729","0.12035093456506729","0.12035093456506729","1074","1074","1074"
"107599","0.12212499976158142","0.12212499976158142","0.12212499976158142","1075","1075","1075"
"107699","0.12093618512153625","0.12093618512153625","0.12093618512153625","1076","1076","1076"
"107799","0.11905281990766525","0.11905281990766525","0.11905281990766525","1077","1077","1077"
"107899","0.12522614002227783","0.12522614002227783","0.12522614002227783","1078","1078","1078"
"107999","0.123766228556633","0.123766228556633","0.123766228556633","1079","1079","1079"
"108099","0.1205945611000061","0.1205945611000061","0.1205945611000061","1080","1080","1080"
"108199","0.12405125796794891","0.12405125796794891","0.12405125796794891","1081","1081","1081"
"108299","0.11995404213666916","0.11995404213666916","0.11995404213666916","1082","1082","1082"
"108399","0.12267650663852692","0.12267650663852692","0.12267650663852692","1083","1083","1083"
"108499","0.11843128502368927","0.11843128502368927","0.11843128502368927","1084","1084","1084"
"108599","0.12305835634469986","0.12305835634469986","0.12305835634469986","1085","1085","1085"
"108699","0.11973845213651657","0.11973845213651657","0.11973845213651657","1086","1086","1086"
"108799","0.12549377977848053","0.12549377977848053","0.12549377977848053","1087","1087","1087"
"108899","0.12331858277320862","0.12331858277320862","0.12331858277320862","1088","1088","1088"
"108999","0.121071957051754","0.121071957051754","0.121071957051754","1089","1089","1089"
"109099","0.12129709124565125","0.12129709124565125","0.12129709124565125","1090","1090","1090"
"109199","0.12619821727275848","0.12619821727275848","0.12619821727275848","1091","1091","1091"
"109299","0.12389375269412994","0.12389375269412994","0.12389375269412994","1092","1092","1092"
"109399","0.12270551919937134","0.12270551919937134","0.12270551919937134","1093","1093","1093"
"109499","0.12454621493816376","0.12454621493816376","0.12454621493816376","1094","1094","1094"
"109599","0.12800182402133942","0.12800182402133942","0.12800182402133942","1095","1095","1095"
"109699","0.12012887746095657","0.12012887746095657","0.12012887746095657","1096","1096","1096"
"109799","0.11781628429889679","0.11781628429889679","0.11781628429889679","1097","1097","1097"
"109899","0.11565009504556656","0.11565009504556656","0.11565009504556656","1098","1098","1098"
"109999","0.1266498565673828","0.1266498565673828","0.1266498565673828","1099","1099","1099"
"110099","0.1153474748134613","0.1153474748134613","0.1153474748134613","1100","1100","1100"
"110199","0.1212841048836708","0.1212841048836708","0.1212841048836708","1101","1101","1101"
"110299","0.12275820225477219","0.12275820225477219","0.12275820225477219","1102","1102","1102"
"110399","0.1238296702504158","0.1238296702504158","0.1238296702504158","1103","1103","1103"
"110499","0.12205781787633896","0.12205781787633896","0.12205781787633896","1104","1104","1104"
"110599","0.12499956041574478","0.12499956041574478","0.12499956041574478","1105","1105","1105"
"110699","0.1276637762784958","0.1276637762784958","0.1276637762784958","1106","1106","1106"
"110799","0.12265963852405548","0.12265963852405548","0.12265963852405548","1107","1107","1107"
"110899","0.12020581215620041","0.12020581215620041","0.12020581215620041","1108","1108","1108"
"110999","0.12374678254127502","0.12374678254127502","0.12374678254127502","1109","1109","1109"
"111099","0.11955507099628448","0.11955507099628448","0.11955507099628448","1110","1110","1110"
"111199","0.11594527214765549","0.11594527214765549","0.11594527214765549","1111","1111","1111"
"111299","0.12382934242486954","0.12382934242486954","0.12382934242486954","1112","1112","1112"
"111399","0.12253521382808685","0.12253521382808685","0.12253521382808685","1113","1113","1113"
"111499","0.12859903275966644","0.12859903275966644","0.12859903275966644","1114","1114","1114"
"111599","0.12348762899637222","0.12348762899637222","0.12348762899637222","1115","1115","1115"
"111699","0.12205185741186142","0.12205185741186142","0.12205185741186142","1116","1116","1116"
"111799","0.12547457218170166","0.12547457218170166","0.12547457218170166","1117","1117","1117"
"111899","0.12093178182840347","0.12093178182840347","0.12093178182840347","1118","1118","1118"
"111999","0.11896650493144989","0.11896650493144989","0.11896650493144989","1119","1119","1119"
"112099","0.1289699375629425","0.1289699375629425","0.1289699375629425","1120","1120","1120"
"112199","0.11548976600170135","0.11548976600170135","0.11548976600170135","1121","1121","1121"
"112299","0.12382641434669495","0.12382641434669495","0.12382641434669495","1122","1122","1122"
"112399","0.12030409276485443","0.12030409276485443","0.12030409276485443","1123","1123","1123"
"112499","0.12359606474637985","0.12359606474637985","0.12359606474637985","1124","1124","1124"
"112599","0.12281247228384018","0.12281247228384018","0.12281247228384018","1125","1125","1125"
"112699","0.1256086826324463","0.1256086826324463","0.1256086826324463","1126","1126","1126"
"112799","0.11824306100606918","0.11824306100606918","0.11824306100606918","1127","1127","1127"
"112899","0.11999814957380295","0.11999814957380295","0.11999814957380295","1128","1128","1128"
"112999","0.12064623832702637","0.12064623832702637","0.12064623832702637","1129","1129","1129"
"113099","0.1235559806227684","0.1235559806227684","0.1235559806227684","1130","1130","1130"
"113199","0.12193668633699417","0.12193668633699417","0.12193668633699417","1131","1131","1131"
"113299","0.1256721317768097","0.1256721317768097","0.1256721317768097","1132","1132","1132"
"113399","0.1257392317056656","0.1257392317056656","0.1257392317056656","1133","1133","1133"
"113499","0.11654625087976456","0.11654625087976456","0.11654625087976456","1134","1134","1134"
"113599","0.12100104987621307","0.12100104987621307","0.12100104987621307","1135","1135","1135"
"113699","0.11709024757146835","0.11709024757146835","0.11709024757146835","1136","1136","1136"
"113799","0.12791025638580322","0.12791025638580322","0.12791025638580322","1137","1137","1137"
"113899","0.12449987977743149","0.12449987977743149","0.12449987977743149","1138","1138","1138"
"113999","0.13184207677841187","0.13184207677841187","0.13184207677841187","1139","1139","1139"
"114099","0.11986469477415085","0.11986469477415085","0.11986469477415085","1140","1140","1140"
"114199","0.11880345642566681","0.11880345642566681","0.11880345642566681","1141","1141","1141"
"114299","0.12232299894094467","0.12232299894094467","0.12232299894094467","1142","1142","1142"
"114399","0.11540146917104721","0.11540146917104721","0.11540146917104721","1143","1143","1143"
"114499","0.12484970688819885","0.12484970688819885","0.12484970688819885","1144","1144","1144"
"114599","0.11853738129138947","0.11853738129138947","0.11853738129138947","1145","1145","1145"
"114699","0.12641854584217072","0.12641854584217072","0.12641854584217072","1146","1146","1146"
"114799","0.11921717971563339","0.11921717971563339","0.11921717971563339","1147","1147","1147"
"114899","0.1202671080827713","0.1202671080827713","0.1202671080827713","1148","1148","1148"
"114999","0.11977329105138779","0.11977329105138779","0.11977329105138779","1149","1149","1149"
"115099","0.12311814725399017","0.12311814725399017","0.12311814725399017","1150","1150","1150"
"115199","0.12688609957695007","0.12688609957695007","0.12688609957695007","1151","1151","1151"
"115299","0.1283697634935379","0.1283697634935379","0.1283697634935379","1152","1152","1152"
"115399","0.1262313574552536","0.1262313574552536","0.1262313574552536","1153","1153","1153"
"115499","0.12490998953580856","0.12490998953580856","0.12490998953580856","1154","1154","1154"
"115599","0.12441904842853546","0.12441904842853546","0.12441904842853546","1155","1155","1155"
"115699","0.12133091688156128","0.12133091688156128","0.12133091688156128","1156","1156","1156"
"115799","0.11979490518569946","0.11979490518569946","0.11979490518569946","1157","1157","1157"
"115899","0.11794547736644745","0.11794547736644745","0.11794547736644745","1158","1158","1158"
"115999","0.11832154542207718","0.11832154542207718","0.11832154542207718","1159","1159","1159"
"116099","0.12251321226358414","0.12251321226358414","0.12251321226358414","1160","1160","1160"
"116199","0.12503133714199066","0.12503133714199066","0.12503133714199066","1161","1161","1161"
"116299","0.12249378114938736","0.12249378114938736","0.12249378114938736","1162","1162","1162"
"116399","0.12445048987865448","0.12445048987865448","0.12445048987865448","1163","1163","1163"
"116499","0.12289628386497498","0.12289628386497498","0.12289628386497498","1164","1164","1164"
"116599","0.12688137590885162","0.12688137590885162","0.12688137590885162","1165","1165","1165"
"116699","0.1224857047200203","0.1224857047200203","0.1224857047200203","1166","1166","1166"
"116799","0.11977802217006683","0.11977802217006683","0.11977802217006683","1167","1167","1167"
"116899","0.12155526131391525","0.12155526131391525","0.12155526131391525","1168","1168","1168"
"116999","0.1162380650639534","0.1162380650639534","0.1162380650639534","1169","1169","1169"
"117099","0.1266797035932541","0.1266797035932541","0.1266797035932541","1170","1170","1170"
"117199","0.13022391498088837","0.13022391498088837","0.13022391498088837","1171","1171","1171"
"117299","0.12709634006023407","0.12709634006023407","0.12709634006023407","1172","1172","1172"
"117399","0.12809477746486664","0.12809477746486664","0.12809477746486664","1173","1173","1173"
"117499","0.11907387524843216","0.11907387524843216","0.11907387524843216","1174","1174","1174"
"117599","0.12219426780939102","0.12219426780939102","0.12219426780939102","1175","1175","1175"
"117699","0.12235620617866516","0.12235620617866516","0.12235620617866516","1176","1176","1176"
"117799","0.11903239041566849","0.11903239041566849","0.11903239041566849","1177","1177","1177"
"117899","0.12159478664398193","0.12159478664398193","0.12159478664398193","1178","1178","1178"
"117999","0.12001647055149078","0.12001647055149078","0.12001647055149078","1179","1179","1179"
