"trainer/global_step","causal_mid - train_loss","causal_mid - train_loss__MIN","causal_mid - train_loss__MAX","causal_mid - _step","causal_mid - _step__MIN","causal_mid - _step__MAX"
"50099","0.13465426862239838","0.13465426862239838","0.13465426862239838","500","500","500"
"50199","0.1341860145330429","0.1341860145330429","0.1341860145330429","501","501","501"
"50299","0.1357606202363968","0.1357606202363968","0.1357606202363968","502","502","502"
"50399","0.1353701800107956","0.1353701800107956","0.1353701800107956","503","503","503"
"50499","0.13897089660167694","0.13897089660167694","0.13897089660167694","504","504","504"
"50599","0.1333431601524353","0.1333431601524353","0.1333431601524353","505","505","505"
"50699","0.1397002637386322","0.1397002637386322","0.1397002637386322","506","506","506"
"50799","0.13597671687602997","0.13597671687602997","0.13597671687602997","507","507","507"
"50899","0.13847756385803223","0.13847756385803223","0.13847756385803223","508","508","508"
"50999","0.13726982474327087","0.13726982474327087","0.13726982474327087","509","509","509"
"51099","0.1318037211894989","0.1318037211894989","0.1318037211894989","510","510","510"
"51199","0.13822633028030396","0.13822633028030396","0.13822633028030396","511","511","511"
"51299","0.1366690993309021","0.1366690993309021","0.1366690993309021","512","512","512"
"51399","0.13231368362903595","0.13231368362903595","0.13231368362903595","513","513","513"
"51499","0.14026251435279846","0.14026251435279846","0.14026251435279846","514","514","514"
"51599","0.13619107007980347","0.13619107007980347","0.13619107007980347","515","515","515"
"51699","0.13531827926635742","0.13531827926635742","0.13531827926635742","516","516","516"
"51799","0.13963831961154938","0.13963831961154938","0.13963831961154938","517","517","517"
"51899","0.13756206631660461","0.13756206631660461","0.13756206631660461","518","518","518"
"51999","0.13560792803764343","0.13560792803764343","0.13560792803764343","519","519","519"
"52099","0.1358650177717209","0.1358650177717209","0.1358650177717209","520","520","520"
"52199","0.1364743858575821","0.1364743858575821","0.1364743858575821","521","521","521"
"52299","0.13732828199863434","0.13732828199863434","0.13732828199863434","522","522","522"
"52399","0.13275080919265747","0.13275080919265747","0.13275080919265747","523","523","523"
"52499","0.13512107729911804","0.13512107729911804","0.13512107729911804","524","524","524"
"52599","0.1395065039396286","0.1395065039396286","0.1395065039396286","525","525","525"
"52699","0.13321718573570251","0.13321718573570251","0.13321718573570251","526","526","526"
"52799","0.14601539075374603","0.14601539075374603","0.14601539075374603","527","527","527"
"52899","0.13995054364204407","0.13995054364204407","0.13995054364204407","528","528","528"
"52999","0.13573382794857025","0.13573382794857025","0.13573382794857025","529","529","529"
"53099","0.13375966250896454","0.13375966250896454","0.13375966250896454","530","530","530"
"53199","0.1347605288028717","0.1347605288028717","0.1347605288028717","531","531","531"
"53299","0.1342739760875702","0.1342739760875702","0.1342739760875702","532","532","532"
"53399","0.13982035219669342","0.13982035219669342","0.13982035219669342","533","533","533"
"53499","0.13038992881774902","0.13038992881774902","0.13038992881774902","534","534","534"
"53599","0.1353721171617508","0.1353721171617508","0.1353721171617508","535","535","535"
"53699","0.13746875524520874","0.13746875524520874","0.13746875524520874","536","536","536"
"53799","0.1386304348707199","0.1386304348707199","0.1386304348707199","537","537","537"
"53899","0.1428166776895523","0.1428166776895523","0.1428166776895523","538","538","538"
"53999","0.13523103296756744","0.13523103296756744","0.13523103296756744","539","539","539"
"54099","0.14439232647418976","0.14439232647418976","0.14439232647418976","540","540","540"
"54199","0.13176733255386353","0.13176733255386353","0.13176733255386353","541","541","541"
"54299","0.14049820601940155","0.14049820601940155","0.14049820601940155","542","542","542"
"54399","0.1274072825908661","0.1274072825908661","0.1274072825908661","543","543","543"
"54499","0.13636870682239532","0.13636870682239532","0.13636870682239532","544","544","544"
"54599","0.13066330552101135","0.13066330552101135","0.13066330552101135","545","545","545"
"54699","0.1409817636013031","0.1409817636013031","0.1409817636013031","546","546","546"
"54799","0.1382351666688919","0.1382351666688919","0.1382351666688919","547","547","547"
"54899","0.13952402770519257","0.13952402770519257","0.13952402770519257","548","548","548"
"54999","0.13858117163181305","0.13858117163181305","0.13858117163181305","549","549","549"
"55099","0.1321103274822235","0.1321103274822235","0.1321103274822235","550","550","550"
"55199","0.13618828356266022","0.13618828356266022","0.13618828356266022","551","551","551"
"55299","0.1423327922821045","0.1423327922821045","0.1423327922821045","552","552","552"
"55399","0.13705527782440186","0.13705527782440186","0.13705527782440186","553","553","553"
"55499","0.13818906247615814","0.13818906247615814","0.13818906247615814","554","554","554"
"55599","0.13514693081378937","0.13514693081378937","0.13514693081378937","555","555","555"
"55699","0.13585388660430908","0.13585388660430908","0.13585388660430908","556","556","556"
"55799","0.1368257999420166","0.1368257999420166","0.1368257999420166","557","557","557"
"55899","0.13776613771915436","0.13776613771915436","0.13776613771915436","558","558","558"
"55999","0.13823442161083221","0.13823442161083221","0.13823442161083221","559","559","559"
"56099","0.13740330934524536","0.13740330934524536","0.13740330934524536","560","560","560"
"56199","0.1362633854150772","0.1362633854150772","0.1362633854150772","561","561","561"
"56299","0.14616040885448456","0.14616040885448456","0.14616040885448456","562","562","562"
"56399","0.13577760756015778","0.13577760756015778","0.13577760756015778","563","563","563"
"56499","0.13558772206306458","0.13558772206306458","0.13558772206306458","564","564","564"
"56599","0.1336066871881485","0.1336066871881485","0.1336066871881485","565","565","565"
"56699","0.13807126879692078","0.13807126879692078","0.13807126879692078","566","566","566"
"56799","0.1399785429239273","0.1399785429239273","0.1399785429239273","567","567","567"
"56899","0.14283986389636993","0.14283986389636993","0.14283986389636993","568","568","568"
"56999","0.1326664686203003","0.1326664686203003","0.1326664686203003","569","569","569"
"57099","0.12695252895355225","0.12695252895355225","0.12695252895355225","570","570","570"
"57199","0.13979928195476532","0.13979928195476532","0.13979928195476532","571","571","571"
"57299","0.13751204311847687","0.13751204311847687","0.13751204311847687","572","572","572"
"57399","0.13258512318134308","0.13258512318134308","0.13258512318134308","573","573","573"
"57499","0.1382564753293991","0.1382564753293991","0.1382564753293991","574","574","574"
"57599","0.13255243003368378","0.13255243003368378","0.13255243003368378","575","575","575"
"57699","0.13094614446163177","0.13094614446163177","0.13094614446163177","576","576","576"
"57799","0.13776886463165283","0.13776886463165283","0.13776886463165283","577","577","577"
"57899","0.13522732257843018","0.13522732257843018","0.13522732257843018","578","578","578"
"57999","0.13078059256076813","0.13078059256076813","0.13078059256076813","579","579","579"
"58099","0.13936376571655273","0.13936376571655273","0.13936376571655273","580","580","580"
"58199","0.13458459079265594","0.13458459079265594","0.13458459079265594","581","581","581"
"58299","0.13883903622627258","0.13883903622627258","0.13883903622627258","582","582","582"
"58399","0.14020393788814545","0.14020393788814545","0.14020393788814545","583","583","583"
"58499","0.1420995593070984","0.1420995593070984","0.1420995593070984","584","584","584"
"58599","0.13955464959144592","0.13955464959144592","0.13955464959144592","585","585","585"
"58699","0.13764306902885437","0.13764306902885437","0.13764306902885437","586","586","586"
"58799","0.13594074547290802","0.13594074547290802","0.13594074547290802","587","587","587"
"58899","0.136496901512146","0.136496901512146","0.136496901512146","588","588","588"
"58999","0.13986080884933472","0.13986080884933472","0.13986080884933472","589","589","589"
"59099","0.13560105860233307","0.13560105860233307","0.13560105860233307","590","590","590"
"59199","0.12958692014217377","0.12958692014217377","0.12958692014217377","591","591","591"
"59299","0.13473983108997345","0.13473983108997345","0.13473983108997345","592","592","592"
"59399","0.12859824299812317","0.12859824299812317","0.12859824299812317","593","593","593"
"59499","0.1411641389131546","0.1411641389131546","0.1411641389131546","594","594","594"
"59599","0.13372790813446045","0.13372790813446045","0.13372790813446045","595","595","595"
"59699","0.13858653604984283","0.13858653604984283","0.13858653604984283","596","596","596"
"59799","0.139046773314476","0.139046773314476","0.139046773314476","597","597","597"
"59899","0.1350613385438919","0.1350613385438919","0.1350613385438919","598","598","598"
"59999","0.13807529211044312","0.13807529211044312","0.13807529211044312","599","599","599"
"60099","0.13766023516654968","0.13766023516654968","0.13766023516654968","600","600","600"
"60199","0.13331174850463867","0.13331174850463867","0.13331174850463867","601","601","601"
"60299","0.13056038320064545","0.13056038320064545","0.13056038320064545","602","602","602"
"60399","0.1353064328432083","0.1353064328432083","0.1353064328432083","603","603","603"
"60499","0.13200902938842773","0.13200902938842773","0.13200902938842773","604","604","604"
"60599","0.13119982182979584","0.13119982182979584","0.13119982182979584","605","605","605"
"60699","0.13709962368011475","0.13709962368011475","0.13709962368011475","606","606","606"
"60799","0.13631723821163177","0.13631723821163177","0.13631723821163177","607","607","607"
"60899","0.13445334136486053","0.13445334136486053","0.13445334136486053","608","608","608"
"60999","0.13400673866271973","0.13400673866271973","0.13400673866271973","609","609","609"
"61099","0.12882328033447266","0.12882328033447266","0.12882328033447266","610","610","610"
"61199","0.1350439488887787","0.1350439488887787","0.1350439488887787","611","611","611"
"61299","0.13132385909557343","0.13132385909557343","0.13132385909557343","612","612","612"
"61399","0.13576926290988922","0.13576926290988922","0.13576926290988922","613","613","613"
"61499","0.14001372456550598","0.14001372456550598","0.14001372456550598","614","614","614"
"61599","0.1377956122159958","0.1377956122159958","0.1377956122159958","615","615","615"
"61699","0.13517554104328156","0.13517554104328156","0.13517554104328156","616","616","616"
"61799","0.14009614288806915","0.14009614288806915","0.14009614288806915","617","617","617"
"61899","0.13917763531208038","0.13917763531208038","0.13917763531208038","618","618","618"
"61999","0.13365332782268524","0.13365332782268524","0.13365332782268524","619","619","619"
"62099","0.14042767882347107","0.14042767882347107","0.14042767882347107","620","620","620"
"62199","0.12536591291427612","0.12536591291427612","0.12536591291427612","621","621","621"
"62299","0.13792520761489868","0.13792520761489868","0.13792520761489868","622","622","622"
"62399","0.1333230882883072","0.1333230882883072","0.1333230882883072","623","623","623"
"62499","0.13195346295833588","0.13195346295833588","0.13195346295833588","624","624","624"
"62599","0.1364976316690445","0.1364976316690445","0.1364976316690445","625","625","625"
"62699","0.13935334980487823","0.13935334980487823","0.13935334980487823","626","626","626"
"62799","0.133565753698349","0.133565753698349","0.133565753698349","627","627","627"
"62899","0.1359557956457138","0.1359557956457138","0.1359557956457138","628","628","628"
"62999","0.13700395822525024","0.13700395822525024","0.13700395822525024","629","629","629"
"63099","0.1416054666042328","0.1416054666042328","0.1416054666042328","630","630","630"
"63199","0.13658328354358673","0.13658328354358673","0.13658328354358673","631","631","631"
"63299","0.13513495028018951","0.13513495028018951","0.13513495028018951","632","632","632"
"63399","0.135406956076622","0.135406956076622","0.135406956076622","633","633","633"
"63499","0.13631032407283783","0.13631032407283783","0.13631032407283783","634","634","634"
"63599","0.13757649064064026","0.13757649064064026","0.13757649064064026","635","635","635"
"63699","0.13959310948848724","0.13959310948848724","0.13959310948848724","636","636","636"
"63799","0.13472293317317963","0.13472293317317963","0.13472293317317963","637","637","637"
"63899","0.130863755941391","0.130863755941391","0.130863755941391","638","638","638"
"63999","0.13369430601596832","0.13369430601596832","0.13369430601596832","639","639","639"
"64099","0.1307217925786972","0.1307217925786972","0.1307217925786972","640","640","640"
"64199","0.13693642616271973","0.13693642616271973","0.13693642616271973","641","641","641"
"64299","0.13414926826953888","0.13414926826953888","0.13414926826953888","642","642","642"
"64399","0.13341152667999268","0.13341152667999268","0.13341152667999268","643","643","643"
"64499","0.13901178538799286","0.13901178538799286","0.13901178538799286","644","644","644"
"64599","0.1359037160873413","0.1359037160873413","0.1359037160873413","645","645","645"
"64699","0.13149474561214447","0.13149474561214447","0.13149474561214447","646","646","646"
"64799","0.14204801619052887","0.14204801619052887","0.14204801619052887","647","647","647"
"64899","0.13659057021141052","0.13659057021141052","0.13659057021141052","648","648","648"
"64999","0.13232360780239105","0.13232360780239105","0.13232360780239105","649","649","649"
"65099","0.12603338062763214","0.12603338062763214","0.12603338062763214","650","650","650"
"65199","0.1328674703836441","0.1328674703836441","0.1328674703836441","651","651","651"
"65299","0.129164919257164","0.129164919257164","0.129164919257164","652","652","652"
"65399","0.13192209601402283","0.13192209601402283","0.13192209601402283","653","653","653"
"65499","0.13403426110744476","0.13403426110744476","0.13403426110744476","654","654","654"
"65599","0.1295919418334961","0.1295919418334961","0.1295919418334961","655","655","655"
"65699","0.1348773092031479","0.1348773092031479","0.1348773092031479","656","656","656"
"65799","0.13614605367183685","0.13614605367183685","0.13614605367183685","657","657","657"
"65899","0.12953169643878937","0.12953169643878937","0.12953169643878937","658","658","658"
"65999","0.1377578228712082","0.1377578228712082","0.1377578228712082","659","659","659"
"66099","0.1368219554424286","0.1368219554424286","0.1368219554424286","660","660","660"
"66199","0.13903294503688812","0.13903294503688812","0.13903294503688812","661","661","661"
"66299","0.13278117775917053","0.13278117775917053","0.13278117775917053","662","662","662"
"66399","0.13694310188293457","0.13694310188293457","0.13694310188293457","663","663","663"
"66499","0.13352663815021515","0.13352663815021515","0.13352663815021515","664","664","664"
"66599","0.13837377727031708","0.13837377727031708","0.13837377727031708","665","665","665"
"66699","0.13795919716358185","0.13795919716358185","0.13795919716358185","666","666","666"
"66799","0.13817930221557617","0.13817930221557617","0.13817930221557617","667","667","667"
"66899","0.1378391534090042","0.1378391534090042","0.1378391534090042","668","668","668"
"66999","0.1364516317844391","0.1364516317844391","0.1364516317844391","669","669","669"
"67099","0.13541266322135925","0.13541266322135925","0.13541266322135925","670","670","670"
"67199","0.13245168328285217","0.13245168328285217","0.13245168328285217","671","671","671"
"67299","0.13179655373096466","0.13179655373096466","0.13179655373096466","672","672","672"
"67399","0.13162817060947418","0.13162817060947418","0.13162817060947418","673","673","673"
"67499","0.1335105448961258","0.1335105448961258","0.1335105448961258","674","674","674"
"67599","0.13253846764564514","0.13253846764564514","0.13253846764564514","675","675","675"
"67699","0.1379370093345642","0.1379370093345642","0.1379370093345642","676","676","676"
"67799","0.13672764599323273","0.13672764599323273","0.13672764599323273","677","677","677"
"67899","0.13502644002437592","0.13502644002437592","0.13502644002437592","678","678","678"
"67999","0.13958069682121277","0.13958069682121277","0.13958069682121277","679","679","679"
"68099","0.1309458166360855","0.1309458166360855","0.1309458166360855","680","680","680"
"68199","0.13673584163188934","0.13673584163188934","0.13673584163188934","681","681","681"
"68299","0.13677124679088593","0.13677124679088593","0.13677124679088593","682","682","682"
"68399","0.14100129902362823","0.14100129902362823","0.14100129902362823","683","683","683"
"68499","0.1440746933221817","0.1440746933221817","0.1440746933221817","684","684","684"
"68599","0.1330079734325409","0.1330079734325409","0.1330079734325409","685","685","685"
"68699","0.12851038575172424","0.12851038575172424","0.12851038575172424","686","686","686"
"68799","0.13350909948349","0.13350909948349","0.13350909948349","687","687","687"
"68899","0.13201487064361572","0.13201487064361572","0.13201487064361572","688","688","688"
"68999","0.1361142247915268","0.1361142247915268","0.1361142247915268","689","689","689"
"69099","0.13613106310367584","0.13613106310367584","0.13613106310367584","690","690","690"
"69199","0.13302288949489594","0.13302288949489594","0.13302288949489594","691","691","691"
"69299","0.13242045044898987","0.13242045044898987","0.13242045044898987","692","692","692"
"69399","0.13696247339248657","0.13696247339248657","0.13696247339248657","693","693","693"
"69499","0.13240456581115723","0.13240456581115723","0.13240456581115723","694","694","694"
"69599","0.13689114153385162","0.13689114153385162","0.13689114153385162","695","695","695"
"69699","0.13523690402507782","0.13523690402507782","0.13523690402507782","696","696","696"
"69799","0.13816510140895844","0.13816510140895844","0.13816510140895844","697","697","697"
"69899","0.13774701952934265","0.13774701952934265","0.13774701952934265","698","698","698"
"69999","0.13710461556911469","0.13710461556911469","0.13710461556911469","699","699","699"
"70099","0.13281050324440002","0.13281050324440002","0.13281050324440002","700","700","700"
"70199","0.13198532164096832","0.13198532164096832","0.13198532164096832","701","701","701"
"70299","0.13305434584617615","0.13305434584617615","0.13305434584617615","702","702","702"
"70399","0.1373947411775589","0.1373947411775589","0.1373947411775589","703","703","703"
"70499","0.1399044245481491","0.1399044245481491","0.1399044245481491","704","704","704"
"70599","0.13782581686973572","0.13782581686973572","0.13782581686973572","705","705","705"
"70699","0.1352461874485016","0.1352461874485016","0.1352461874485016","706","706","706"
"70799","0.13286681473255157","0.13286681473255157","0.13286681473255157","707","707","707"
"70899","0.13256564736366272","0.13256564736366272","0.13256564736366272","708","708","708"
"70999","0.13713182508945465","0.13713182508945465","0.13713182508945465","709","709","709"
"71099","0.13488556444644928","0.13488556444644928","0.13488556444644928","710","710","710"
"71199","0.13449224829673767","0.13449224829673767","0.13449224829673767","711","711","711"
"71299","0.14281073212623596","0.14281073212623596","0.14281073212623596","712","712","712"
"71399","0.13854822516441345","0.13854822516441345","0.13854822516441345","713","713","713"
"71499","0.13979670405387878","0.13979670405387878","0.13979670405387878","714","714","714"
"71599","0.12961436808109283","0.12961436808109283","0.12961436808109283","715","715","715"
"71699","0.1390698105096817","0.1390698105096817","0.1390698105096817","716","716","716"
"71799","0.1372728943824768","0.1372728943824768","0.1372728943824768","717","717","717"
"71899","0.13775670528411865","0.13775670528411865","0.13775670528411865","718","718","718"
"71999","0.13344833254814148","0.13344833254814148","0.13344833254814148","719","719","719"
"72099","0.13493724167346954","0.13493724167346954","0.13493724167346954","720","720","720"
"72199","0.1442013829946518","0.1442013829946518","0.1442013829946518","721","721","721"
"72299","0.13038380444049835","0.13038380444049835","0.13038380444049835","722","722","722"
"72399","0.13476508855819702","0.13476508855819702","0.13476508855819702","723","723","723"
"72499","0.132954403758049","0.132954403758049","0.132954403758049","724","724","724"
"72599","0.13948343694210052","0.13948343694210052","0.13948343694210052","725","725","725"
"72699","0.13261812925338745","0.13261812925338745","0.13261812925338745","726","726","726"
"72799","0.13561733067035675","0.13561733067035675","0.13561733067035675","727","727","727"
"72899","0.13133811950683594","0.13133811950683594","0.13133811950683594","728","728","728"
"72999","0.139934241771698","0.139934241771698","0.139934241771698","729","729","729"
"73099","0.13532692193984985","0.13532692193984985","0.13532692193984985","730","730","730"
"73199","0.13659287989139557","0.13659287989139557","0.13659287989139557","731","731","731"
"73299","0.1344679743051529","0.1344679743051529","0.1344679743051529","732","732","732"
"73399","0.13120004534721375","0.13120004534721375","0.13120004534721375","733","733","733"
"73499","0.1383729875087738","0.1383729875087738","0.1383729875087738","734","734","734"
"73599","0.13497816026210785","0.13497816026210785","0.13497816026210785","735","735","735"
"73699","0.13516566157341003","0.13516566157341003","0.13516566157341003","736","736","736"
"73799","0.13177713751792908","0.13177713751792908","0.13177713751792908","737","737","737"
"73899","0.13586141169071198","0.13586141169071198","0.13586141169071198","738","738","738"
"73999","0.13142108917236328","0.13142108917236328","0.13142108917236328","739","739","739"
"74099","0.14419448375701904","0.14419448375701904","0.14419448375701904","740","740","740"
"74199","0.13460128009319305","0.13460128009319305","0.13460128009319305","741","741","741"
"74299","0.13167788088321686","0.13167788088321686","0.13167788088321686","742","742","742"
"74399","0.13621272146701813","0.13621272146701813","0.13621272146701813","743","743","743"
"74499","0.1364280879497528","0.1364280879497528","0.1364280879497528","744","744","744"
"74599","0.13621781766414642","0.13621781766414642","0.13621781766414642","745","745","745"
"74699","0.1338443011045456","0.1338443011045456","0.1338443011045456","746","746","746"
"74799","0.1315721869468689","0.1315721869468689","0.1315721869468689","747","747","747"
"74899","0.13606128096580505","0.13606128096580505","0.13606128096580505","748","748","748"
"74999","0.13226540386676788","0.13226540386676788","0.13226540386676788","749","749","749"
"75099","0.13359272480010986","0.13359272480010986","0.13359272480010986","750","750","750"
"75199","0.13917900621891022","0.13917900621891022","0.13917900621891022","751","751","751"
"75299","0.13736970722675323","0.13736970722675323","0.13736970722675323","752","752","752"
"75399","0.1334279179573059","0.1334279179573059","0.1334279179573059","753","753","753"
"75499","0.13180583715438843","0.13180583715438843","0.13180583715438843","754","754","754"
"75599","0.136113703250885","0.136113703250885","0.136113703250885","755","755","755"
"75699","0.13728173077106476","0.13728173077106476","0.13728173077106476","756","756","756"
"75799","0.1373596340417862","0.1373596340417862","0.1373596340417862","757","757","757"
"75899","0.1292189657688141","0.1292189657688141","0.1292189657688141","758","758","758"
"75999","0.13313907384872437","0.13313907384872437","0.13313907384872437","759","759","759"
"76099","0.13645203411579132","0.13645203411579132","0.13645203411579132","760","760","760"
"76199","0.13215577602386475","0.13215577602386475","0.13215577602386475","761","761","761"
"76299","0.13775621354579926","0.13775621354579926","0.13775621354579926","762","762","762"
"76399","0.1325092315673828","0.1325092315673828","0.1325092315673828","763","763","763"
"76499","0.13437695801258087","0.13437695801258087","0.13437695801258087","764","764","764"
"76599","0.14168532192707062","0.14168532192707062","0.14168532192707062","765","765","765"
"76699","0.13463899493217468","0.13463899493217468","0.13463899493217468","766","766","766"
"76799","0.13198591768741608","0.13198591768741608","0.13198591768741608","767","767","767"
"76899","0.13499929010868073","0.13499929010868073","0.13499929010868073","768","768","768"
"76999","0.13897541165351868","0.13897541165351868","0.13897541165351868","769","769","769"
"77099","0.1329823136329651","0.1329823136329651","0.1329823136329651","770","770","770"
"77199","0.13905875384807587","0.13905875384807587","0.13905875384807587","771","771","771"
"77299","0.14105142652988434","0.14105142652988434","0.14105142652988434","772","772","772"
"77399","0.1301545649766922","0.1301545649766922","0.1301545649766922","773","773","773"
"77499","0.13632072508335114","0.13632072508335114","0.13632072508335114","774","774","774"
"77599","0.13272713124752045","0.13272713124752045","0.13272713124752045","775","775","775"
"77699","0.13913069665431976","0.13913069665431976","0.13913069665431976","776","776","776"
"77799","0.13474678993225098","0.13474678993225098","0.13474678993225098","777","777","777"
"77899","0.13327531516551971","0.13327531516551971","0.13327531516551971","778","778","778"
"77999","0.13941729068756104","0.13941729068756104","0.13941729068756104","779","779","779"
"78099","0.12857747077941895","0.12857747077941895","0.12857747077941895","780","780","780"
"78199","0.132532998919487","0.132532998919487","0.132532998919487","781","781","781"
"78299","0.13913381099700928","0.13913381099700928","0.13913381099700928","782","782","782"
"78399","0.1380530297756195","0.1380530297756195","0.1380530297756195","783","783","783"
"78499","0.13102056086063385","0.13102056086063385","0.13102056086063385","784","784","784"
"78599","0.14261192083358765","0.14261192083358765","0.14261192083358765","785","785","785"
"78699","0.13145066797733307","0.13145066797733307","0.13145066797733307","786","786","786"
"78799","0.13396508991718292","0.13396508991718292","0.13396508991718292","787","787","787"
"78899","0.1381121724843979","0.1381121724843979","0.1381121724843979","788","788","788"
"78999","0.13590876758098602","0.13590876758098602","0.13590876758098602","789","789","789"
"79099","0.12792252004146576","0.12792252004146576","0.12792252004146576","790","790","790"
"79199","0.13405655324459076","0.13405655324459076","0.13405655324459076","791","791","791"
"79299","0.13602931797504425","0.13602931797504425","0.13602931797504425","792","792","792"
"79399","0.13615022599697113","0.13615022599697113","0.13615022599697113","793","793","793"
"79499","0.13837040960788727","0.13837040960788727","0.13837040960788727","794","794","794"
"79599","0.1407015472650528","0.1407015472650528","0.1407015472650528","795","795","795"
"79699","0.13572679460048676","0.13572679460048676","0.13572679460048676","796","796","796"
"79799","0.1313377320766449","0.1313377320766449","0.1313377320766449","797","797","797"
"79899","0.1366904228925705","0.1366904228925705","0.1366904228925705","798","798","798"
"79999","0.13314126431941986","0.13314126431941986","0.13314126431941986","799","799","799"
"80099","0.13397780060768127","0.13397780060768127","0.13397780060768127","800","800","800"
"80199","0.12855319678783417","0.12855319678783417","0.12855319678783417","801","801","801"
"80299","0.1300348937511444","0.1300348937511444","0.1300348937511444","802","802","802"
"80399","0.13335667550563812","0.13335667550563812","0.13335667550563812","803","803","803"
"80499","0.14148524403572083","0.14148524403572083","0.14148524403572083","804","804","804"
"80599","0.13138900697231293","0.13138900697231293","0.13138900697231293","805","805","805"
"80699","0.12656588852405548","0.12656588852405548","0.12656588852405548","806","806","806"
"80799","0.1398378312587738","0.1398378312587738","0.1398378312587738","807","807","807"
"80899","0.12774419784545898","0.12774419784545898","0.12774419784545898","808","808","808"
"80999","0.1276879459619522","0.1276879459619522","0.1276879459619522","809","809","809"
"81099","0.1354227066040039","0.1354227066040039","0.1354227066040039","810","810","810"
"81199","0.13667258620262146","0.13667258620262146","0.13667258620262146","811","811","811"
"81299","0.13148809969425201","0.13148809969425201","0.13148809969425201","812","812","812"
"81399","0.13675811886787415","0.13675811886787415","0.13675811886787415","813","813","813"
"81499","0.13128457963466644","0.13128457963466644","0.13128457963466644","814","814","814"
"81599","0.13683609664440155","0.13683609664440155","0.13683609664440155","815","815","815"
"81699","0.13217398524284363","0.13217398524284363","0.13217398524284363","816","816","816"
"81799","0.13196103274822235","0.13196103274822235","0.13196103274822235","817","817","817"
"81899","0.1368299126625061","0.1368299126625061","0.1368299126625061","818","818","818"
"81999","0.1340639442205429","0.1340639442205429","0.1340639442205429","819","819","819"
"82099","0.12932266294956207","0.12932266294956207","0.12932266294956207","820","820","820"
"82199","0.13717609643936157","0.13717609643936157","0.13717609643936157","821","821","821"
"82299","0.13437291979789734","0.13437291979789734","0.13437291979789734","822","822","822"
"82399","0.13427692651748657","0.13427692651748657","0.13427692651748657","823","823","823"
"82499","0.1259358525276184","0.1259358525276184","0.1259358525276184","824","824","824"
"82599","0.1258210837841034","0.1258210837841034","0.1258210837841034","825","825","825"
"82699","0.13703738152980804","0.13703738152980804","0.13703738152980804","826","826","826"
"82799","0.13195526599884033","0.13195526599884033","0.13195526599884033","827","827","827"
"82899","0.13613538444042206","0.13613538444042206","0.13613538444042206","828","828","828"
"82999","0.13244082033634186","0.13244082033634186","0.13244082033634186","829","829","829"
"83099","0.12695413827896118","0.12695413827896118","0.12695413827896118","830","830","830"
"83199","0.13495157659053802","0.13495157659053802","0.13495157659053802","831","831","831"
"83299","0.1284196823835373","0.1284196823835373","0.1284196823835373","832","832","832"
"83399","0.13390637934207916","0.13390637934207916","0.13390637934207916","833","833","833"
"83499","0.13464698195457458","0.13464698195457458","0.13464698195457458","834","834","834"
"83599","0.13065148890018463","0.13065148890018463","0.13065148890018463","835","835","835"
"83699","0.12932144105434418","0.12932144105434418","0.12932144105434418","836","836","836"
"83799","0.12794271111488342","0.12794271111488342","0.12794271111488342","837","837","837"
"83899","0.1355314999818802","0.1355314999818802","0.1355314999818802","838","838","838"
"83999","0.12853284180164337","0.12853284180164337","0.12853284180164337","839","839","839"
"84099","0.12825188040733337","0.12825188040733337","0.12825188040733337","840","840","840"
"84199","0.13369494676589966","0.13369494676589966","0.13369494676589966","841","841","841"
"84299","0.13242189586162567","0.13242189586162567","0.13242189586162567","842","842","842"
"84399","0.1296137124300003","0.1296137124300003","0.1296137124300003","843","843","843"
"84499","0.13098685443401337","0.13098685443401337","0.13098685443401337","844","844","844"
"84599","0.13390369713306427","0.13390369713306427","0.13390369713306427","845","845","845"
"84699","0.13114884495735168","0.13114884495735168","0.13114884495735168","846","846","846"
"84799","0.13726982474327087","0.13726982474327087","0.13726982474327087","847","847","847"
"84899","0.12968726456165314","0.12968726456165314","0.12968726456165314","848","848","848"
"84999","0.13745887577533722","0.13745887577533722","0.13745887577533722","849","849","849"
"85099","0.1317446380853653","0.1317446380853653","0.1317446380853653","850","850","850"
"85199","0.1386277675628662","0.1386277675628662","0.1386277675628662","851","851","851"
"85299","0.13219457864761353","0.13219457864761353","0.13219457864761353","852","852","852"
"85399","0.1342153400182724","0.1342153400182724","0.1342153400182724","853","853","853"
"85499","0.12971028685569763","0.12971028685569763","0.12971028685569763","854","854","854"
"85599","0.1392894685268402","0.1392894685268402","0.1392894685268402","855","855","855"
"85699","0.13965560495853424","0.13965560495853424","0.13965560495853424","856","856","856"
"85799","0.1329413801431656","0.1329413801431656","0.1329413801431656","857","857","857"
"85899","0.1382724642753601","0.1382724642753601","0.1382724642753601","858","858","858"
"85999","0.13608337938785553","0.13608337938785553","0.13608337938785553","859","859","859"
"86099","0.1365092545747757","0.1365092545747757","0.1365092545747757","860","860","860"
"86199","0.13001349568367004","0.13001349568367004","0.13001349568367004","861","861","861"
"86299","0.13846218585968018","0.13846218585968018","0.13846218585968018","862","862","862"
"86399","0.1319083273410797","0.1319083273410797","0.1319083273410797","863","863","863"
"86499","0.13590027391910553","0.13590027391910553","0.13590027391910553","864","864","864"
"86599","0.13009227812290192","0.13009227812290192","0.13009227812290192","865","865","865"
"86699","0.13464994728565216","0.13464994728565216","0.13464994728565216","866","866","866"
